<j>	<Fwlc>
1057.584	12.890
1058.154	12.914
1058.679	12.939
1059.169	12.967
1059.631	12.996
1060.073	13.025
1060.500	13.056
1060.917	13.087
1061.330	13.119
1061.743	13.151
1062.162	13.182
1062.591	13.214
1063.036	13.245
1063.502	13.275
1063.997	13.304
1064.527	13.332
1065.099	13.357
1065.722	13.381
1066.403	13.403
1067.150	13.421
1067.968	13.436
1068.864	13.448
1069.839	13.456
1070.893	13.460
1072.024	13.461
1073.224	13.458
1074.482	13.453
1075.788	13.445
1077.129	13.435
1078.496	13.424
1079.884	13.413
1081.296	13.400
1082.743	13.386
1084.245	13.370
1085.834	13.350
1087.547	13.326
1089.422	13.296
1091.495	13.257
1093.787	13.210
1096.295	13.153
1098.982	13.088
1101.779	13.019
1104.593	12.948
1107.321	12.881
1109.874	12.820
1112.189	12.768
1114.242	12.728
1116.038	12.698
1117.606	12.679
1118.989	12.667
1120.235	12.661
1121.389	12.659
1122.492	12.660
1123.577	12.662
1124.670	12.664
1125.786	12.666
1126.937	12.666
1128.122	12.664
1129.338	12.662
1130.571	12.658
1131.808	12.654
1133.031	12.651
1134.220	12.648
1135.358	12.648
1136.432	12.649
1137.430	12.653
1138.348	12.661
1139.182	12.671
1139.935	12.685
1140.612	12.702
1141.220	12.722
1141.766	12.744
1142.261	12.768
1142.714	12.795
1143.134	12.822
1143.531	12.851
1143.915	12.881
1144.296	12.911
1144.684	12.941
1145.088	12.970
1145.521	12.999
1145.992	13.027
1146.516	13.052
1147.104	13.075
1147.771	13.095
1148.530	13.112
1149.393	13.124
1150.372	13.132
1151.472	13.135
1152.695	13.133
1154.034	13.126
1155.475	13.115
1156.995	13.100
1158.563	13.082
1160.145	13.064
1161.703	13.046
1163.207	13.030
1164.629	13.017
1165.951	13.008
1167.166	13.003
1168.273	13.003
1169.279	13.006
1170.198	13.014
1171.043	13.024
1171.832	13.037
1172.582	13.052
1173.309	13.067
1174.029	13.084
1174.755	13.100
1175.498	13.116
1176.269	13.131
1177.075	13.144
1177.919	13.156
1178.803	13.167
1179.727	13.175
1180.684	13.183
1181.667	13.189
1182.666	13.194
1183.668	13.199
1184.661	13.204
1185.631	13.210
1186.566	13.217
1187.454	13.226
1188.288	13.237
1189.062	13.251
1189.773	13.267
1190.420	13.285
1191.005	13.306
1191.531	13.330
1192.001	13.356
1192.422	13.384
1192.798	13.414
1193.135	13.446
1193.439	13.480
1193.714	13.515
1193.965	13.551
1194.197	13.589
1194.414	13.627
1194.621	13.666
1194.820	13.705
1195.015	13.745
1195.211	13.785
1195.410	13.825
1195.618	13.865
1195.839	13.905
1196.078	13.944
1196.344	13.982
1196.643	14.019
1196.989	14.054
1197.393	14.087
1197.875	14.117
1198.458	14.143
1199.168	14.163
1200.039	14.176
1201.110	14.181
1202.417	14.176
1203.998	14.158
1205.871	14.128
1208.036	14.084
1210.456	14.029
1213.055	13.965
1215.726	13.896
1218.348	13.830
1220.808	13.769
1223.021	13.718
1224.942	13.680
1226.563	13.655
1227.901	13.642
1228.994	13.640
1229.881	13.647
1230.605	13.661
1231.201	13.682
1231.700	13.706
1232.127	13.734
1232.503	13.765
1232.844	13.797
1233.161	13.831
1233.466	13.865
1233.767	13.900
1234.072	13.935
1234.390	13.970
1234.728	14.004
1235.095	14.037
1235.500	14.068
1235.957	14.098
1236.478	14.125
1237.081	14.148
1237.789	14.168
1238.628	14.182
1239.632	14.189
1240.842	14.188
1242.310	14.176
1244.095	14.151
1246.264	14.110
1248.887	14.051
1252.024	13.971
1255.702	13.870
1259.898	13.748
1264.512	13.611
1269.368	13.464
1274.236	13.318
1278.885	13.181
1283.128	13.060
1286.860	12.959
1290.050	12.879
1292.730	12.818
1294.964	12.775
1296.827	12.746
1298.394	12.727
1299.730	12.718
1300.887	12.715
1301.908	12.718
1302.825	12.724
1303.661	12.734
1304.435	12.746
1305.160	12.759
1305.846	12.774
1306.499	12.791
1307.125	12.808
1307.727	12.826
1308.308	12.845
1308.872	12.865
1309.418	12.885
1309.949	12.906
1310.465	12.928
1310.968	12.950
1311.458	12.972
1311.936	12.995
1312.403	13.019
1312.859	13.042
1313.306	13.067
1313.743	13.092
1314.171	13.117
1314.592	13.142
1315.005	13.168
1315.413	13.194
1315.816	13.221
1316.214	13.247
1316.611	13.274
1317.006	13.301
1317.401	13.328
1317.800	13.355
1318.204	13.382
1318.615	13.409
1319.038	13.436
1319.475	13.462
1319.931	13.487
1320.409	13.512
1320.916	13.536
1321.457	13.558
1322.037	13.580
1322.662	13.599
1323.340	13.617
1324.077	13.632
1324.877	13.646
1325.746	13.656
1326.687	13.664
1327.701	13.669
1328.788	13.671
1329.945	13.670
1331.164	13.667
1332.438	13.661
1333.755	13.654
1335.105	13.646
1336.475	13.636
1337.854	13.626
1339.234	13.616
1340.607	13.606
1341.970	13.597
1343.321	13.588
1344.661	13.579
1345.991	13.571
1347.314	13.563
1348.632	13.556
1349.944	13.548
1351.249	13.541
1352.544	13.535
1353.823	13.528
1355.080	13.523
1356.306	13.519
1357.493	13.516
1358.635	13.514
1359.726	13.514
1360.765	13.517
1361.750	13.521
1362.685	13.527
1363.579	13.535
1364.442	13.545
1365.291	13.555
1366.147	13.565
1367.038	13.574
1367.999	13.581
1369.075	13.584
1370.321	13.582
1371.804	13.572
1373.599	13.551
1375.783	13.517
1378.424	13.468
1381.558	13.402
1385.167	13.319
1389.158	13.222
1393.364	13.118
1397.567	13.013
1401.554	12.914
1405.157	12.829
1408.280	12.759
1410.904	12.706
1413.064	12.669
1414.825	12.645
1416.261	12.633
1417.442	12.629
1418.429	12.632
1419.271	12.640
1420.006	12.651
1420.662	12.666
1421.262	12.682
1421.821	12.700
1422.350	12.719
1422.859	12.738
1423.352	12.758
1423.834	12.779
1424.309	12.800
1424.776	12.821
1425.239	12.843
1425.696	12.864
1426.149	12.886
1426.597	12.908
1427.040	12.930
1427.478	12.953
1427.912	12.976
1428.341	12.999
1428.769	13.022
1429.195	13.045
1429.624	13.068
1430.058	13.091
1430.504	13.114
1430.968	13.136
1431.458	13.158
1431.985	13.179
1432.563	13.198
1433.208	13.215
1433.940	13.229
1434.779	13.240
1435.751	13.247
1436.881	13.249
1438.195	13.245
1439.712	13.235
1441.445	13.217
1443.393	13.192
1445.537	13.160
1447.839	13.123
1450.240	13.082
1452.670	13.040
1455.055	12.998
1457.326	12.960
1459.429	12.927
1461.329	12.900
1463.014	12.881
1464.486	12.868
1465.762	12.861
1466.867	12.860
1467.830	12.864
1468.679	12.872
1469.441	12.883
1470.141	12.896
1470.800	12.910
1471.439	12.926
1472.072	12.942
1472.714	12.957
1473.376	12.972
1474.069	12.987
1474.799	13.000
1475.574	13.012
1476.397	13.022
1477.271	13.031
1478.195	13.038
1479.167	13.043
1480.184	13.048
1481.237	13.050
1482.319	13.052
1483.418	13.053
1484.524	13.054
1485.625	13.055
1486.710	13.056
1487.768	13.058
1488.790	13.061
1489.771	13.065
1490.703	13.071
1491.586	13.078
1492.417	13.087
1493.198	13.098
1493.930	13.110
1494.618	13.123
1495.264	13.138
1495.874	13.154
1496.451	13.172
1497.001	13.190
1497.527	13.209
1498.036	13.229
1498.530	13.249
1499.014	13.270
1499.493	13.291
1499.970	13.312
1500.449	13.333
1500.936	13.354
1501.434	13.375
1501.950	13.396
1502.488	13.415
1503.058	13.434
1503.666	13.452
1504.323	13.468
1505.040	13.482
1505.831	13.494
1506.710	13.503
1507.696	13.509
1508.805	13.511
1510.056	13.508
1511.465	13.500
1513.045	13.487
1514.801	13.468
1516.730	13.443
1518.817	13.413
1521.031	13.378
1523.333	13.341
1525.670	13.302
1527.987	13.263
1530.233	13.226
1532.361	13.193
1534.338	13.165
1536.143	13.142
1537.769	13.124
1539.218	13.112
1540.500	13.106
1541.631	13.104
1542.627	13.107
1543.506	13.114
1544.284	13.123
1544.975	13.136
1545.594	13.151
1546.151	13.168
1546.656	13.187
1547.116	13.207
1547.539	13.229
1547.929	13.252
1548.292	13.276
1548.631	13.300
1548.951	13.326
1549.252	13.352
1549.539	13.378
1549.813	13.405
1550.076	13.433
1550.329	13.461
1550.575	13.489
1550.814	13.518
1551.047	13.547
1551.277	13.576
1551.504	13.606
1551.728	13.635
1551.952	13.665
1552.175	13.695
1552.400	13.725
1552.627	13.755
1552.857	13.785
1553.092	13.815
1553.333	13.845
1553.582	13.874
1553.840	13.904
1554.111	13.933
1554.398	13.962
1554.703	13.990
1555.032	14.018
1555.390	14.045
1555.784	14.070
1556.223	14.095
1556.719	14.117
1557.285	14.137
1557.940	14.154
1558.705	14.168
1559.607	14.177
1560.678	14.180
1561.953	14.177
1563.472	14.165
