<j>	<Fwlc>
1053.508	13.099
1056.213	13.034
1059.125	12.959
1062.139	12.879
1065.130	12.799
1067.979	12.725
1070.592	12.660
1072.915	12.607
1074.933	12.568
1076.659	12.540
1078.126	12.524
1079.374	12.517
1080.444	12.517
1081.372	12.524
1082.190	12.535
1082.923	12.550
1083.589	12.568
1084.205	12.589
1084.781	12.611
1085.326	12.634
1085.845	12.659
1086.342	12.685
1086.821	12.711
1087.283	12.738
1087.729	12.766
1088.161	12.795
1088.578	12.825
1088.980	12.855
1089.368	12.886
1089.742	12.917
1090.101	12.949
1090.446	12.982
1090.777	13.016
1091.094	13.051
1091.398	13.086
1091.689	13.122
1091.969	13.158
1092.237	13.195
1092.495	13.233
1092.745	13.272
1092.986	13.311
1093.222	13.350
1093.453	13.390
1093.682	13.430
1093.909	13.470
1094.138	13.511
1094.370	13.552
1094.610	13.592
1094.859	13.633
1095.121	13.673
1095.401	13.712
1095.703	13.751
1096.034	13.788
1096.398	13.825
1096.805	13.859
1097.262	13.891
1097.780	13.921
1098.368	13.947
1099.040	13.970
1099.806	13.988
1100.681	14.002
1101.674	14.009
1102.796	14.011
1104.052	14.006
1105.441	13.994
1106.957	13.977
1108.584	13.953
1110.299	13.926
1112.072	13.895
1113.870	13.862
1115.658	13.830
1117.404	13.800
1119.083	13.772
1120.677	13.749
1122.176	13.730
1123.578	13.715
1124.888	13.705
1126.115	13.699
1127.272	13.696
1128.375	13.696
1129.443	13.698
1130.492	13.700
1131.541	13.704
1132.608	13.706
1133.709	13.708
1134.859	13.707
1136.070	13.704
1137.350	13.697
1138.703	13.688
1140.128	13.675
1141.617	13.659
1143.160	13.641
1144.739	13.621
1146.339	13.599
1147.941	13.578
1149.531	13.557
1151.097	13.537
1152.635	13.518
1154.146	13.501
1155.639	13.485
1157.130	13.469
1158.640	13.453
1160.198	13.435
1161.835	13.415
1163.589	13.390
1165.497	13.359
1167.591	13.322
1169.892	13.276
1172.405	13.222
1175.107	13.161
1177.947	13.093
1180.847	13.023
1183.713	12.954
1186.452	12.890
1188.986	12.833
1191.261	12.787
1193.255	12.751
1194.969	12.725
1196.426	12.710
1197.655	12.704
1198.692	12.705
1199.570	12.713
1200.322	12.726
1200.972	12.743
1201.542	12.763
1202.051	12.785
1202.511	12.810
1202.934	12.837
1203.328	12.864
1203.699	12.893
1204.052	12.922
1204.393	12.952
1204.723	12.983
1205.045	13.014
1205.361	13.045
1205.672	13.077
1205.981	13.109
1206.286	13.142
1206.591	13.174
1206.894	13.207
1207.197	13.239
1207.500	13.272
1207.802	13.305
1208.106	13.339
1208.410	13.372
1208.715	13.405
1209.022	13.438
1209.332	13.472
1209.647	13.505
1209.968	13.539
1210.300	13.572
1210.648	13.604
1211.021	13.636
1211.433	13.666
1211.905	13.695
1212.469	13.720
1213.171	13.740
1214.082	13.752
1215.300	13.753
1216.958	13.737
1219.220	13.699
1222.259	13.630
1226.199	13.527
1231.032	13.388
1236.532	13.223
1242.264	13.047
1247.703	12.881
1252.428	12.740
1256.238	12.634
1259.144	12.562
1261.284	12.519
1262.835	12.499
1263.963	12.495
1264.798	12.502
1265.434	12.517
1265.937	12.538
1266.350	12.562
1266.702	12.588
1267.013	12.617
1267.294	12.646
1267.553	12.677
1267.796	12.708
1268.026	12.739
1268.247	12.772
1268.459	12.804
1268.666	12.838
1268.867	12.871
1269.064	12.905
1269.258	12.939
1269.450	12.973
1269.641	13.007
1269.831	13.042
1270.022	13.077
1270.214	13.112
1270.409	13.147
1270.607	13.182
1270.810	13.216
1271.018	13.251
1271.233	13.286
1271.456	13.321
1271.689	13.355
1271.933	13.390
1272.190	13.423
1272.462	13.457
1272.751	13.490
1273.059	13.522
1273.390	13.554
1273.745	13.584
1274.127	13.614
1274.539	13.643
1274.984	13.671
1275.465	13.697
1275.984	13.721
1276.545	13.745
1277.148	13.766
1277.795	13.786
1278.488	13.804
1279.226	13.820
1280.009	13.834
1280.836	13.846
1281.707	13.857
1282.622	13.865
1283.584	13.872
1284.597	13.877
1285.674	13.880
1286.835	13.879
1288.112	13.874
1289.555	13.863
1291.237	13.844
1293.253	13.812
1295.724	13.764
1298.778	13.696
1302.520	13.602
1306.979	13.482
1312.049	13.340
1317.471	13.184
1322.870	13.029
1327.870	12.887
1332.203	12.769
1335.762	12.679
1338.574	12.615
1340.748	12.575
1342.419	12.552
1343.715	12.543
1344.741	12.544
1345.577	12.552
1346.281	12.565
1346.895	12.581
1347.446	12.600
1347.956	12.620
1348.436	12.641
1348.896	12.663
1349.342	12.686
1349.778	12.709
1350.206	12.732
1350.628	12.756
1351.045	12.780
1351.458	12.804
1351.867	12.829
1352.273	12.853
1352.677	12.878
1353.077	12.903
1353.475	12.928
1353.871	12.953
1354.265	12.978
1354.658	13.003
1355.050	13.029
1355.442	13.054
1355.834	13.080
1356.227	13.106
1356.621	13.132
1357.016	13.157
1357.414	13.183
1357.814	13.209
1358.216	13.235
1358.620	13.260
1359.026	13.286
1359.435	13.312
1359.845	13.338
1360.256	13.364
1360.668	13.389
1361.079	13.415
1361.489	13.441
1361.897	13.467
1362.302	13.494
1362.703	13.520
1363.098	13.547
1363.487	13.574
1363.870	13.602
1364.244	13.629
1364.611	13.658
1364.968	13.686
1365.317	13.715
1365.656	13.745
1365.986	13.775
1366.307	13.805
1366.619	13.836
1366.923	13.867
1367.220	13.899
1367.510	13.931
1367.796	13.963
1368.078	13.996
1368.359	14.028
1368.640	14.061
1368.926	14.094
1369.219	14.127
1369.525	14.160
1369.849	14.192
1370.200	14.223
1370.589	14.252
1371.029	14.280
1371.539	14.306
1372.142	14.328
1372.871	14.345
1373.765	14.356
1374.871	14.359
1376.245	14.352
1377.946	14.332
1380.029	14.297
1382.527	14.246
1385.441	14.179
1388.716	14.097
1392.243	14.004
1395.873	13.908
1399.440	13.813
1402.804	13.726
1405.874	13.650
1408.615	13.587
1411.037	13.536
1413.179	13.497
1415.092	13.466
1416.825	13.443
1418.420	13.424
1419.908	13.410
1421.309	13.400
1422.633	13.392
1423.886	13.386
1425.069	13.384
1426.178	13.383
1427.211	13.385
1428.167	13.390
1429.043	13.398
1429.843	13.408
1430.567	13.421
1431.219	13.437
1431.804	13.454
1432.327	13.475
1432.795	13.497
1433.213	13.521
1433.588	13.547
1433.926	13.574
1434.231	13.603
1434.510	13.633
1434.767	13.663
1435.007	13.695
1435.234	13.727
1435.454	13.759
1435.670	13.792
1435.887	13.825
1436.111	13.858
1436.346	13.891
1436.600	13.923
1436.880	13.955
1437.199	13.985
1437.570	14.013
1438.011	14.040
1438.550	14.063
1439.223	14.081
1440.077	14.093
1441.180	14.097
1442.614	14.089
1444.483	14.067
1446.895	14.025
1449.948	13.961
1453.684	13.872
1458.048	13.761
1462.856	13.634
1467.810	13.501
1472.565	13.373
1476.830	13.262
1480.432	13.173
1483.328	13.109
1485.574	13.066
1487.274	13.043
1488.545	13.034
1489.493	13.037
1490.204	13.048
1490.745	13.065
1491.165	13.086
1491.500	13.111
1491.776	13.137
1492.010	13.166
1492.215	13.195
1492.401	13.225
1492.576	13.256
1492.743	13.288
1492.908	13.319
1493.074	13.351
1493.245	13.382
1493.422	13.414
1493.611	13.445
1493.814	13.476
1494.036	13.507
1494.281	13.537
1494.555	13.566
1494.865	13.594
1495.220	13.621
1495.629	13.646
1496.103	13.669
1496.656	13.690
1497.302	13.707
1498.058	13.721
1498.941	13.731
1499.967	13.736
1501.150	13.735
1502.501	13.729
1504.021	13.717
1505.705	13.699
1507.535	13.676
1509.480	13.649
1511.500	13.618
1513.549	13.587
1515.578	13.556
1517.543	13.527
1519.409	13.500
1521.152	13.478
1522.759	13.461
1524.230	13.448
1525.573	13.439
1526.800	13.434
1527.929	13.433
1528.978	13.435
1529.964	13.438
1530.903	13.444
1531.811	13.451
1532.701	13.458
1533.584	13.466
1534.471	13.474
1535.372	13.481
1536.295	13.488
1537.250	13.494
1538.243	13.498
1539.284	13.502
1540.380	13.503
1541.539	13.502
1542.767	13.500
1544.067	13.495
1545.442	13.487
1546.888	13.477
1548.399	13.465
1549.964	13.451
1551.567	13.436
1553.188	13.420
1554.804	13.404
1556.391	13.389
1557.928	13.375
1559.394	13.363
1560.774	13.354
1562.057	13.348
1563.240	13.345
1564.320	13.345
1565.305	13.348
1566.201	13.355
1567.019	13.364
1567.773	13.375
1568.477	13.387
1569.146	13.402
1569.796	13.416
1570.446	13.432
1571.113	13.446
1571.820	13.460
1572.589	13.472
1573.447	13.482
1574.424	13.488
1575.557	13.489
1576.885	13.485
1578.452	13.474
1580.303	13.454
1582.484	13.424
1585.027	13.383
1587.950	13.331
1591.242	13.268
1594.856	13.196
1598.708	13.116
