<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.017
314.829	10.045
315.349	9.011
315.820	8.056
316.249	7.289
316.646	6.797
317.026	6.666
317.410	7.066
317.836	8.474
318.373	12.361
319.212	23.349
320.885	54.762
324.738	131.163
332.509	229.718
342.289	216.435
349.079	121.970
352.400	62.593
354.068	39.539
355.148	32.426
356.058	32.165
356.977	35.801
358.013	42.299
359.240	50.870
360.708	60.265
362.423	68.525
364.332	73.365
366.321	73.176
368.250	67.993
369.998	59.498
371.497	50.002
372.742	41.330
373.767	34.372
374.621	29.237
375.352	25.621
375.999	23.105
376.589	21.306
377.139	19.935
377.659	18.799
378.156	17.790
378.630	16.865
379.086	16.030
379.524	15.335
379.949	14.869
380.367	14.765
380.788	15.221
381.230	16.520
381.720	19.074
382.295	23.445
383.014	30.346
383.955	40.490
385.213	54.132
386.880	70.236
388.996	85.549
391.480	94.917
394.114	94.092
396.604	83.176
398.717	66.709
400.361	50.085
401.577	36.529
402.460	26.812
403.112	20.345
403.613	16.197
404.019	13.551
404.365	11.827
404.672	10.651
404.953	9.798
405.217	9.135
405.466	8.586
405.705	8.109
405.934	7.680
406.154	7.286
406.367	6.922
406.572	6.586
406.771	6.280
406.964	6.006
407.152	5.771
407.336	5.582
407.517	5.452
407.697	5.396
407.879	5.438
408.067	5.614
408.265	5.977
408.481	6.609
408.726	7.635
409.017	9.253
409.377	11.764
409.847	15.631
410.482	21.517
411.368	30.300
412.617	42.855
414.363	59.412
416.711	78.311
419.656	95.052
423.002	103.748
426.398	101.292
429.501	89.825
432.110	74.378
434.193	59.282
435.818	46.842
437.090	37.780
438.118	31.988
438.997	29.029
439.806	28.404
440.609	29.611
441.457	32.167
442.384	35.542
443.410	39.132
444.538	42.295
445.747	44.460
447.007	45.323
448.278	44.987
449.528	43.987
450.744	43.136
451.933	43.304
453.128	45.207
454.379	49.237
455.741	55.335
457.266	62.841
458.978	70.423
460.862	76.302
462.857	78.796
464.864	77.123
466.778	71.760
468.521	64.154
470.053	55.936
471.375	48.316
472.511	41.892
473.495	36.793
474.363	32.890
475.142	29.981
475.858	27.871
476.529	26.405
477.170	25.462
477.793	24.933
478.409	24.722
479.025	24.721
479.645	24.818
480.273	24.900
480.906	24.859
481.543	24.612
482.176	24.110
482.799	23.351
483.405	22.380
483.989	21.289
484.549	20.209
485.084	19.296
485.601	18.727
486.108	18.705
486.622	19.457
487.166	21.254
487.770	24.405
488.473	29.232
489.325	35.982
490.378	44.625
491.680	54.566
493.254	64.340
495.071	71.716
497.043	74.470
499.029	71.601
500.882	64.044
502.498	54.113
503.842	44.219
504.931	35.932
505.817	29.843
506.559	25.886
507.211	23.709
507.818	22.915
508.413	23.167
509.022	24.231
509.668	25.959
510.365	28.289
511.130	31.221
511.980	34.784
512.929	39.010
513.995	43.860
515.191	49.159
516.524	54.522
517.988	59.383
519.562	63.066
521.209	65.020
522.879	65.028
524.521	63.305
526.097	60.384
527.582	56.884
528.969	53.286
530.259	49.813
531.460	46.473
532.576	43.172
533.610	39.821
534.563	36.420
535.434	33.086
536.227	30.053
536.950	27.658
537.620	26.374
538.268	26.911
538.943	30.436
539.723	38.954
540.744	55.827
542.225	86.019
544.497	134.603
547.947	200.412
552.783	264.860
558.630	292.698
564.467	264.282
569.277	200.825
572.703	137.403
574.965	91.305
576.449	62.641
577.469	45.914
578.224	36.167
578.826	30.221
579.334	26.302
579.782	23.476
580.186	21.269
580.555	19.443
580.896	17.881
581.212	16.524
581.508	15.344
581.785	14.324
582.047	13.456
582.295	12.733
582.534	12.148
582.763	11.696
582.987	11.370
583.208	11.167
583.427	11.079
583.648	11.104
583.872	11.236
584.101	11.474
584.338	11.813
584.585	12.252
584.845	12.792
585.119	13.433
585.411	14.177
585.722	15.030
586.055	15.999
586.414	17.098
586.801	18.351
587.221	19.791
587.678	21.470
588.178	23.461
588.729	25.869
589.342	28.838
590.031	32.556
590.813	37.245
591.712	43.148
592.757	50.459
593.978	59.212
595.404	69.110
597.052	79.347
598.915	88.548
600.954	95.007
603.089	97.258
605.221	94.766
607.248	88.233
609.096	79.290
610.731	69.797
612.156	61.236
613.400	54.461
614.508	49.750
615.523	47.005
616.488	45.906
617.435	46.027
618.389	46.903
619.363	48.061
620.361	49.066
621.379	49.561
622.404	49.327
623.422	48.321
624.416	46.686
625.375	44.744
626.294	42.938
627.177	41.794
628.042	41.878
628.914	43.781
629.835	48.098
630.855	55.377
632.036	65.968
633.443	79.735
635.133	95.611
637.131	111.253
639.407	123.188
641.858	127.913
644.327	123.623
646.642	111.305
648.671	94.186
650.354	75.996
651.694	59.494
652.737	46.010
653.542	35.742
654.172	28.289
654.674	23.062
655.088	19.495
655.444	17.135
655.760	15.656
656.054	14.843
656.336	14.572
656.618	14.795
656.908	15.530
657.217	16.857
657.557	18.928
657.944	21.975
658.400	26.321
658.953	32.387
659.639	40.669
660.506	51.659
661.610	65.644
663.007	82.369
664.742	100.607
666.825	117.850
669.206	130.668
671.771	135.935
674.356	132.436
676.799	121.616
678.986	106.735
680.868	91.209
682.457	77.412
683.797	66.419
684.946	58.356
685.959	52.883
686.881	49.518
687.750	47.821
688.594	47.441
689.436	48.118
690.295	49.647
691.184	51.835
692.114	54.478
693.094	57.325
694.124	60.077
695.202	62.403
696.319	63.966
697.459	64.484
698.604	63.782
699.730	61.836
700.817	58.773
701.847	54.853
702.805	50.405
703.684	45.768
704.482	41.239
705.203	37.039
705.852	33.311
706.439	30.121
706.973	27.487
707.464	25.388
707.922	23.785
708.354	22.644
708.770	21.940
709.177	21.674
709.583	21.890
709.998	22.686
710.434	24.245
710.904	26.875
711.433	31.056
712.052	37.529
712.809	47.363
713.773	61.987
715.040	83.052
716.733	111.837
718.984	147.921
721.891	187.244
725.438	221.066
729.435	238.609
733.531	233.664
737.346	209.397
740.623	175.702
743.290	142.307
745.408	114.603
747.098	93.835
748.477	79.045
749.640	68.661
750.654	61.255
751.561	55.769
752.390	51.497
753.158	47.990
753.877	44.978
754.552	42.294
755.191	39.846
755.795	37.580
756.368	35.470
756.911	33.498
757.426	31.661
757.916	29.956
758.382	28.383
758.827	26.944
759.252	25.641
759.659	24.475
760.050	23.445
760.428	22.549
760.794	21.785
761.151	21.151
761.500	20.646
761.844	20.264
762.183	20.007
762.522	19.877
762.861	19.880
763.203	20.028
763.551	20.342
763.908	20.850
764.276	21.598
764.662	22.654
765.070	24.120
765.508	26.131
765.988	28.887
766.524	32.658
767.135	37.818
767.848	44.854
768.700	54.383
769.737	67.119
771.019	83.763
772.612	104.771
774.587	129.934
776.996	157.854
779.856	185.631
783.120	209.179
786.670	224.531
790.341	229.476
793.956	224.491
797.375	212.095
800.513	195.468
803.334	177.238
805.843	159.113
808.061	142.055
810.017	126.521
811.743	112.699
813.271	100.625
814.630	90.232
815.844	81.395
816.939	73.943
817.935	67.688
818.847	62.439
819.690	58.015
820.476	54.251
821.213	51.016
821.909	48.188
822.568	45.671
823.195	43.394
823.794	41.303
824.366	39.360
824.914	37.536
825.439	35.817
825.943	34.195
826.426	32.668
826.890	31.236
827.337	29.897
827.766	28.654
828.181	27.514
828.581	26.474
828.969	25.534
829.346	24.698
829.713	23.975
830.071	23.371
830.424	22.900
830.772	22.585
831.117	22.463
831.464	22.586
831.816	23.027
832.178	23.891
832.557	25.323
832.963	27.520
833.408	30.744
833.912	35.334
834.496	41.718
835.191	50.377
836.036	61.799
837.075	76.338
838.357	93.955
839.926	113.923
841.809	134.477
843.996	152.808
846.429	165.620
849.003	170.312
851.585	166.150
854.043	154.680
856.285	139.032
858.268	122.535
859.996	107.657
861.506	95.734
862.846	87.072
864.067	81.361
865.209	78.000
866.307	76.387
867.385	75.982
868.457	76.381
869.536	77.324
870.629	78.685
871.740	80.431
872.875	82.578
874.039	85.148
875.239	88.141
876.478	91.456
877.761	94.904
879.088	98.155
880.456	100.836
881.853	102.490
