<j>	<F>
1.274	18.887
2.379	17.554
3.315	19.501
4.666	15.628
5.759	15.798
7.072	14.219
8.113	13.385
8.803	16.136
9.679	18.551
11.086	15.580
11.939	16.846
13.212	16.950
14.837	13.789
15.734	14.268
16.641	15.102
17.681	15.350
18.686	15.470
19.499	16.256
20.304	17.445
21.499	17.333
22.729	16.432
23.829	16.648
25.536	15.262
27.069	13.978
28.277	13.703
29.283	13.753
30.180	14.205
31.406	14.269
32.950	13.547
34.101	13.197
34.740	13.729
35.175	14.787
35.611	16.058
36.249	17.186
37.547	17.172
39.441	15.537
40.544	15.092
41.192	15.798
42.048	16.346
43.216	16.236
44.256	16.160
45.187	16.508
46.920	16.040
49.620	13.988
51.198	13.037
51.856	13.351
52.353	13.977
52.904	14.625
53.613	15.149
54.559	15.404
55.688	15.385
56.850	15.297
58.054	15.196
59.321	14.999
60.453	14.884
61.396	15.025
62.618	15.110
65.038	14.333
68.497	12.612
70.921	11.550
72.227	11.340
73.149	11.424
73.937	11.599
74.650	11.822
75.325	12.078
76.013	12.346
76.765	12.591
77.615	12.782
78.535	12.917
79.432	13.041
80.202	13.225
80.816	13.516
81.332	13.903
81.877	14.320
82.649	14.639
83.919	14.655
85.793	14.223
87.760	13.624
89.184	13.325
90.133	13.371
91.029	13.532
92.297	13.560
94.249	13.244
96.643	12.637
98.669	12.135
99.981	11.969
100.845	12.043
101.549	12.217
102.225	12.417
102.906	12.619
103.588	12.821
104.261	13.030
104.930	13.246
105.619	13.462
106.367	13.659
107.225	13.812
108.251	13.891
109.530	13.858
111.161	13.672
113.164	13.318
115.308	12.881
117.193	12.528
118.604	12.363
119.616	12.369
120.410	12.479
121.155	12.631
121.993	12.766
123.044	12.835
124.370	12.801
125.898	12.673
127.413	12.522
128.700	12.434
129.702	12.450
130.501	12.549
131.225	12.692
131.983	12.836
132.851	12.948
133.859	13.010
134.978	13.024
136.118	13.016
137.173	13.026
138.079	13.085
138.835	13.201
139.484	13.363
140.082	13.553
140.684	13.753
141.333	13.942
142.068	14.103
142.921	14.222
143.909	14.287
145.029	14.296
146.245	14.260
147.497	14.203
148.721	14.151
149.872	14.124
150.939	14.129
151.937	14.163
152.886	14.217
153.798	14.286
154.675	14.368
155.527	14.462
156.382	14.560
157.305	14.642
158.393	14.672
159.745	14.610
161.376	14.439
163.134	14.204
164.746	14.000
166.020	13.904
166.942	13.932
167.608	14.059
168.123	14.250
168.569	14.476
168.999	14.719
169.449	14.962
169.943	15.197
170.495	15.414
171.104	15.610
171.756	15.789
172.420	15.960
173.063	16.139
173.660	16.339
174.213	16.563
174.756	16.803
175.353	17.030
176.102	17.201
177.113	17.260
178.443	17.168
180.000	16.957
181.577	16.721
183.027	16.542
184.362	16.422
185.648	16.331
186.894	16.254
188.040	16.209
189.024	16.226
189.830	16.314
190.497	16.464
191.091	16.653
191.679	16.855
192.315	17.043
193.030	17.200
193.834	17.320
194.718	17.404
195.686	17.454
196.808	17.450
198.257	17.329
200.244	17.006
202.722	16.484
205.167	15.950
207.030	15.616
208.253	15.519
209.056	15.583
209.639	15.735
210.111	15.935
210.529	16.161
210.928	16.402
211.338	16.646
211.798	16.882
212.352	17.089
213.052	17.247
213.930	17.335
214.964	17.356
216.053	17.341
217.057	17.348
217.880	17.421
218.518	17.571
219.028	17.782
219.495	18.022
220.021	18.254
220.751	18.419
221.918	18.424
223.849	18.143
226.694	17.513
229.931	16.726
232.672	16.111
234.588	15.788
235.880	15.685
236.826	15.707
237.646	15.782
238.519	15.855
239.611	15.875
241.046	15.800
242.820	15.621
244.709	15.391
246.376	15.205
247.622	15.128
248.461	15.167
249.016	15.292
249.411	15.471
249.732	15.680
250.033	15.902
250.355	16.125
250.730	16.340
251.191	16.535
251.772	16.698
252.501	16.817
253.385	16.886
254.391	16.911
255.441	16.914
256.432	16.928
257.284	16.982
257.968	17.089
258.499	17.249
258.917	17.453
259.267	17.686
259.591	17.937
259.937	18.190
260.368	18.423
260.988	18.600
261.965	18.664
263.528	18.530
265.790	18.150
268.436	17.623
270.830	17.163
272.634	16.896
273.970	16.793
275.139	16.764
276.553	16.704
278.875	16.455
282.924	15.818
288.363	14.844
292.998	14.016
295.616	13.625
296.837	13.551
297.442	13.620
297.826	13.746
298.148	13.890
298.478	14.038
298.861	14.182
299.352	14.310
300.031	14.409
301.013	14.456
302.437	14.424
304.391	14.292
306.784	14.069
309.278	13.814
311.460	13.602
313.104	13.482
314.237	13.455
315.004	13.497
315.550	13.583
315.976	13.696
316.342	13.822
316.679	13.956
317.006	14.096
317.330	14.238
317.657	14.382
317.991	14.527
318.334	14.673
318.691	14.819
319.067	14.963
319.468	15.105
319.901	15.242
320.374	15.373
320.895	15.496
321.472	15.609
322.119	15.708
322.857	15.790
323.724	15.846
324.789	15.864
326.161	15.823
327.978	15.695
330.334	15.461
333.142	15.135
336.061	14.781
338.668	14.483
340.728	14.285
342.253	14.188
343.371	14.168
344.216	14.200
344.885	14.266
345.440	14.354
345.921	14.458
346.353	14.573
346.752	14.695
347.132	14.823
347.503	14.955
347.873	15.090
348.252	15.225
348.649	15.358
349.072	15.489
349.531	15.615
350.035	15.734
350.595	15.843
351.226	15.939
351.949	16.018
352.796	16.074
353.818	16.097
355.083	16.073
356.659	15.989
358.566	15.840
360.714	15.639
362.892	15.426
364.869	15.246
366.512	15.128
367.825	15.073
368.894	15.067
369.830	15.090
370.736	15.124
371.704	15.151
372.817	15.156
374.147	15.127
375.730	15.054
377.538	14.941
379.452	14.806
381.292	14.676
382.899	14.580
384.190	14.534
385.173	14.538
385.904	14.586
386.455	14.666
386.891	14.768
387.263	14.883
387.611	15.006
387.971	15.130
388.375	15.250
388.859	15.359
389.464	15.450
390.234	15.514
391.207	15.545
392.403	15.536
393.804	15.489
395.340	15.415
396.903	15.332
398.385	15.260
399.711	15.212
400.857	15.194
401.839	15.204
402.690	15.238
403.447	15.289
404.144	15.351
404.812	15.421
405.483	15.491
406.198	15.557
407.020	15.609
408.048	15.632
409.437	15.602
411.387	15.488
414.054	15.265
417.351	14.942
420.811	14.585
423.823	14.286
426.050	14.099
427.528	14.022
428.466	14.026
429.067	14.083
429.473	14.170
429.769	14.276
430.002	14.394
430.202	14.518
430.383	14.648
430.557	14.781
430.731	14.916
430.912	15.053
431.105	15.190
431.319	15.327
431.563	15.460
431.853	15.590
432.208	15.711
432.660	15.820
433.257	15.908
434.064	15.964
435.167	15.976
436.655	15.927
438.576	15.808
440.884	15.626
443.400	15.408
445.873	15.193
448.105	15.014
450.026	14.884
451.679	14.796
453.156	14.739
454.567	14.695
456.016	14.652
457.596	14.594
459.381	14.513
461.397	14.404
463.593	14.270
465.837	14.127
467.952	13.997
469.793	13.898
471.295	13.839
472.471	13.820
473.382	13.835
474.105	13.874
474.710	13.930
475.257	13.996
475.798	14.064
476.386	14.129
477.079	14.184
477.954	14.221
479.115	14.228
480.687	14.191
482.787	14.095
485.452	13.935
488.542	13.724
491.730	13.497
494.632	13.297
496.996	13.151
498.774	13.067
500.058	13.037
500.980	13.047
501.660	13.084
502.182	13.139
