<j>	<Fwlc>
1060.942	12.747
1061.427	12.773
1061.860	12.802
1062.248	12.833
1062.598	12.866
1062.914	12.900
1063.205	12.936
1063.474	12.973
1063.729	13.011
1063.973	13.049
1064.212	13.089
1064.451	13.128
1064.695	13.167
1064.949	13.206
1065.218	13.245
1065.508	13.283
1065.825	13.320
1066.174	13.356
1066.563	13.390
1066.999	13.423
1067.486	13.453
1068.033	13.481
1068.645	13.505
1069.326	13.527
1070.078	13.545
1070.902	13.560
1071.794	13.572
1072.748	13.580
1073.751	13.586
1074.792	13.591
1075.853	13.593
1076.918	13.596
1077.969	13.599
1078.991	13.603
1079.974	13.608
1080.909	13.616
1081.794	13.626
1082.631	13.639
1083.427	13.653
1084.193	13.669
1084.943	13.686
1085.698	13.704
1086.482	13.720
1087.322	13.734
1088.254	13.745
1089.316	13.750
1090.552	13.747
1092.008	13.735
1093.726	13.711
1095.737	13.674
1098.047	13.623
1100.630	13.559
1103.421	13.486
1106.317	13.408
1109.198	13.329
1111.948	13.256
1114.476	13.192
1116.729	13.140
1118.692	13.100
1120.377	13.073
1121.814	13.057
1123.043	13.050
1124.099	13.051
1125.016	13.058
1125.824	13.070
1126.546	13.086
1127.201	13.104
1127.804	13.126
1128.369	13.149
1128.907	13.173
1129.429	13.199
1129.946	13.225
1130.468	13.250
1131.007	13.276
1131.576	13.300
1132.188	13.323
1132.860	13.343
1133.608	13.361
1134.450	13.374
1135.404	13.383
1136.488	13.387
1137.714	13.385
1139.090	13.376
1140.615	13.361
1142.273	13.340
1144.038	13.314
1145.872	13.285
1147.726	13.254
1149.549	13.224
1151.296	13.197
1152.928	13.174
1154.420	13.157
1155.759	13.146
1156.947	13.141
1157.991	13.143
1158.908	13.150
1159.714	13.161
1160.429	13.177
1161.069	13.196
1161.652	13.218
1162.189	13.242
1162.694	13.267
1163.175	13.293
1163.639	13.321
1164.092	13.349
1164.539	13.377
1164.982	13.406
1165.424	13.435
1165.867	13.464
1166.310	13.493
1166.755	13.521
1167.202	13.550
1167.651	13.579
1168.101	13.608
1168.554	13.637
1169.008	13.666
1169.466	13.695
1169.928	13.724
1170.396	13.753
1170.874	13.782
1171.363	13.810
1171.870	13.837
1172.400	13.863
1172.960	13.889
1173.558	13.913
1174.205	13.935
