<j>	<Fwlc>
1067.459	12.494
1068.844	12.484
1070.177	12.475
1071.441	12.469
1072.622	12.467
1073.711	12.467
1074.705	12.472
1075.605	12.480
1076.417	12.492
1077.150	12.507
1077.814	12.525
1078.424	12.546
1078.990	12.568
1079.527	12.592
1080.048	12.617
1080.564	12.642
1081.087	12.667
1081.631	12.692
1082.205	12.716
1082.820	12.738
1083.487	12.758
1084.214	12.776
1085.008	12.791
1085.876	12.803
1086.819	12.812
1087.838	12.818
1088.927	12.821
1090.080	12.821
1091.284	12.819
1092.526	12.815
1093.788	12.810
1095.057	12.805
1096.315	12.799
1097.553	12.795
1098.763	12.791
1099.944	12.789
1101.097	12.788
1102.232	12.788
1103.359	12.788
1104.495	12.788
1105.657	12.788
1106.862	12.786
1108.128	12.782
1109.469	12.775
1110.895	12.764
1112.409	12.751
1114.006	12.733
1115.676	12.713
1117.396	12.691
1119.143	12.667
1120.885	12.643
1122.596	12.620
1124.252	12.599
1125.836	12.581
1127.339	12.566
1128.762	12.554
1130.114	12.545
1131.409	12.539
1132.667	12.534
1133.908	12.530
1135.158	12.527
1136.436	12.522
1137.765	12.516
1139.161	12.507
1140.635	12.496
1142.193	12.482
1143.834	12.464
1145.547	12.444
1147.314	12.422
1149.112	12.398
1150.912	12.374
1152.683	12.351
1154.397	12.329
1156.030	12.311
1157.562	12.295
1158.982	12.284
1160.284	12.277
1161.469	12.274
1162.541	12.276
1163.508	12.281
1164.379	12.289
1165.164	12.301
1165.873	12.316
1166.515	12.333
1167.098	12.352
1167.629	12.374
1168.115	12.397
1168.562	12.422
1168.973	12.448
1169.353	12.476
1169.704	12.504
1170.030	12.534
1170.332	12.565
1170.613	12.596
1170.875	12.629
1171.118	12.662
1171.345	12.696
1171.557	12.731
1171.755	12.767
1171.940	12.803
1172.114	12.840
1172.277	12.877
1172.431	12.915
1172.576	12.954
1172.715	12.993
1172.849	13.032
1172.977	13.072
1173.102	13.113
1173.226	13.153
1173.349	13.194
1173.473	13.235
1173.601	13.276
1173.733	13.317
1173.873	13.358
1174.023	13.399
1174.186	13.440
1174.365	13.480
1174.565	13.519
1174.791	13.558
1175.048	13.596
1175.343	13.632
1175.684	13.666
1176.080	13.699
1176.540	13.728
1177.077	13.755
1177.701	13.778
1178.425	13.797
1179.261	13.811
1180.220	13.820
1181.309	13.823
1182.531	13.820
1183.884	13.811
1185.355	13.797
1186.927	13.778
1188.576	13.756
1190.270	13.731
1191.977	13.705
1193.669	13.680
1195.317	13.656
1196.905	13.635
1198.420	13.617
1199.859	13.602
1201.226	13.591
1202.526	13.582
1203.770	13.576
1204.970	13.572
1206.137	13.570
1207.282	13.569
1208.412	13.568
1209.535	13.568
1210.655	13.568
1211.776	13.568
1212.897	13.568
1214.020	13.567
1215.144	13.567
1216.272	13.567
1217.410	13.566
1218.571	13.565
1219.779	13.562
1221.075	13.557
1222.524	13.546
1224.226	13.526
1226.323	13.493
1229.002	13.440
1232.477	13.358
1236.937	13.241
1242.440	13.087
1248.798	12.902
1255.538	12.702
1262.029	12.510
1267.715	12.346
1272.307	12.219
1275.792	12.132
1278.333	12.078
1280.151	12.050
1281.453	12.040
1282.404	12.043
1283.121	12.054
1283.687	12.071
1284.156	12.092
1284.562	12.115
1284.929	12.139
1285.270	12.164
1285.596	12.190
1285.912	12.217
1286.222	12.244
1286.528	12.271
1286.832	12.298
1287.135	12.326
1287.437	12.353
1287.738	12.381
1288.039	12.409
1288.339	12.436
1288.639	12.464
1288.937	12.493
1289.235	12.521
1289.532	12.549
1289.829	12.578
1290.124	12.606
1290.419	12.635
1290.713	12.664
1291.008	12.693
1291.303	12.722
1291.599	12.751
1291.897	12.780
1292.198	12.810
1292.503	12.839
1292.814	12.868
1293.131	12.897
1293.456	12.926
1293.792	12.954
1294.139	12.983
1294.500	13.011
1294.877	13.038
1295.271	13.065
1295.685	13.091
1296.120	13.117
1296.578	13.142
1297.061	13.166
1297.570	13.189
1298.105	13.211
1298.667	13.232
1299.255	13.253
1299.869	13.272
1300.506	13.291
1301.165	13.308
1301.843	13.325
1302.535	13.342
1303.240	13.358
1303.951	13.373
1304.665	13.389
1305.378	13.404
1306.086	13.420
1306.785	13.436
1307.473	13.452
1308.148	13.469
1308.808	13.486
1309.453	13.504
1310.083	13.523
1310.698	13.542
1311.301	13.562
1311.893	13.582
1312.478	13.603
1313.058	13.624
1313.638	13.645
1314.222	13.666
1314.814	13.687
1315.420	13.707
1316.047	13.726
1316.701	13.745
1317.390	13.762
1318.123	13.778
1318.910	13.792
1319.762	13.803
1320.693	13.812
1321.717	13.817
1322.848	13.817
1324.104	13.813
1325.501	13.804
1327.053	13.789
1328.775	13.767
1330.677	13.739
1332.764	13.703
1335.038	13.661
1337.491	13.612
1340.113	13.557
1342.886	13.497
1345.790	13.432
1348.798	13.364
1351.882	13.294
1355.008	13.223
1358.141	13.152
1361.239	13.082
1364.262	13.016
1367.169	12.954
1369.922	12.897
1372.493	12.847
1374.863	12.804
1377.021	12.768
1378.970	12.739
1380.716	12.717
1382.276	12.701
1383.665	12.691
1384.904	12.686
1386.012	12.686
1387.006	12.689
1387.905	12.696
1388.721	12.705
1389.469	12.717
1390.158	12.731
1390.800	12.746
1391.401	12.763
1391.968	12.781
1392.508	12.800
1393.024	12.820
1393.521	12.841
1394.004	12.862
1394.473	12.884
1394.933	12.906
1395.385	12.928
1395.830	12.951
1396.272	12.974
1396.710	12.997
1397.146	13.020
1397.580	13.044
1398.013	13.067
1398.446	13.091
1398.879	13.115
1399.312	13.138
1399.744	13.162
1400.177	13.186
1400.611	13.210
1401.045	13.233
1401.480	13.257
1401.916	13.281
1402.354	13.305
1402.794	13.329
1403.238	13.353
1403.687	13.377
1404.142	13.401
1404.607	13.424
1405.082	13.447
1405.572	13.470
1406.078	13.492
1406.606	13.513
1407.158	13.534
1407.740	13.554
1408.356	13.573
1409.010	13.590
1409.706	13.606
1410.449	13.620
1411.242	13.632
1412.086	13.643
1412.982	13.652
1413.929	13.658
1414.922	13.663
1415.957	13.667
1417.025	13.669
1418.115	13.670
1419.217	13.671
1420.317	13.671
1421.402	13.672
1422.461	13.674
1423.482	13.677
1424.456	13.681
1425.377	13.688
1426.239	13.696
1427.042	13.707
1427.784	13.720
1428.468	13.735
1429.096	13.752
1429.672	13.771
1430.202	13.792
1430.690	13.815
1431.142	13.839
1431.564	13.864
1431.962	13.890
1432.344	13.917
1432.718	13.945
1433.095	13.973
1433.488	14.000
1433.917	14.026
1434.408	14.051
1435.000	14.072
1435.747	14.088
1436.723	14.097
1438.033	14.094
1439.807	14.075
1442.198	14.035
1445.355	13.968
1449.367	13.872
1454.190	13.746
1459.594	13.599
1465.175	13.445
1470.466	13.299
1475.095	13.175
1478.872	13.079
1481.793	13.013
