<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.016
314.829	10.044
315.349	9.009
315.820	8.049
316.248	7.272
316.644	6.750
317.020	6.533
317.396	6.674
317.792	7.261
318.237	8.470
318.775	10.641
319.470	14.366
320.430	20.526
321.807	29.892
323.764	41.737
326.334	51.958
329.256	54.780
332.054	49.387
334.400	41.083
336.282	34.642
337.853	31.057
339.258	29.167
340.570	27.538
341.795	25.306
342.906	22.354
343.877	19.128
344.706	16.274
345.417	14.378
346.058	13.908
346.700	15.323
347.433	19.217
348.378	26.325
349.685	37.115
351.499	50.623
353.871	63.062
356.638	68.818
359.439	65.319
361.926	55.894
363.960	45.866
365.591	38.114
366.938	32.850
368.098	29.259
369.132	26.574
370.074	24.398
370.941	22.659
371.751	21.495
372.527	21.162
373.301	21.998
374.117	24.399
375.036	28.820
376.133	35.678
377.492	45.090
379.192	56.403
381.266	67.722
383.664	76.119
386.237	79.083
388.784	76.251
391.135	69.548
393.208	61.565
395.000	54.086
396.552	47.789
397.911	42.670
399.119	38.504
400.207	35.052
401.196	32.124
402.105	29.576
402.944	27.287
403.721	25.166
404.442	23.149
405.108	21.196
405.722	19.299
406.285	17.464
406.799	15.713
407.266	14.072
407.689	12.566
408.071	11.215
408.416	10.036
408.730	9.044
409.017	8.249
409.284	7.665
409.536	7.311
409.783	7.215
410.031	7.418
410.293	7.982
410.582	8.994
410.915	10.570
411.316	12.863
411.812	16.045
412.441	20.290
413.242	25.701
414.258	32.230
415.525	39.576
417.058	47.193
418.848	54.460
420.859	60.991
423.045	66.830
425.368	72.279
427.801	77.531
430.328	82.463
432.923	86.757
435.558	90.173
438.202	92.592
440.825	93.942
443.398	94.043
445.893	92.732
448.281	90.017
450.537	86.179
452.646	81.650
454.603	76.869
456.416	72.101
458.092	67.443
459.642	62.848
461.073	58.205
462.388	53.445
463.589	48.543
464.675	43.564
465.648	38.626
466.510	33.866
467.267	29.417
467.927	25.380
468.500	21.809
468.996	18.727
469.425	16.119
469.799	13.955
470.127	12.195
470.417	10.796
470.678	9.724
470.916	8.953
471.140	8.471
471.355	8.283
471.569	8.418
471.792	8.928
472.033	9.906
472.306	11.487
472.630	13.861
473.027	17.275
473.530	22.019
474.178	28.360
475.019	36.390
476.097	45.795
477.444	55.551
479.052	63.832
480.857	68.453
482.739	67.898
484.551	62.288
486.171	53.358
487.532	43.446
488.628	34.394
489.492	27.116
490.176	21.765
490.732	18.094
491.201	15.739
491.616	14.368
492.002	13.734
492.377	13.683
492.758	14.143
493.159	15.110
493.594	16.631
494.080	18.795
494.637	21.709
495.287	25.464
496.055	30.076
496.966	35.407
498.037	41.061
499.271	46.374
500.648	50.488
502.124	52.647
503.637	52.541
505.121	50.518
506.527	47.494
507.837	44.613
509.064	42.930
510.248	43.256
511.448	46.172
512.736	52.091
514.193	61.261
515.898	73.575
517.920	88.222
520.290	103.296
522.979	115.805
525.878	122.547
528.819	121.631
531.620	113.489
534.141	100.489
536.310	85.578
538.118	71.077
539.600	58.310
540.808	47.776
541.796	39.475
542.614	33.180
543.306	28.604
543.909	25.469
544.451	23.545
544.959	22.655
545.454	22.670
545.957	23.499
546.484	25.085
547.053	27.377
547.680	30.318
548.380	33.813
549.164	37.718
550.041	41.824
551.013	45.869
552.078	49.587
553.224	52.775
554.438	55.390
555.704	57.620
557.014	59.891
558.370	62.782
559.784	66.862
561.285	72.452
562.901	79.373
564.655	86.748
566.546	93.000
568.536	96.219
570.553	94.901
572.498	88.649
574.277	78.418
575.823	66.043
577.108	53.449
578.140	42.051
578.949	32.555
579.577	25.097
580.064	19.476
580.445	15.357
580.750	12.393
580.999	10.285
581.208	8.798
581.391	7.755
581.555	7.033
581.705	6.545
581.848	6.234
581.986	6.061
582.123	6.005
582.260	6.057
582.401	6.218
582.548	6.504
582.704	6.949
582.874	7.618
583.063	8.623
583.282	10.164
583.545	12.585
583.877	16.479
584.322	22.838
584.949	33.247
585.873	49.968
587.266	75.488
589.343	110.595
592.290	150.334
596.083	180.881
600.330	185.779
604.367	161.425
607.648	121.497
610.003	82.861
611.569	53.854
612.577	34.918
613.234	23.451
613.681	16.752
614.007	12.893
614.263	10.689
614.480	9.455
614.676	8.813
614.862	8.560
615.046	8.590
615.234	8.852
615.430	9.326
615.641	10.017
615.870	10.943
616.124	12.138
616.409	13.655
616.734	15.562
617.109	17.955
617.547	20.957
618.063	24.726
618.677	29.450
619.414	35.331
620.301	42.540
621.370	51.129
622.650	60.885
624.161	71.176
625.904	80.855
627.847	88.401
629.923	92.368
632.038	92.001
634.093	87.623
636.008	80.477
637.736	72.171
639.267	64.100
640.617	57.142
641.817	51.677
642.904	47.747
643.911	45.230
644.869	43.971
645.805	43.843
646.744	44.766
647.706	46.706
648.714	49.643
649.787	53.530
650.945	58.252
652.203	63.580
653.570	69.155
655.047	74.495
656.623	79.075
658.276	82.454
659.979	84.406
661.699	85.013
663.411	84.660
665.097	83.937
666.754	83.485
668.388	83.831
670.019	85.286
671.668	87.861
673.355	91.244
675.091	94.809
676.877	97.725
678.696	99.110
680.515	98.265
682.293	94.883
683.987	89.138
685.559	81.623
686.983	73.159
688.251	64.563
689.364	56.496
690.336	49.391
691.188	43.470
691.940	38.798
692.615	35.344
693.235	33.042
693.819	31.823
694.388	31.637
694.959	32.456
695.551	34.281
696.181	37.119
696.870	40.964
697.634	45.764
698.492	51.388
699.456	57.571
700.535	63.903
701.729	69.843
703.026	74.785
704.405	78.204
705.834	79.809
707.278	79.677
708.707	78.284
710.102	76.413
711.456	74.996
712.781	74.929
714.105	76.932
715.465	81.447
716.904	88.530
718.464	97.756
720.177	108.122
722.052	118.053
724.071	125.611
726.182	128.986
728.311	127.093
730.368	119.970
732.276	108.767
733.979	95.257
735.453	81.224
736.700	68.030
737.741	56.459
738.604	46.807
739.321	39.034
739.923	32.928
740.433	28.224
740.874	24.658
741.263	22.011
741.614	20.110
741.938	18.830
742.245	18.087
742.544	17.836
742.842	18.067
743.147	18.795
743.468	20.073
743.816	21.981
744.201	24.631
744.637	28.164
745.140	32.740
745.730	38.519
746.428	45.624
747.258	54.081
748.243	63.728
749.401	74.111
750.741	84.410
752.253	93.467
753.908	99.957
755.653	102.751
757.419	101.271
759.132	95.739
760.728	87.097
762.163	76.680
763.415	65.809
764.483	55.506
765.382	46.388
766.133	38.725
766.763	32.528
767.295	27.678
767.752	24.014
768.152	21.376
768.512	19.646
768.847	18.756
769.172	18.700
769.501	19.542
769.850	21.426
770.239	24.590
770.691	29.359
771.238	36.157
771.918	45.448
772.777	57.647
773.869	72.891
775.244	90.706
776.938	109.644
778.954	127.098
781.240	139.773
783.692	144.850
786.163	141.381
788.514	130.895
790.643	116.635
792.508	102.111
794.127	89.920
795.547	81.428
796.836	76.987
798.059	76.336
799.278	78.930
800.543	84.063
801.890	90.913
803.343	98.508
804.907	105.741
806.572	111.435
808.308	114.538
810.070	114.349
811.808	110.710
813.469	104.033
815.013	95.183
816.413	85.226
817.659	75.188
818.753	65.873
819.711	57.787
820.553	51.202
821.302	46.203
821.981	42.755
822.615	40.768
823.225	40.139
823.831	40.791
824.451	42.663
825.106	45.713
825.812	49.911
826.587	55.224
827.448	61.588
828.409	68.871
829.485	76.841
830.683	85.143
832.005	93.295
833.445	100.693
834.987	106.680
836.606	110.662
838.269	112.238
839.938	111.261
841.576	107.872
843.148	102.475
844.629	95.644
846.001	87.981
847.257	80.031
848.395	72.223
849.420	64.873
850.340	58.161
851.166	52.171
851.909	46.921
852.578	42.392
853.186	38.535
853.742	35.280
854.253	32.564
854.728	30.324
855.173	28.496
855.595	27.020
855.998	25.845
856.385	24.926
856.762	24.219
857.131	23.689
857.495	23.304
857.855	23.035
858.214	22.861
858.573	22.764
858.933	22.729
859.295	22.749
859.659	22.825
860.027	22.962
860.401	23.174
860.780	23.489
861.167	23.944
861.565	24.596
861.977	25.517
862.407	26.807
