7.787	11.074
447.472	11.487
431.514	12.277
420.329	12.428
394.010	13.350
380.223	13.961
378.378	14.009
377.241	13.959
375.566	13.927
374.144	13.837
373.097	13.549
371.846	13.130
369.717	12.716
364.158	12.475
343.567	12.535
269.110	13.090
190.000	13.870
174.004	14.021
168.392	14.026
163.650	14.034
160.904	14.043
159.584	14.048
158.893	14.050
158.651	14.052
158.573	14.052
158.518	14.052
158.490	14.053
158.480	14.053
158.473	14.053
158.469	14.053
158.468	14.053
158.468	14.053
158.467	14.053
158.466	14.053
158.464	14.053
158.463	14.053
158.462	14.053
158.461	14.053
158.454	14.052
158.435	14.052
158.404	14.052
158.314	14.050
158.101	14.047
157.838	14.046
157.509	14.041
156.950	14.025
156.122	14.026
155.553	14.011
154.575	13.946
153.300	13.821
151.851	13.260
149.589	12.406
144.093	12.279
135.443	12.837
128.552	13.118
122.703	13.217
117.763	13.044
111.303	12.973
104.189	13.436
100.017	13.250
92.053	12.586
74.928	13.518
66.672	13.813
63.411	13.898
61.611	13.935
58.949	13.761
57.278	13.835
56.063	13.568
53.288	11.858
45.666	12.175
39.780	13.241
32.793	12.274
25.139	13.626
22.910	13.272
16.928	14.233
12.711	11.415
7.511	10.654
1.691	13.610
