<j>	<Fwlc>
1048.268	13.319
1049.834	13.302
1051.638	13.275
1053.742	13.236
1056.192	13.182
1059.006	13.112
1062.146	13.028
1065.515	12.934
1068.962	12.836
1072.314	12.741
1075.412	12.656
1078.149	12.586
1080.482	12.532
1082.418	12.495
1084.003	12.473
1085.297	12.464
1086.362	12.464
1087.253	12.472
1088.017	12.485
1088.691	12.502
1089.300	12.522
1089.867	12.545
1090.407	12.568
1090.931	12.592
1091.449	12.617
1091.968	12.642
1092.495	12.667
1093.035	12.691
1093.596	12.715
1094.183	12.738
1094.803	12.759
1095.462	12.779
1096.168	12.798
1096.928	12.814
1097.748	12.828
1098.636	12.839
1099.595	12.847
1100.630	12.852
1101.741	12.855
1102.926	12.854
1104.178	12.850
1105.488	12.843
1106.843	12.835
1108.228	12.825
1109.628	12.814
1111.026	12.804
1112.410	12.793
1113.768	12.784
1115.093	12.776
1116.383	12.769
1117.639	12.764
1118.863	12.760
1120.064	12.757
1121.247	12.755
1122.421	12.754
1123.592	12.752
1124.766	12.751
1125.944	12.749
1127.128	12.748
1128.314	12.746
1129.498	12.744
1130.672	12.742
1131.827	12.741
1132.953	12.741
1134.042	12.742
1135.084	12.745
1136.074	12.750
1137.005	12.758
1137.875	12.767
1138.684	12.779
1139.431	12.794
1140.120	12.810
1140.755	12.829
1141.339	12.851
1141.878	12.874
1142.377	12.898
1142.840	12.925
1143.272	12.952
1143.679	12.981
1144.064	13.011
1144.432	13.042
1144.786	13.074
1145.129	13.106
1145.466	13.138
1145.799	13.171
1146.133	13.204
1146.469	13.237
1146.812	13.270
1147.167	13.303
1147.536	13.335
1147.926	13.367
1148.344	13.397
1148.795	13.427
1149.289	13.455
1149.836	13.480
1150.451	13.503
1151.147	13.523
1151.946	13.539
1152.869	13.549
1153.945	13.554
1155.206	13.550
1156.693	13.538
1158.450	13.515
1160.527	13.479
1162.980	13.428
1165.862	13.360
1169.217	13.275
1173.065	13.171
1177.383	13.049
1182.082	12.914
1187.005	12.772
1191.937	12.630
1196.650	12.496
1200.943	12.379
1204.688	12.281
1207.835	12.205
1210.401	12.150
1212.448	12.114
1214.056	12.094
1215.309	12.087
1216.283	12.090
1217.043	12.100
1217.639	12.117
1218.113	12.138
1218.494	12.163
1218.807	12.190
1219.068	12.219
1219.291	12.250
1219.485	12.282
1219.658	12.315
1219.814	12.349
1219.958	12.383
1220.092	12.418
1220.220	12.454
1220.342	12.490
1220.460	12.526
1220.576	12.562
1220.689	12.599
1220.802	12.635
1220.914	12.673
1221.027	12.710
1221.141	12.747
1221.257	12.785
1221.376	12.822
1221.498	12.860
1221.623	12.898
1221.754	12.935
1221.891	12.973
1222.034	13.011
1222.185	13.048
1222.344	13.086
1222.514	13.123
1222.695	13.160
1222.889	13.196
1223.097	13.233
1223.321	13.269
1223.563	13.304
1223.827	13.338
1224.113	13.372
1224.427	13.405
1224.772	13.437
1225.155	13.468
1225.583	13.497
1226.068	13.524
1226.623	13.548
1227.270	13.569
1228.034	13.585
1228.953	13.596
1230.072	13.599
1231.451	13.592
1233.156	13.573
1235.258	13.539
1237.812	13.487
1240.842	13.417
1244.309	13.330
1248.097	13.230
1252.022	13.124
1255.861	13.020
1259.410	12.926
1262.526	12.848
1265.145	12.789
1267.274	12.747
1268.965	12.723
1270.291	12.712
1271.328	12.712
1272.142	12.721
1272.788	12.737
1273.310	12.757
1273.740	12.781
1274.101	12.807
1274.412	12.836
1274.685	12.866
1274.930	12.898
1275.152	12.931
1275.358	12.964
1275.549	12.998
1275.730	13.033
1275.902	13.068
1276.066	13.103
1276.224	13.139
1276.376	13.176
1276.524	13.213
1276.669	13.250
1276.809	13.287
1276.947	13.325
1277.083	13.363
1277.216	13.401
1277.348	13.439
1277.478	13.478
1277.608	13.517
1277.738	13.556
1277.868	13.595
1277.999	13.635
1278.133	13.674
1278.271	13.714
1278.415	13.753
1278.570	13.793
1278.739	13.832
1278.931	13.870
1279.156	13.908
1279.430	13.943
1279.778	13.976
1280.236	14.006
1280.856	14.029
1281.713	14.044
1282.910	14.046
1284.582	14.029
1286.888	13.989
1289.984	13.918
1293.969	13.813
1298.802	13.674
1304.255	13.511
1309.930	13.339
1315.392	13.175
1320.324	13.031
1324.613	12.912
1328.327	12.818
1331.636	12.740
1334.732	12.674
1337.780	12.611
1340.887	12.548
1344.098	12.483
1347.391	12.416
1350.700	12.348
1353.925	12.282
1356.964	12.222
1359.733	12.169
1362.179	12.127
1364.282	12.095
1366.054	12.073
1367.524	12.060
1368.733	12.056
1369.723	12.059
1370.537	12.067
1371.209	12.079
1371.771	12.096
1372.247	12.115
1372.655	12.136
1373.012	12.159
1373.329	12.184
1373.615	12.209
1373.876	12.236
1374.118	12.263
1374.345	12.291
1374.560	12.319
1374.765	12.348
1374.963	12.377
1375.154	12.406
1375.340	12.436
1375.522	12.466
1375.701	12.496
1375.878	12.526
1376.054	12.557
1376.229	12.587
1376.404	12.618
1376.580	12.649
1376.758	12.680
1376.938	12.711
1377.121	12.742
1377.308	12.773
1377.499	12.804
1377.697	12.835
1377.901	12.866
1378.112	12.897
1378.332	12.928
1378.562	12.958
1378.804	12.988
1379.060	13.018
1379.331	13.048
1379.621	13.077
1379.935	13.105
1380.277	13.132
1380.656	13.159
1381.083	13.184
1381.574	13.207
1382.151	13.227
1382.847	13.244
1383.707	13.256
1384.792	13.260
1386.187	13.255
1387.993	13.237
1390.332	13.203
1393.320	13.147
1397.041	13.068
1401.491	12.966
1406.535	12.843
1411.900	12.710
1417.222	12.577
1422.145	12.456
1426.421	12.355
1429.944	12.277
1432.738	12.222
1434.901	12.186
1436.561	12.167
1437.840	12.160
1438.843	12.161
1439.651	12.169
1440.325	12.182
1440.909	12.197
1441.432	12.215
1441.916	12.233
1442.374	12.253
1442.818	12.273
1443.252	12.294
1443.682	12.315
1444.110	12.336
1444.538	12.357
1444.966	12.378
1445.396	12.399
1445.828	12.420
1446.262	12.441
1446.698	12.462
1447.135	12.483
1447.574	12.504
1448.015	12.525
1448.457	12.546
1448.901	12.567
1449.347	12.588
1449.794	12.609
1450.243	12.630
1450.693	12.651
1451.146	12.672
1451.602	12.693
1452.059	12.714
1452.520	12.735
1452.985	12.756
1453.453	12.777
1453.925	12.797
1454.401	12.818
1454.883	12.839
1455.370	12.859
1455.864	12.879
1456.365	12.899
1456.874	12.919
1457.393	12.939
1457.921	12.958
1458.461	12.977
1459.015	12.996
1459.584	13.014
1460.170	13.032
1460.775	13.049
1461.403	13.066
1462.055	13.081
1462.735	13.096
1463.446	13.110
1464.190	13.123
1464.970	13.135
1465.788	13.145
1466.645	13.155
1467.542	13.163
1468.478	13.169
1469.453	13.175
1470.462	13.179
1471.501	13.182
1472.565	13.185
1473.646	13.186
1474.736	13.187
1475.827	13.189
1476.910	13.190
1477.977	13.192
1479.019	13.194
1480.031	13.197
1481.007	13.202
1481.943	13.208
1482.836	13.215
1483.686	13.223
1484.492	13.233
1485.256	13.245
1485.979	13.257
1486.665	13.271
1487.314	13.287
1487.931	13.303
1488.518	13.320
1489.079	13.339
1489.615	13.358
1490.131	13.378
1490.628	13.398
1491.109	13.420
1491.578	13.441
1492.036	13.464
1492.488	13.486
1492.938	13.509
1493.390	13.531
1493.851	13.554
1494.330	13.576
1494.836	13.597
1495.385	13.618
1495.997	13.636
1496.701	13.651
1497.533	13.663
1498.547	13.669
1499.811	13.667
1501.413	13.655
1503.459	13.629
1506.070	13.585
1509.353	13.521
1513.375	13.433
1518.114	13.322
1523.422	13.194
1529.026	13.056
1534.584	12.919
1539.776	12.793
1544.382	12.685
1548.312	12.598
1551.586	12.531
1554.291	12.482
1556.538	12.448
1558.434	12.424
1560.070	12.408
1561.517	12.398
1562.827	12.393
1564.037	12.390
1565.172	12.390
1566.248	12.391
1567.277	12.394
1568.266	12.398
1569.218	12.402
1570.135	12.408
1571.021	12.415
1571.875	12.423
1572.698	12.431
1573.492	12.440
1574.258	12.450
1574.997	12.461
1575.712	12.473
1576.405	12.485
1577.078	12.498
1577.736	12.511
1578.383	12.524
1579.022	12.538
1579.659	12.552
1580.299	12.566
1580.951	12.580
1581.620	12.593
1582.317	12.606
1583.052	12.618
1583.837	12.628
1584.684	12.637
1585.610	12.644
1586.630	12.649
1587.763	12.650
1589.025	12.648
1590.434	12.642
1592.002	12.632
1593.737	12.617
1595.639	12.598
1597.698	12.574
1599.893	12.546
1602.187	12.516
1604.537	12.484
1606.891	12.451
1609.196	12.419
1611.403	12.390
1613.469	12.364
1615.366	12.343
1617.077	12.326
1618.595	12.315
1619.926	12.308
1621.081	12.306
1622.075	12.309
1622.927	12.315
1623.654	12.325
1624.275	12.337
1624.806	12.353
1625.261	12.370
1625.652	12.389
1625.991	12.410
1626.286	12.432
1626.544	12.455
1626.773	12.479
1626.976	12.504
1627.159	12.529
1627.323	12.556
1627.474	12.582
1627.612	12.609
1627.739	12.637
1627.858	12.665
1627.969	12.693
1628.074	12.721
1628.173	12.750
1628.268	12.779
1628.359	12.808
1628.446	12.837
1628.531	12.867
1628.613	12.897
1628.694	12.927
1628.772	12.957
1628.850	12.987
1628.927	13.017
1629.003	13.048
1629.078	13.079
1629.154	13.109
1629.230	13.140
1629.307	13.171
1629.385	13.203
1629.464	13.234
1629.545	13.265
1629.628	13.297
1629.713	13.328
1629.802	13.359
1629.894	13.391
1629.991	13.422
1630.093	13.454
1630.201	13.485
1630.318	13.517
1630.444	13.548
1630.581	13.579
1630.733	13.609
1630.903	13.639
1631.096	13.669
1631.318	13.698
1631.576	13.726
1631.882	13.753
1632.248	13.777
1632.694	13.800
1633.243	13.820
1633.925	13.835
1634.777	13.846
1635.848	13.850
1637.191	13.846
1638.866	13.831
1640.934	13.805
1643.444	13.765
1646.418	13.711
1649.839	13.643
1653.635	13.563
1657.684	13.475
1661.831	13.384
1665.917	13.295
1669.814	13.211
1673.450	13.136
1676.807	13.070
1679.917	13.012
1682.844	12.961
1685.666	12.913
1688.460	12.868
1691.291	12.823
1694.203	12.776
1697.218	12.727
1700.329	12.676
1703.505	12.623
1706.695	12.570
1709.835	12.518
1712.859	12.469
1715.707	12.424
1718.333	12.385
1720.711	12.352
1722.831	12.326
1724.698	12.306
1726.327	12.292
1727.743	12.284
1728.972	12.280
1730.040	12.281
1730.973	12.285
1731.793	12.292
1732.521	12.302
1733.174	12.313
1733.765	12.326
1734.307	12.340
1734.810	12.356
1735.282	12.372
1735.729	12.389
1736.156	12.407
1736.567	12.425
1736.966	12.443
1737.356	12.462
1737.738	12.481
1738.115	12.500
1738.488	12.519
1738.857	12.538
1739.224	12.558
1739.589	12.578
1739.952	12.597
1740.314	12.617
1740.675	12.637
1741.035	12.657
1741.395	12.677
1741.754	12.697
1742.113	12.717
1742.472	12.737
1742.831	12.757
1743.190	12.778
1743.549	12.798
1743.910	12.818
1744.272	12.839
1744.636	12.859
1745.004	12.879
1745.375	12.900
1745.751	12.920
1746.134	12.940
1746.525	12.960
1746.925	12.979
1747.337	12.999
1747.762	13.018
1748.204	13.037
