<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.017
314.829	10.045
315.349	9.010
315.820	8.051
316.249	7.277
316.644	6.760
317.022	6.557
317.399	6.729
317.799	7.399
318.254	8.828
318.818	11.587
319.585	16.869
320.732	26.926
322.566	44.740
325.479	69.990
329.566	90.602
334.092	89.040
337.924	68.559
340.603	46.636
342.349	31.348
343.514	22.055
344.341	16.529
344.972	13.266
345.490	11.493
345.951	10.892
346.402	11.446
346.892	13.406
347.485	17.311
348.270	23.960
349.369	34.159
350.927	47.873
353.049	62.758
355.687	73.650
358.578	75.838
361.356	70.038
363.785	61.737
365.859	55.685
367.701	53.133
369.442	52.774
371.148	52.492
372.814	50.544
374.386	46.223
375.795	39.961
376.994	32.900
377.972	26.254
378.752	20.910
379.378	17.393
379.908	16.092
380.413	17.578
380.984	22.953
381.755	34.124
382.919	53.715
384.746	83.453
387.500	119.599
391.216	147.820
395.431	149.606
399.321	122.751
402.280	84.986
404.232	53.330
405.433	32.851
406.172	21.407
406.662	15.581
407.028	12.866
407.338	11.813
407.629	11.679
407.923	12.119
408.234	13.026
408.574	14.440
408.958	16.554
409.405	19.776
409.947	24.863
410.638	33.151
411.572	46.845
412.897	69.084
414.841	103.027
417.670	148.243
421.551	194.441
426.285	220.168
431.198	208.745
435.482	167.376
438.701	118.851
440.898	79.489
442.339	53.130
443.300	37.138
443.976	27.856
444.489	22.511
444.910	19.393
445.278	17.528
445.615	16.395
445.935	15.716
446.246	15.355
446.554	15.237
446.864	15.330
447.180	15.618
447.506	16.090
447.846	16.741
448.205	17.561
448.586	18.535
448.993	19.636
449.429	20.830
449.897	22.063
450.397	23.273
450.928	24.376
451.490	25.293
452.077	25.937
452.682	26.236
453.298	26.147
453.915	25.653
454.523	24.785
455.114	23.603
455.681	22.201
456.217	20.683
456.720	19.160
457.190	17.735
457.630	16.492
458.043	15.501
458.437	14.816
458.819	14.475
459.197	14.512
459.582	14.953
459.985	15.822
460.418	17.142
460.894	18.935
461.426	21.217
462.029	24.012
462.717	27.354
463.505	31.315
464.410	36.053
465.455	41.855
466.667	49.156
468.086	58.466
469.759	70.068
471.736	83.490
474.038	96.860
476.626	106.852
479.369	109.900
482.075	104.429
484.545	92.088
486.652	76.657
488.366	61.771
489.731	49.538
490.821	40.536
491.716	34.450
492.483	30.641
493.173	28.474
493.821	27.426
494.451	27.100
495.080	27.198
495.716	27.496
496.364	27.817
497.023	28.035
497.691	28.061
498.362	27.848
499.031	27.395
499.692	26.750
500.341	25.996
500.974	25.248
501.594	24.644
502.204	24.335
502.811	24.478
503.428	25.228
504.070	26.738
504.759	29.143
505.516	32.543
506.367	36.963
507.338	42.325
508.450	48.404
509.717	54.853
511.141	61.313
512.716	67.617
514.430	74.011
516.281	81.236
518.282	90.280
520.472	101.721
522.891	114.898
525.554	127.270
528.410	134.856
531.325	134.107
534.113	124.183
536.606	107.618
538.705	88.666
540.401	71.016
541.744	56.637
542.813	45.951
543.682	38.517
544.416	33.610
545.063	30.544
545.657	28.785
546.223	27.962
546.778	27.835
547.335	28.257
547.907	29.138
548.501	30.423
549.126	32.067
549.789	34.012
550.497	36.185
551.253	38.480
552.060	40.767
552.917	42.891
553.819	44.697
554.760	46.055
555.728	46.895
556.712	47.238
557.703	47.215
558.692	47.078
559.679	47.200
560.669	48.052
561.680	50.203
562.740	54.292
563.891	60.996
565.186	70.907
566.690	84.304
568.466	100.729
570.559	118.500
572.971	134.492
575.634	144.755
578.410	146.115
581.119	137.917
583.598	122.416
585.742	103.449
587.521	84.575
588.957	67.989
590.105	54.499
591.024	44.006
591.769	36.007
592.382	29.924
592.896	25.253
593.333	21.604
593.710	18.697
594.040	16.336
594.331	14.388
594.591	12.763
594.823	11.397
595.033	10.243
595.224	9.268
595.399	8.447
595.561	7.760
595.711	7.191
595.853	6.727
595.987	6.360
596.115	6.082
596.240	5.890
596.362	5.784
596.484	5.766
596.607	5.842
596.734	6.025
596.868	6.328
597.010	6.775
597.164	7.393
597.336	8.218
597.529	9.295
597.751	10.676
598.010	12.418
598.315	14.581
598.678	17.215
599.110	20.348
599.625	23.962
600.235	27.973
600.950	32.203
601.773	36.382
602.701	40.172
603.721	43.247
604.813	45.391
605.951	46.599
607.112	47.107
608.280	47.342
609.450	47.788
610.630	48.829
611.835	50.613
613.083	52.987
614.386	55.517
615.742	57.602
617.136	58.677
618.542	58.439
619.928	56.998
621.267	54.855
622.547	52.730
623.774	51.321
624.969	51.084
626.160	52.135
627.377	54.208
628.641	56.707
629.957	58.836
631.312	59.796
632.674	59.036
634.004	56.442
635.263	52.372
636.421	47.532
637.467	42.744
638.407	38.749
639.263	36.111
640.068	35.233
640.863	36.408
641.696	39.887
642.619	45.904
643.690	54.624
644.966	66.004
646.502	79.550
648.333	94.053
650.456	107.507
652.825	117.472
655.339	121.942
657.870	120.248
660.296	113.351
662.526	103.275
664.517	92.146
666.269	81.540
667.805	72.306
669.160	64.724
670.371	58.725
671.469	54.084
672.482	50.524
673.430	47.774
674.329	45.589
675.189	43.776
676.017	42.193
676.817	40.761
677.593	39.458
678.346	38.313
679.080	37.406
679.799	36.845
680.512	36.764
681.228	37.304
681.958	38.611
682.720	40.830
683.531	44.090
684.410	48.493
685.382	54.087
686.467	60.850
687.687	68.623
689.057	77.065
690.586	85.621
692.267	93.509
694.079	99.802
695.985	103.592
697.929	104.208
699.852	101.429
701.693	95.561
703.401	87.353
704.943	77.788
706.303	67.847
707.482	58.342
708.492	49.831
709.354	42.634
710.094	36.885
710.739	32.605
711.313	29.760
711.843	28.326
712.354	28.324
712.873	29.854
713.427	33.128
714.050	38.486
714.782	46.403
715.672	57.441
716.777	72.124
718.163	90.630
719.893	112.286
722.005	135.008
724.490	155.064
727.266	167.834
730.174	169.678
733.019	159.944
735.619	141.368
737.858	118.544
739.699	95.754
741.168	75.715
742.322	59.501
743.229	47.095
743.949	37.961
744.533	31.426
745.022	26.874
745.444	23.808
745.822	21.843
746.174	20.702
746.511	20.179
746.844	20.126
747.179	20.435
747.523	21.021
747.880	21.819
748.254	22.774
748.647	23.840
749.062	24.973
749.499	26.133
749.960	27.281
750.443	28.376
750.949	29.382
751.475	30.263
752.020	30.990
752.580	31.543
753.152	31.910
753.733	32.093
754.319	32.105
754.909	31.976
755.498	31.754
756.086	31.494
756.672	31.267
757.256	31.154
757.842	31.242
758.433	31.613
759.035	32.359
759.656	33.547
760.303	35.234
760.988	37.445
761.719	40.153
762.507	43.269
763.358	46.629
764.275	49.990
765.258	53.049
766.298	55.484
767.382	57.011
768.490	57.473
769.601	56.894
770.695	55.515
771.760	53.778
772.790	52.280
773.792	51.736
774.789	52.938
775.817	56.745
776.928	64.026
778.191	75.590
779.686	91.889
781.496	112.484
783.684	135.389
786.261	156.673
789.157	171.229
792.216	174.881
795.229	166.744
798.009	149.786
800.438	128.952
802.489	108.668
804.197	91.508
805.629	78.270
806.852	68.689
807.929	62.101
808.906	57.833
809.822	55.368
810.703	54.380
811.572	54.690
812.451	56.209
813.358	58.889
814.312	62.665
815.330	67.412
816.425	72.893
817.608	78.778
818.884	84.621
820.247	89.922
821.686	94.255
823.184	97.335
824.718	99.135
826.268	99.922
827.819	100.191
829.365	100.542
830.907	101.530
832.458	103.523
834.032	106.565
835.645	110.324
837.304	114.124
839.008	117.084
840.740	118.267
842.470	116.945
844.164	112.796
845.779	106.018
847.283	97.236
848.651	87.326
849.872	77.200
850.948	67.628
851.889	59.145
852.713	52.033
853.440	46.387
854.092	42.182
854.689	39.295
855.250	37.584
855.790	36.890
856.326	37.079
856.868	38.021
857.428	39.584
858.015	41.660
858.636	44.145
859.298	46.930
860.003	49.923
860.755	53.053
861.557	56.296
862.409	59.685
863.312	63.357
864.273	67.558
865.299	72.673
866.403	79.192
867.607	87.684
868.940	98.692
870.439	112.526
872.140	128.983
874.074	147.095
876.254	164.889
878.658	179.522
