<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.017
314.829	10.045
315.349	9.010
315.820	8.051
316.249	7.276
316.644	6.758
317.021	6.549
317.398	6.712
317.797	7.360
318.249	8.752
318.808	11.512
319.572	17.221
320.757	30.004
322.858	59.664
326.867	119.971
333.762	192.798
342.243	200.149
349.038	140.692
353.147	86.563
355.544	58.111
357.145	46.719
358.448	44.421
359.700	46.985
361.028	52.019
362.492	57.682
364.097	62.213
365.798	64.084
367.516	62.481
369.156	57.654
370.643	50.775
371.935	43.345
373.031	36.602
373.954	31.251
374.746	27.505
375.449	25.267
376.103	24.300
376.739	24.329
377.384	25.070
378.055	26.261
378.764	27.642
379.516	28.963
380.307	30.004
381.129	30.594
381.969	30.653
382.811	30.214
383.644	29.434
384.456	28.582
385.249	28.007
386.030	28.129
386.821	29.417
387.657	32.386
388.585	37.583
389.670	45.470
390.984	56.150
392.596	68.903
394.541	81.650
396.786	91.038
399.203	93.696
401.597	88.329
403.774	76.716
405.610	62.483
407.076	48.941
408.213	37.904
409.092	29.802
409.788	24.306
410.362	20.853
410.861	18.930
411.322	18.138
411.771	18.206
412.229	18.958
412.712	20.270
413.236	22.047
413.813	24.189
414.451	26.578
415.157	29.061
415.933	31.454
416.775	33.567
417.675	35.243
418.620	36.409
419.595	37.126
420.588	37.605
421.593	38.193
422.615	39.307
423.668	41.365
424.778	44.669
425.978	49.317
427.300	55.048
428.766	61.204
430.378	66.714
432.108	70.389
433.898	71.326
435.677	69.340
437.373	65.048
438.938	59.547
440.355	53.942
441.628	48.976
442.781	44.959
443.838	41.859
444.824	39.468
445.755	37.549
446.644	35.910
447.496	34.470
448.316	33.235
449.111	32.308
449.887	31.833
450.657	31.979
451.435	32.905
452.242	34.715
453.098	37.462
454.028	41.072
455.049	45.344
456.176	49.920
457.412	54.297
458.748	57.920
460.160	60.298
461.613	61.159
463.071	60.525
464.498	58.683
465.869	56.077
467.168	53.140
468.393	50.206
469.546	47.483
470.635	45.065
471.667	42.992
472.652	41.286
473.600	39.971
474.519	39.083
475.421	38.655
476.316	38.701
477.214	39.212
478.128	40.136
479.066	41.388
480.035	42.850
481.038	44.390
482.078	45.881
483.151	47.229
484.254	48.384
485.380	49.357
486.527	50.214
487.689	51.047
488.868	51.948
490.064	52.981
491.280	54.144
492.519	55.369
493.780	56.530
495.061	57.468
496.357	58.030
497.658	58.111
498.952	57.668
500.230	56.730
501.479	55.374
502.693	53.697
503.865	51.786
504.992	49.694
506.072	47.451
507.100	45.078
508.077	42.600
508.999	40.060
509.868	37.531
510.684	35.104
511.449	32.878
512.169	30.948
512.850	29.389
513.501	28.264
514.133	27.599
514.754	27.408
515.377	27.692
516.012	28.453
516.669	29.702
517.361	31.477
518.099	33.863
518.898	36.999
519.775	41.093
520.753	46.413
521.860	53.258
523.130	61.887
524.599	72.383
526.303	84.455
528.263	97.270
530.476	109.385
532.905	118.977
535.471	124.395
538.075	124.788
540.611	120.410
542.992	112.402
545.164	102.278
547.103	91.420
548.812	80.853
550.308	71.206
551.617	62.802
552.768	55.747
553.789	49.999
554.706	45.429
555.542	41.870
556.316	39.138
557.043	37.058
557.736	35.488
558.403	34.314
559.052	33.464
559.689	32.906
560.319	32.640
560.948	32.693
561.583	33.114
562.230	33.963
562.899	35.294
563.598	37.149
564.339	39.538
565.130	42.417
565.983	45.670
566.904	49.102
567.894	52.428
568.950	55.314
570.060	57.410
571.209	58.426
572.372	58.206
573.524	56.768
574.643	54.311
575.709	51.177
576.711	47.788
577.646	44.586
578.520	42.008
579.346	40.493
580.148	40.529
580.957	42.714
581.819	47.835
582.793	56.889
583.959	70.980
585.417	90.927
587.273	116.422
589.611	144.798
592.444	170.210
595.656	184.892
599.002	183.188
602.179	165.586
604.944	138.475
607.190	109.821
608.939	85.149
610.282	66.568
611.331	53.840
612.184	45.749
612.915	40.959
613.575	38.356
614.199	37.130
614.809	36.725
615.415	36.777
616.027	37.053
616.647	37.409
617.276	37.759
617.914	38.059
618.560	38.293
619.214	38.469
619.873	38.610
620.537	38.755
621.207	38.958
621.884	39.279
622.570	39.790
623.268	40.568
623.983	41.696
624.722	43.257
625.492	45.330
626.302	47.978
627.162	51.241
628.084	55.122
629.077	59.562
630.150	64.436
631.310	69.532
632.558	74.570
633.890	79.225
635.297	83.179
636.764	86.194
638.271	88.172
639.801	89.184
641.335	89.461
642.863	89.330
644.377	89.144
645.879	89.185
647.372	89.622
648.864	90.494
650.363	91.711
651.872	93.109
653.395	94.503
654.930	95.738
656.475	96.734
658.025	97.483
659.576	98.036
661.125	98.447
662.670	98.723
664.209	98.797
665.739	98.506
667.255	97.627
668.747	95.937
670.203	93.283
671.610	89.639
672.954	85.145
674.224	80.085
675.415	74.847
676.525	69.867
677.560	65.564
678.532	62.302
679.458	60.371
680.358	59.985
681.255	61.278
682.177	64.303
683.147	69.014
684.190	75.235
685.329	82.621
686.578	90.623
687.943	98.484
689.418	105.299
690.983	110.141
692.606	112.266
694.243	111.284
695.850	107.288
697.384	100.813
698.814	92.684
700.120	83.814
701.296	75.016
702.346	66.889
703.282	59.813
704.120	53.986
704.880	49.486
705.579	46.366
706.238	44.727
706.878	44.809
707.525	47.087
708.211	52.412
708.981	62.204
709.902	78.662
711.075	104.962
712.642	145.105
714.797	202.825
717.763	278.572
721.728	364.353
726.706	439.712
732.406	477.114
738.236	459.586
743.539	395.247
747.886	310.262
751.180	229.385
753.560	165.063
755.251	119.015
756.466	87.912
757.364	67.447
758.056	54.010
758.614	45.041
759.082	38.865
759.489	34.437
759.853	31.118
760.184	28.523
760.489	26.414
760.775	24.650
761.043	23.141
761.297	21.831
761.538	20.682
761.769	19.671
761.990	18.779
762.202	17.996
762.408	17.310
762.607	16.714
762.801	16.205
762.991	15.778
763.178	15.431
763.361	15.163
763.544	14.971
763.726	14.858
763.907	14.827
764.091	14.882
764.276	15.028
764.465	15.275
764.659	15.636
764.860	16.129
765.069	16.778
765.288	17.617
765.520	18.691
765.769	20.063
766.038	21.817
766.334	24.067
766.663	26.961
767.035	30.696
767.462	35.523
767.961	41.754
768.551	49.753
769.257	59.907
770.112	72.572
771.149	87.928
772.404	105.799
773.908	125.424
775.677	145.207
777.700	162.764
779.934	175.257
782.296	180.212
784.679	176.428
786.966	164.486
789.061	146.579
790.901	125.660
792.459	104.479
793.746	85.002
794.788	68.280
795.624	54.588
796.294	43.755
796.834	35.373
797.272	28.971
797.634	24.107
797.938	20.409
798.197	17.583
798.423	15.399
798.623	13.690
798.802	12.330
798.965	11.231
799.115	10.327
799.254	9.573
799.385	8.936
799.508	8.393
799.624	7.929
799.736	7.532
799.842	7.195
799.945	6.913
800.045	6.685
800.143	6.509
800.239	6.385
800.335	6.316
800.430	6.305
800.526	6.358
800.624	6.480
800.726	6.682
800.831	6.975
800.943	7.376
801.062	7.909
801.192	8.607
801.334	9.518
801.494	10.720
801.676	12.331
801.888	14.545
802.142	17.696
802.455	22.356
802.855	29.508
803.392	40.863
804.144	59.323
805.245	89.557
806.911	138.249
809.459	212.458
813.275	313.160
818.635	422.796
825.377	499.449
832.683	501.993
839.420	431.917
844.822	330.951
848.765	238.623
851.531	170.260
853.480	124.336
854.900	94.267
855.978	74.160
856.830	60.064
857.523	49.641
858.099	41.572
858.584	35.131
858.997	29.897
859.350	25.608
859.654	22.081
859.919	19.195
860.151	16.843
860.356	14.932
860.540	13.397
860.706	12.178
860.858	11.226
861.000	10.500
861.134	9.968
861.263	9.606
861.388	9.395
861.512	9.322
861.637	9.376
861.763	9.553
861.893	9.852
862.028	10.274
862.171	10.825
862.323	11.514
862.486	12.353
862.662	13.358
862.855	14.553
863.067	15.957
863.302	17.607
863.563	19.543
863.855	21.809
864.184	24.460
864.556	27.561
864.977	31.186
865.457	35.416
866.006	40.331
866.633	46.014
867.352	52.508
868.174	59.806
869.111	67.831
870.173	76.376
871.366	85.071
