<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.017
314.829	10.045
315.349	9.010
315.820	8.052
316.249	7.279
316.645	6.768
317.022	6.577
317.401	6.791
317.806	7.592
318.276	9.442
318.887	13.580
319.810	23.302
321.450	46.520
324.664	95.038
330.449	157.260
337.947	166.971
344.109	114.110
347.720	64.229
349.652	37.696
350.790	25.574
351.580	20.112
352.217	17.698
352.790	16.768
353.342	16.590
353.898	16.772
354.467	17.082
355.053	17.378
355.655	17.588
356.269	17.700
356.892	17.756
357.523	17.846
358.163	18.078
358.817	18.567
359.497	19.411
360.216	20.672
360.988	22.371
361.830	24.489
362.756	26.982
363.777	29.811
364.904	32.956
366.144	36.417
367.505	40.147
368.988	43.917
370.587	47.228
372.274	49.340
373.997	49.523
375.684	47.461
377.265	43.488
378.687	38.448
379.927	33.327
380.996	28.895
381.924	25.598
382.752	23.597
383.524	22.884
384.282	23.361
385.067	24.859
385.910	27.132
386.836	29.809
387.854	32.399
388.955	34.346
390.113	35.178
391.288	34.686
392.434	33.023
393.517	30.652
394.517	28.156
395.435	26.056
396.289	24.690
397.106	24.206
397.914	24.592
398.743	25.725
399.617	27.396
400.551	29.345
401.553	31.284
402.618	32.971
403.736	34.291
404.892	35.332
406.078	36.395
407.294	37.906
408.558	40.237
409.895	43.480
411.331	47.237
412.875	50.563
414.499	52.199
416.141	51.129
417.713	47.165
419.133	41.107
420.351	34.285
421.357	27.956
422.177	22.875
422.853	19.320
423.433	17.234
423.959	16.437
424.473	16.720
425.005	17.914
425.585	19.884
426.238	22.515
426.983	25.693
427.838	29.305
428.815	33.263
429.921	37.582
431.165	42.478
432.563	48.418
434.144	56.047
435.954	65.822
438.042	77.363
440.433	88.753
443.077	96.595
445.831	97.576
448.487	90.773
450.857	78.459
452.839	64.413
454.432	51.682
455.698	41.682
456.717	34.571
457.568	29.925
458.312	27.237
458.997	26.118
459.663	26.368
460.344	27.968
461.076	31.056
461.896	35.874
462.852	42.703
463.993	51.679
465.370	62.525
467.020	74.210
468.946	84.743
471.090	91.523
473.338	92.415
475.538	86.931
477.547	76.603
479.276	64.055
480.698	51.703
481.835	41.016
482.735	32.490
483.450	26.019
484.027	21.244
484.504	17.765
484.907	15.241
485.258	13.418
485.571	12.112
485.859	11.202
486.129	10.609
486.389	10.285
486.645	10.204
486.903	10.360
487.170	10.763
487.452	11.439
487.756	12.432
488.092	13.804
488.471	15.640
488.906	18.046
489.415	21.137
490.018	25.025
490.737	29.774
491.597	35.337
492.617	41.471
493.810	47.655
495.167	53.096
496.660	56.866
498.230	58.196
499.808	56.817
501.320	53.090
502.712	47.848
503.952	42.074
505.035	36.586
505.976	31.917
506.799	28.324
507.535	25.878
508.215	24.556
508.868	24.299
509.522	25.030
510.205	26.651
510.940	29.034
511.745	31.977
512.636	35.201
513.617	38.361
514.682	41.113
515.818	43.242
517.006	44.817
518.229	46.355
519.490	48.937
520.822	54.298
522.306	64.878
524.085	83.573
526.362	112.525
529.358	149.957
533.172	185.930
537.599	203.434
542.082	190.996
545.993	154.843
548.986	112.222
551.077	76.222
552.473	50.806
553.400	34.541
554.034	24.635
554.493	18.718
554.848	15.186
555.141	13.057
555.397	11.754
555.632	10.947
555.854	10.450
556.069	10.161
556.281	10.024
556.493	10.016
556.708	10.130
556.928	10.376
557.157	10.772
557.398	11.346
557.656	12.133
557.935	13.179
558.242	14.532
558.586	16.248
558.975	18.374
559.420	20.944
559.931	23.957
560.521	27.356
561.198	31.001
561.968	34.655
562.829	37.980
563.770	40.585
564.772	42.102
565.805	42.299
566.835	41.176
567.833	38.997
568.774	36.261
569.648	33.634
570.461	31.898
571.239	31.989
572.033	35.148
572.923	43.164
574.039	58.591
575.568	84.499
577.760	122.711
580.855	169.366
584.913	209.965
589.592	223.564
594.189	201.012
598.031	155.490
600.849	108.198
602.750	71.402
603.987	46.897
604.801	31.849
605.360	22.929
605.769	17.685
606.089	14.585
606.359	12.746
606.599	11.681
606.822	11.130
607.038	10.965
607.254	11.131
607.477	11.619
607.714	12.454
607.970	13.683
608.257	15.371
608.583	17.596
608.961	20.439
609.404	23.965
609.929	28.200
610.551	33.091
611.284	38.456
612.137	43.947
613.110	49.039
614.190	53.075
615.351	55.406
616.552	55.574
617.745	53.474
618.881	49.412
619.923	44.012
620.845	38.017
621.640	32.105
622.310	26.764
622.872	22.271
623.342	18.730
623.742	16.128
624.091	14.399
624.407	13.471
624.709	13.287
625.013	13.830
625.336	15.129
625.695	17.267
626.112	20.397
626.611	24.755
627.223	30.687
627.989	38.691
628.958	49.480
630.200	64.028
631.801	83.496
633.865	108.825
636.501	139.599
639.773	172.200
643.628	198.705
647.833	209.389
652.004	199.212
655.752	172.188
658.845	138.221
661.248	106.326
663.063	81.135
664.438	63.480
665.516	52.314
666.412	46.121
667.212	43.546
667.976	43.573
668.748	45.470
669.560	48.707
670.434	52.857
671.386	57.527
672.421	62.311
673.540	66.776
674.736	70.486
675.991	73.049
677.284	74.188
678.588	73.796
679.877	71.956
681.126	68.925
682.316	65.081
683.435	60.833
684.478	56.560
685.448	52.566
686.350	49.064
687.193	46.188
687.990	44.002
688.753	42.534
689.495	41.794
690.227	41.792
690.964	42.546
691.718	44.097
692.504	46.500
693.338	49.825
694.234	54.135
695.211	59.447
696.285	65.686
697.470	72.628
698.777	79.831
700.205	86.624
701.742	92.155
703.361	95.529
705.019	96.049
706.664	93.416
708.245	87.867
709.714	80.107
711.042	71.095
712.212	61.817
713.225	53.078
714.094	45.435
714.839	39.217
715.486	34.590
716.062	31.657
716.594	30.541
717.116	31.473
717.662	34.849
718.276	41.298
719.013	51.693
719.945	67.070
721.158	88.324
722.751	115.531
724.811	146.879
727.378	177.616
730.393	200.285
733.672	207.559
736.941	196.502
739.921	170.713
742.431	137.984
744.412	105.839
745.911	78.758
747.018	58.128
747.835	43.412
748.448	33.355
748.924	26.665
749.309	22.288
749.635	19.452
749.923	17.626
750.188	16.458
750.438	15.722
750.679	15.275
750.916	15.033
751.152	14.949
751.388	15.002
751.628	15.190
751.874	15.530
752.127	16.050
752.392	16.799
752.672	17.839
752.972	19.252
753.300	21.145
753.664	23.652
754.074	26.927
754.547	31.144
755.097	36.492
755.747	43.128
756.519	51.132
757.436	60.418
758.518	70.648
759.779	81.124
761.216	90.786
762.808	98.338
764.509	102.523
766.256	102.544
767.977	98.345
769.603	90.667
771.083	80.766
772.389	70.021
773.514	59.576
774.468	50.178
775.271	42.193
775.949	35.690
776.525	30.577
777.022	26.677
777.460	23.814
777.855	21.842
778.222	20.667
778.573	20.264
778.922	20.679
779.283	22.051
779.674	24.629
780.117	28.805
780.643	35.143
781.291	44.383
782.118	57.413
783.191	75.077
784.592	97.751
786.400	124.601
788.668	152.722
791.380	176.852
794.420	190.705
797.582	190.016
800.619	175.178
803.328	151.075
805.604	124.124
807.441	99.321
808.897	79.146
810.054	64.043
810.993	53.404
811.780	46.268
812.469	41.725
813.096	39.044
813.688	37.695
814.265	37.301
814.839	37.588
815.423	38.353
816.022	39.437
816.641	40.705
817.283	42.045
817.947	43.373
818.636	44.657
819.347	45.937
820.080	47.373
820.839	49.313
821.632	52.373
822.480	57.554
823.419	66.386
824.511	81.080
825.854	104.517
827.589	139.788
829.896	188.642
832.953	248.329
836.853	307.927
841.480	348.528
846.442	352.505
851.189	317.082
855.250	256.959
858.415	192.561
860.726	137.773
862.356	97.228
863.502	69.750
864.327	52.121
864.948	41.194
865.446	34.565
865.868	30.602
866.246	28.256
866.599	26.878
866.938	26.081
867.270	25.638
867.598	25.414
867.927	25.332
868.256	25.352
868.588	25.449
868.924	25.615
869.264	25.846
869.610	26.140
869.962	26.498
870.321	26.924
870.688	27.416
871.065	27.975
871.451	28.603
871.849	29.298
872.259	30.059
872.682	30.886
873.120	31.773
873.572	32.729
874.041	33.757
874.527	34.862
875.032	36.062
875.557	37.384
876.104	38.855
