<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.778
314.264	11.018
314.829	10.048
315.349	9.018
315.821	8.077
316.251	7.351
316.652	6.980
317.045	7.214
317.469	8.724
318.017	13.512
318.929	27.425
320.863	64.805
325.204	140.816
332.910	204.148
341.078	160.346
346.095	82.186
348.426	40.261
349.567	24.013
350.272	17.604
350.804	14.491
351.252	12.574
351.648	11.221
352.008	10.247
352.342	9.598
352.661	9.276
352.977	9.319
353.301	9.817
353.651	10.931
354.050	12.936
354.534	16.273
355.156	21.592
355.993	29.716
357.153	41.336
358.753	56.170
360.873	71.628
363.457	82.371
366.258	83.141
368.916	73.563
371.147	58.696
372.865	44.397
374.144	33.731
375.116	27.111
375.907	23.808
376.615	22.952
377.309	23.858
378.043	26.020
378.851	28.990
379.757	32.269
380.765	35.248
381.862	37.262
383.013	37.744
384.167	36.430
385.270	33.484
386.275	29.427
387.153	24.930
387.896	20.592
388.512	16.797
389.018	13.716
389.437	11.355
389.789	9.634
390.093	8.446
390.365	7.694
390.619	7.305
390.866	7.247
391.117	7.540
391.385	8.276
391.687	9.667
392.049	12.133
392.517	16.457
393.167	24.007
394.132	36.887
395.620	57.429
397.890	85.648
401.105	114.160
405.047	127.351
409.027	115.424
412.323	87.510
414.672	60.021
416.237	41.078
417.308	30.625
418.120	26.034
418.827	24.977
419.519	25.954
420.249	28.036
421.045	30.612
421.916	33.190
422.862	35.356
423.867	36.771
424.908	37.245
425.958	36.775
426.990	35.575
427.984	34.009
428.935	32.527
429.845	31.572
430.734	31.541
431.628	32.753
432.563	35.450
433.583	39.762
434.730	45.651
436.045	52.822
437.555	60.651
439.266	68.261
441.154	74.765
443.177	79.647
445.281	82.997
447.422	85.340
449.573	87.153
451.722	88.391
453.855	88.367
455.940	86.156
457.928	81.127
459.761	73.412
461.391	63.878
462.789	53.745
463.955	44.133
464.908	35.778
465.681	29.006
466.312	23.841
466.835	20.146
467.282	17.753
467.682	16.518
468.061	16.373
468.444	17.351
468.858	19.589
469.333	23.350
469.909	28.993
470.631	36.918
471.558	47.404
472.749	60.279
474.252	74.484
476.082	87.732
478.189	96.790
480.445	98.773
482.675	92.852
484.710	80.873
486.439	66.245
487.831	52.131
488.917	40.373
489.758	31.521
490.418	25.339
490.954	21.289
491.411	18.823
491.822	17.494
492.210	16.980
492.592	17.062
492.982	17.599
493.389	18.504
493.823	19.723
494.290	21.222
494.799	22.972
495.354	24.939
495.961	27.081
496.625	29.333
497.348	31.606
498.129	33.786
498.967	35.743
499.854	37.336
500.779	38.438
501.732	38.955
502.695	38.848
503.654	38.138
504.593	36.900
505.501	35.256
506.369	33.344
507.191	31.300
507.964	29.243
508.688	27.267
509.367	25.439
510.004	23.804
510.604	22.394
511.173	21.239
511.718	20.378
512.246	19.874
512.766	19.837
513.293	20.463
513.844	22.078
514.448	25.217
515.149	30.713
516.016	39.764
517.151	53.812
518.687	73.949
520.770	99.381
523.486	125.316
526.752	142.631
530.254	142.868
533.553	125.719
536.306	99.568
538.407	74.115
539.941	54.642
541.068	42.023
541.942	35.120
542.685	32.511
543.386	33.209
544.114	36.763
544.931	43.169
545.899	52.697
547.085	65.616
548.558	81.755
550.375	99.918
552.556	117.383
555.052	130.126
557.730	134.295
560.398	128.355
562.865	114.144
564.997	95.751
566.749	77.294
568.146	61.421
569.250	49.124
570.134	40.284
570.864	34.306
571.491	30.493
572.055	28.237
572.583	27.064
573.095	26.619
573.603	26.650
574.116	26.976
574.640	27.471
575.178	28.060
575.731	28.709
576.301	29.440
576.889	30.336
577.499	31.553
578.138	33.344
578.818	36.078
579.561	40.255
580.395	46.517
581.366	55.597
582.531	68.189
583.959	84.608
585.717	104.232
587.852	124.840
590.351	142.397
593.116	152.048
595.969	150.407
598.692	137.660
601.108	117.483
603.117	94.862
604.712	73.751
605.940	56.169
606.871	42.536
607.578	32.395
608.120	24.999
608.541	19.632
608.875	15.715
609.146	12.820
609.369	10.647
609.557	8.990
609.718	7.709
609.858	6.705
609.981	5.910
610.091	5.277
610.191	4.769
610.283	4.362
610.367	4.035
610.447	3.776
610.523	3.573
610.595	3.418
610.666	3.306
610.735	3.236
610.803	3.207
610.873	3.223
610.943	3.294
611.017	3.434
611.095	3.674
611.179	4.064
611.275	4.695
611.388	5.732
611.530	7.475
611.719	10.483
611.991	15.796
612.411	25.339
613.096	42.529
614.257	72.854
616.234	123.066
619.479	195.264
624.326	273.199
630.503	316.793
636.914	296.706
642.339	233.224
646.312	168.412
649.080	123.551
651.089	98.422
652.693	86.083
654.103	80.440
655.423	77.609
656.695	75.394
657.927	72.660
659.109	68.920
660.226	64.111
661.261	58.431
662.202	52.221
663.042	45.862
663.780	39.696
664.420	33.986
664.970	28.900
665.440	24.521
665.841	20.865
666.186	17.905
666.484	15.589
666.747	13.858
666.983	12.657
667.202	11.942
667.412	11.684
667.620	11.872
667.835	12.514
668.065	13.635
668.319	15.280
668.608	17.505
668.943	20.376
669.338	23.951
669.805	28.260
670.360	33.284
671.018	38.912
671.789	44.904
672.678	50.877
673.683	56.319
674.791	60.671
675.977	63.472
677.208	64.532
678.450	64.088
679.675	62.867
680.872	62.072
682.055	63.327
683.266	68.631
684.589	80.309
686.148	100.758
688.104	131.591
690.629	171.641
693.839	214.273
697.691	246.565
701.904	254.603
706.022	233.574
709.613	192.098
712.451	145.085
714.536	103.896
716.008	72.968
717.037	51.897
717.772	38.404
718.321	30.111
718.758	25.159
719.128	22.271
719.460	20.628
719.772	19.722
720.073	19.247
720.370	19.021
720.667	18.938
720.965	18.938
721.265	18.991
721.569	19.083
721.877	19.215
722.190	19.398
722.509	19.649
722.834	19.992
723.168	20.456
723.513	21.077
723.871	21.894
724.247	22.948
724.644	24.279
725.068	25.927
725.524	27.917
726.020	30.260
726.560	32.945
727.152	35.924
727.801	39.109
728.509	42.365
729.279	45.514
730.106	48.356
730.984	50.689
731.904	52.360
732.853	53.299
733.818	53.553
734.785	53.301
735.746	52.836
736.699	52.536
737.649	52.813
738.606	54.078
739.590	56.680
740.625	60.877
741.740	66.777
742.965	74.316
744.325	83.207
745.841	92.947
747.521	102.872
749.361	112.284
751.342	120.638
753.438	127.708
755.624	133.586
757.874	138.562
760.171	142.876
762.502	146.556
764.856	149.344
767.215	150.865
769.558	150.862
771.864	149.384
774.112	146.814
776.290	143.732
778.395	140.643
780.432	137.810
782.406	135.097
784.322	132.066
786.177	128.114
787.958	122.715
789.647	115.583
791.224	106.774
792.670	96.659
793.970	85.819
795.119	74.890
796.118	64.441
796.977	54.886
797.709	46.470
798.330	39.289
798.858	33.312
799.307	28.450
799.694	24.568
800.031	21.535
800.329	19.214
800.598	17.494
800.844	16.277
801.077	15.498
801.301	15.109
801.521	15.087
801.744	15.430
801.975	16.170
802.219	17.371
802.485	19.133
802.781	21.611
803.119	25.025
803.515	29.678
803.989	35.969
804.568	44.398
805.288	55.518
806.192	69.867
807.331	87.731
808.755	108.832
810.508	131.840
812.602	154.079
815.003	171.716
817.616	180.792
820.297	178.855
822.878	166.236
825.220	145.938
827.235	122.217
828.897	98.884
830.229	78.383
831.281	61.739
832.109	48.993
832.769	39.659
833.307	33.104
833.760	28.714
834.158	25.998
834.523	24.583
834.872	24.225
835.221	24.762
835.581	26.117
835.966	28.284
836.386	31.295
836.855	35.216
837.387	40.143
837.997	46.186
838.702	53.448
839.521	61.985
840.473	71.801
841.575	82.826
842.842	94.880
844.288	107.697
845.917	120.979
847.731	134.465
849.726	147.982
851.894	161.454
854.227	174.767
856.714	187.617
859.340	199.215
862.077	208.228
864.881	212.979
867.691	211.963
870.429	204.410
873.016	190.732
875.385	172.437
877.494	151.644
879.325	130.488
880.886	110.657
882.202	93.186
883.308	78.499
884.239	66.625
885.031	57.320
885.715	50.227
886.319	44.984
886.862	41.267
887.365	38.793
887.841	37.328
888.303	36.703
888.760	36.788
889.222	37.471
889.696	38.663
890.188	40.294
