<j>	<Fwlc>
1053.901	13.051
1054.542	13.073
1055.218	13.094
1055.928	13.113
1056.670	13.131
1057.439	13.147
1058.229	13.162
1059.031	13.177
1059.838	13.191
1060.639	13.206
1061.426	13.221
1062.192	13.237
1062.930	13.254
1063.637	13.272
1064.311	13.292
1064.951	13.313
1065.562	13.336
1066.147	13.361
1066.713	13.386
1067.268	13.412
1067.821	13.438
1068.383	13.464
1068.965	13.490
1069.579	13.514
1070.237	13.536
1070.953	13.556
1071.736	13.573
1072.596	13.586
1073.539	13.596
1074.568	13.601
1075.680	13.603
1076.865	13.601
1078.106	13.596
1079.383	13.589
1080.669	13.581
1081.937	13.573
1083.161	13.568
1084.318	13.565
1085.392	13.565
1086.372	13.570
1087.253	13.580
1088.037	13.594
1088.728	13.612
1089.335	13.635
1089.868	13.661
1090.336	13.690
1090.749	13.723
1091.116	13.757
1091.445	13.794
1091.745	13.833
1092.021	13.872
1092.278	13.913
1092.523	13.955
1092.759	13.998
1092.990	14.041
1093.220	14.085
1093.452	14.128
1093.690	14.172
1093.936	14.215
1094.195	14.258
1094.471	14.301
1094.768	14.342
1095.090	14.383
1095.443	14.422
1095.833	14.460
1096.265	14.495
1096.747	14.529
1097.286	14.559
1097.890	14.586
1098.565	14.610
1099.320	14.629
1100.161	14.644
1101.097	14.655
1102.137	14.659
1103.295	14.658
1104.591	14.650
1106.059	14.634
1107.755	14.607
1109.757	14.565
1112.175	14.505
1115.134	14.419
1118.741	14.304
1123.024	14.158
1127.863	13.986
1132.966	13.801
1137.936	13.623
1142.409	13.466
1146.170	13.342
1149.185	13.252
1151.545	13.192
1153.396	13.156
1154.887	13.137
1156.141	13.129
1157.255	13.128
1158.294	13.131
1159.306	13.136
1160.319	13.140
1161.350	13.145
1162.410	13.148
1163.500	13.150
1164.619	13.151
1165.765	13.150
1166.930	13.149
1168.110	13.147
1169.300	13.145
1170.494	13.142
1171.691	13.139
1172.889	13.136
1174.092	13.134
1175.302	13.130
1176.528	13.127
1177.779	13.122
1179.069	13.116
1180.416	13.109
1181.841	13.098
1183.372	13.084
1185.041	13.065
1186.887	13.039
1188.949	13.006
1191.266	12.964
1193.868	12.912
1196.766	12.848
1199.940	12.775
1203.334	12.694
1206.854	12.609
1210.377	12.523
1213.776	12.441
1216.937	12.367
1219.780	12.305
1222.263	12.255
1224.384	12.217
1226.163	12.192
1227.639	12.178
1228.855	12.173
1229.855	12.175
1230.678	12.184
1231.359	12.198
1231.925	12.216
1232.399	12.238
1232.799	12.262
1233.140	12.288
1233.432	12.317
1233.686	12.347
1233.908	12.378
1234.104	12.410
1234.278	12.443
1234.436	12.477
1234.579	12.512
1234.711	12.547
1234.833	12.583
1234.948	12.619
1235.059	12.655
1235.165	12.692
1235.269	12.730
1235.373	12.767
1235.478	12.805
1235.584	12.842
1235.695	12.880
1235.811	12.918
1235.934	12.956
1236.066	12.993
1236.209	13.031
1236.366	13.068
1236.540	13.104
1236.733	13.141
1236.948	13.176
1237.190	13.211
1237.464	13.244
1237.772	13.277
1238.121	13.308
1238.515	13.337
1238.961	13.365
1239.463	13.390
1240.026	13.413
1240.655	13.434
1241.353	13.452
1242.120	13.467
1242.957	13.479
1243.860	13.489
1244.824	13.496
1245.840	13.501
1246.900	13.504
1247.992	13.505
1249.105	13.506
1250.230	13.506
1251.361	13.505
1252.496	13.505
1253.636	13.504
1254.792	13.503
1255.978	13.501
1257.217	13.497
1258.535	13.490
1259.965	13.480
1261.542	13.464
1263.298	13.442
1265.260	13.412
1267.439	13.373
1269.828	13.327
1272.393	13.274
1275.076	13.216
1277.796	13.156
1280.465	13.098
1283.001	13.044
1285.339	12.998
1287.440	12.960
1289.287	12.931
1290.888	12.911
1292.261	12.900
1293.437	12.896
1294.443	12.898
1295.311	12.906
1296.065	12.918
1296.729	12.934
1297.320	12.952
1297.853	12.973
1298.341	12.996
1298.792	13.020
1299.214	13.045
1299.614	13.071
1299.995	13.098
1300.362	13.126
1300.717	13.154
1301.064	13.182
1301.404	13.211
1301.739	13.241
1302.071	13.270
1302.401	13.300
1302.731	13.330
1303.061	13.360
1303.392	13.389
1303.726	13.419
1304.064	13.449
1304.406	13.479
1304.754	13.509
1305.111	13.539
1305.477	13.568
1305.856	13.597
1306.250	13.626
1306.666	13.653
1307.107	13.680
1307.583	13.706
1308.103	13.731
1308.678	13.753
1309.325	13.773
