<j>	<Fwlc>
1052.397	13.128
1053.738	13.121
1055.176	13.108
1056.706	13.092
1058.318	13.072
1059.994	13.048
1061.707	13.023
1063.429	12.998
1065.125	12.973
1066.763	12.950
1068.313	12.930
1069.753	12.915
1071.068	12.906
1072.249	12.901
1073.296	12.903
1074.216	12.910
1075.019	12.923
1075.716	12.940
1076.323	12.961
1076.852	12.985
1077.319	13.013
1077.735	13.043
1078.113	13.075
1078.465	13.109
1078.801	13.143
1079.131	13.178
1079.466	13.213
1079.815	13.248
1080.188	13.282
1080.598	13.315
1081.055	13.345
1081.574	13.374
1082.168	13.399
1082.854	13.420
1083.648	13.437
1084.569	13.448
1085.635	13.453
1086.869	13.451
1088.292	13.440
1089.933	13.420
1091.832	13.390
1094.046	13.347
1096.659	13.288
1099.788	13.209
1103.576	13.106
1108.154	12.975
1113.577	12.812
1119.729	12.623
1126.272	12.420
1132.701	12.221
1138.517	12.046
1143.391	11.904
1147.228	11.801
1150.114	11.733
1152.224	11.693
1153.749	11.675
1154.852	11.672
1155.661	11.681
1156.267	11.697
1156.735	11.718
1157.110	11.742
1157.420	11.770
1157.686	11.799
1157.920	11.829
1158.132	11.860
1158.328	11.892
1158.512	11.925
1158.686	11.958
1158.853	11.991
1159.013	12.025
1159.169	12.059
1159.320	12.094
1159.467	12.129
1159.610	12.164
1159.751	12.199
1159.888	12.235
1160.023	12.271
1160.156	12.307
1160.286	12.344
1160.415	12.381
1160.542	12.418
1160.667	12.455
1160.791	12.493
1160.914	12.530
1161.036	12.568
1161.157	12.606
1161.278	12.645
1161.399	12.683
1161.519	12.722
1161.639	12.761
1161.760	12.800
1161.881	12.840
1162.003	12.879
1162.126	12.919
1162.250	12.959
1162.375	12.999
1162.502	13.039
1162.630	13.080
1162.760	13.120
1162.893	13.161
1163.028	13.201
1163.166	13.242
1163.307	13.283
1163.452	13.324
1163.601	13.365
1163.754	13.406
1163.912	13.447
1164.075	13.488
1164.245	13.529
1164.422	13.570
1164.607	13.611
1164.800	13.651
1165.005	13.692
1165.220	13.732
1165.450	13.771
1165.695	13.810
1165.959	13.849
1166.244	13.887
1166.553	13.924
1166.890	13.959
1167.261	13.994
1167.670	14.027
1168.122	14.058
1168.625	14.087
1169.185	14.113
1169.808	14.137
1170.504	14.157
1171.276	14.174
1172.132	14.187
1173.076	14.196
1174.108	14.201
1175.228	14.201
1176.430	14.198
1177.706	14.191
1179.047	14.181
1180.439	14.168
1181.870	14.154
1183.331	14.138
1184.815	14.121
1186.321	14.103
1187.858	14.084
1189.441	14.063
1191.094	14.039
1192.848	14.012
1194.738	13.979
1196.801	13.939
1199.064	13.892
1201.540	13.835
1204.217	13.770
1207.050	13.698
1209.964	13.622
1212.861	13.547
1215.639	13.476
1218.209	13.414
1220.510	13.362
1222.512	13.323
1224.218	13.296
1225.649	13.280
1226.840	13.275
1227.830	13.277
1228.657	13.287
1229.356	13.302
1229.955	13.322
1230.479	13.345
1230.947	13.370
1231.375	13.398
1231.777	13.426
1232.162	13.456
1232.540	13.486
1232.918	13.516
1233.306	13.546
1233.711	13.576
1234.146	13.605
