<j>	<Fwlc>
1029.196	14.252
1029.731	14.284
1030.318	14.313
1030.975	14.338
1031.731	14.359
1032.628	14.373
1033.729	14.377
1035.125	14.368
1036.944	14.337
1039.350	14.279
1042.530	14.184
1046.635	14.045
1051.680	13.862
1057.448	13.644
1063.478	13.413
1069.218	13.197
1074.238	13.014
1078.359	12.874
1081.618	12.774
1084.164	12.707
1086.172	12.665
1087.790	12.641
1089.130	12.629
1090.270	12.627
1091.262	12.631
1092.142	12.640
1092.934	12.653
1093.652	12.668
1094.309	12.687
1094.914	12.708
1095.472	12.730
1095.990	12.755
1096.470	12.781
1096.918	12.809
1097.337	12.838
1097.728	12.868
1098.096	12.899
1098.443	12.932
1098.770	12.965
1099.079	13.000
1099.373	13.035
1099.654	13.070
1099.923	13.107
1100.181	13.144
1100.430	13.182
1100.671	13.220
1100.906	13.259
1101.136	13.298
1101.362	13.338
1101.584	13.377
1101.806	13.418
1102.026	13.458
1102.246	13.499
1102.468	13.539
1102.692	13.580
1102.919	13.621
1103.151	13.662
1103.390	13.703
1103.637	13.744
1103.896	13.784
1104.170	13.824
1104.465	13.863
1104.788	13.901
1105.151	13.938
1105.567	13.972
1106.057	14.004
1106.650	14.031
1107.383	14.052
1108.305	14.064
1109.475	14.066
1110.959	14.053
1112.821	14.023
1115.103	13.973
1117.805	13.904
1120.855	13.817
1124.108	13.720
1127.368	13.622
1130.430	13.531
1133.135	13.455
1135.400	13.398
1137.215	13.362
1138.620	13.344
1139.684	13.343
1140.479	13.353
1141.070	13.373
1141.512	13.401
1141.847	13.434
1142.107	13.470
1142.314	13.509
1142.487	13.550
1142.636	13.593
1142.772	13.637
1142.901	13.681
1143.029	13.725
1143.160	13.770
1143.300	13.814
1143.452	13.859
1143.620	13.903
1143.812	13.946
1144.033	13.988
1144.291	14.028
1144.594	14.067
1144.954	14.104
1145.384	14.137
1145.899	14.167
1146.517	14.192
1147.258	14.212
1148.143	14.225
1149.195	14.230
1150.434	14.226
1151.878	14.213
1153.538	14.190
1155.416	14.157
1157.503	14.114
1159.777	14.062
1162.207	14.002
1164.754	13.938
1167.374	13.870
1170.021	13.802
1172.652	13.734
1175.228	13.669
1177.716	13.608
1180.090	13.553
1182.334	13.503
1184.444	13.459
1186.430	13.422
1188.315	13.389
1190.136	13.359
1191.942	13.332
1193.791	13.303
1195.753	13.271
1197.900	13.233
1200.305	13.187
1203.034	13.128
1206.137	13.057
1209.631	12.971
1213.491	12.873
1217.645	12.764
1221.977	12.650
1226.349	12.535
1230.618	12.424
1234.662	12.322
1238.396	12.231
1241.769	12.154
1244.764	12.089
1247.389	12.038
1249.666	11.998
1251.628	11.969
1253.311	11.949
1254.751	11.937
1255.983	11.933
1257.039	11.934
1257.948	11.940
1258.734	11.950
1259.420	11.964
1260.022	11.980
1260.556	11.999
1261.035	12.020
1261.468	12.042
1261.865	12.066
1262.231	12.090
1262.573	12.116
1262.895	12.143
1263.201	12.170
1263.494	12.197
1263.776	12.225
1264.049	12.254
1264.316	12.283
1264.577	12.312
1264.833	12.341
1265.086	12.371
1265.336	12.401
1265.583	12.431
1265.829	12.461
1266.074	12.492
1266.318	12.522
1266.560	12.553
1266.802	12.584
1267.043	12.615
1267.284	12.646
1267.523	12.677
1267.762	12.709
1267.999	12.741
1268.235	12.772
1268.470	12.804
1268.703	12.837
1268.934	12.869
1269.162	12.902
1269.389	12.934
1269.612	12.967
1269.833	13.001
1270.051	13.034
1270.265	13.068
1270.477	13.102
1270.685	13.136
1270.890	13.171
1271.092	13.206
1271.291	13.241
1271.487	13.276
1271.681	13.312
1271.873	13.348
1272.063	13.384
1272.254	13.420
1272.444	13.456
1272.637	13.493
1272.833	13.529
1273.033	13.566
1273.241	13.602
1273.458	13.639
1273.689	13.675
1273.936	13.710
1274.205	13.745
1274.500	13.779
1274.828	13.812
1275.197	13.843
1275.615	13.873
1276.094	13.900
1276.643	13.924
1277.275	13.946
1278.005	13.963
1278.843	13.976
1279.804	13.984
1280.897	13.987
1282.129	13.983
1283.502	13.974
1285.011	13.959
1286.646	13.939
1288.390	13.914
1290.222	13.886
1292.118	13.854
1294.058	13.821
1296.023	13.787
1297.998	13.752
1299.976	13.718
1301.951	13.684
1303.920	13.650
1305.876	13.617
1307.814	13.585
1309.721	13.554
1311.583	13.524
1313.383	13.497
1315.102	13.473
1316.725	13.453
1318.243	13.437
1319.649	13.424
1320.943	13.416
1322.132	13.413
1323.226	13.413
1324.239	13.416
1325.190	13.421
1326.096	13.429
1326.976	13.438
1327.853	13.447
1328.745	13.456
1329.673	13.464
1330.657	13.470
1331.717	13.473
1332.868	13.474
1334.128	13.470
1335.506	13.462
1337.011	13.449
1338.642	13.432
1340.393	13.410
1342.250	13.384
1344.191	13.355
1346.191	13.323
1348.220	13.291
1350.249	13.258
1352.253	13.226
1354.209	13.196
1356.103	13.168
1357.928	13.143
1359.682	13.120
1361.367	13.100
1362.993	13.082
1364.570	13.066
1366.109	13.051
1367.626	13.038
1369.135	13.025
1370.652	13.012
1372.190	12.998
1373.763	12.984
1375.384	12.968
1377.061	12.950
1378.799	12.931
1380.598	12.909
1382.452	12.886
1384.349	12.861
1386.270	12.835
1388.194	12.809
1390.097	12.784
1391.953	12.760
1393.741	12.738
1395.443	12.719
1397.045	12.703
1398.542	12.690
1399.932	12.681
1401.219	12.675
1402.409	12.673
1403.512	12.673
1404.538	12.675
1405.497	12.680
1406.399	12.687
1407.254	12.696
1408.070	12.706
1408.853	12.716
1409.609	12.728
1410.341	12.741
1411.053	12.754
1411.748	12.768
1412.426	12.783
1413.088	12.798
1413.736	12.813
1414.368	12.829
1414.986	12.846
1415.589	12.863
1416.179	12.880
1416.754	12.898
1417.316	12.916
1417.865	12.935
1418.402	12.955
1418.929	12.974
1419.445	12.994
1419.953	13.015
1420.453	13.036
1420.946	13.057
1421.433	13.078
1421.916	13.100
1422.394	13.121
1422.869	13.143
1423.339	13.165
1423.807	13.187
1424.271	13.210
1424.731	13.232
1425.187	13.255
1425.638	13.278
1426.084	13.301
1426.523	13.325
1426.954	13.349
1427.378	13.373
1427.792	13.397
1428.197	13.422
1428.593	13.447
1428.978	13.473
1429.354	13.499
1429.720	13.526
1430.078	13.552
1430.429	13.580
1430.776	13.607
1431.121	13.635
1431.468	13.663
1431.823	13.690
1432.190	13.718
1432.579	13.744
1433.000	13.770
1433.465	13.795
1433.990	13.817
1434.593	13.837
1435.299	13.854
1436.134	13.866
1437.129	13.872
1438.316	13.872
1439.726	13.864
1441.385	13.847
1443.309	13.820
1445.492	13.784
1447.908	13.740
1450.503	13.688
1453.200	13.633
1455.911	13.577
1458.550	13.522
1461.045	13.473
1463.349	13.430
1465.442	13.395
1467.326	13.367
1469.023	13.345
1470.563	13.330
1471.981	13.319
1473.311	13.311
1474.584	13.306
1475.827	13.301
1477.062	13.298
1478.307	13.294
1479.573	13.290
1480.872	13.284
1482.208	13.278
1483.584	13.270
1485.000	13.261
1486.455	13.251
1487.945	13.239
1489.465	13.226
1491.007	13.213
1492.566	13.199
1494.132	13.185
1495.697	13.171
1497.253	13.157
1498.792	13.144
1500.306	13.131
1501.786	13.120
1503.228	13.109
1504.624	13.100
1505.971	13.093
1507.263	13.087
1508.498	13.083
1509.673	13.081
1510.788	13.081
1511.841	13.082
1512.833	13.086
1513.764	13.091
1514.636	13.099
1515.449	13.108
1516.208	13.119
1516.913	13.132
1517.568	13.146
1518.175	13.162
1518.739	13.180
1519.261	13.198
1519.746	13.218
1520.197	13.240
1520.616	13.262
1521.008	13.285
1521.376	13.309
1521.722	13.334
1522.050	13.360
1522.362	13.386
1522.662	13.413
1522.953	13.440
1523.238	13.468
1523.518	13.495
1523.799	13.523
1524.082	13.551
1524.371	13.579
1524.670	13.607
1524.982	13.634
1525.312	13.661
1525.663	13.687
1526.042	13.713
1526.454	13.737
1526.906	13.761
1527.404	13.782
1527.958	13.802
1528.578	13.820
1529.274	13.836
1530.062	13.848
1530.957	13.857
1531.977	13.862
1533.145	13.862
1534.485	13.856
1536.023	13.844
1537.787	13.824
1539.803	13.796
1542.088	13.759
1544.650	13.713
1547.476	13.659
1550.531	13.597
1553.754	13.529
1557.066	13.458
1560.375	13.388
1563.592	13.320
1566.646	13.258
1569.489	13.202
1572.102	13.154
1574.491	13.114
1576.681	13.080
1578.708	13.051
1580.613	13.027
1582.434	13.006
1584.207	12.987
1585.958	12.968
1587.704	12.950
1589.452	12.932
1591.201	12.914
1592.939	12.896
1594.651	12.879
1596.316	12.863
1597.915	12.849
1599.427	12.838
1600.838	12.829
1602.137	12.823
1603.318	12.820
1604.383	12.821
1605.334	12.825
1606.179	12.832
1606.929	12.842
1607.594	12.855
1608.187	12.870
1608.718	12.886
1609.200	12.905
1609.642	12.924
1610.056	12.945
1610.450	12.966
1610.832	12.988
1611.212	13.010
1611.595	13.031
1611.991	13.053
1612.406	13.074
1612.847	13.095
1613.323	13.115
1613.840	13.133
1614.407	13.151
1615.031	13.166
1615.722	13.180
1616.489	13.192
1617.339	13.201
1618.281	13.207
1619.324	13.211
1620.474	13.211
1621.736	13.209
1623.115	13.202
1624.609	13.193
1626.217	13.179
1627.932	13.163
1629.744	13.144
1631.641	13.122
1633.604	13.098
1635.615	13.073
1637.652	13.047
1639.693	13.021
1641.716	12.995
1643.701	12.970
1645.627	12.947
1647.480	12.926
1649.245	12.907
1650.914	12.891
1652.479	12.878
1653.939	12.868
1655.292	12.860
1656.541	12.856
1657.692	12.855
1658.750	12.856
1659.724	12.860
1660.622	12.866
1661.455	12.873
1662.232	12.883
1662.965	12.893
1663.664	12.905
1664.339	12.918
1665.002	12.931
1665.664	12.944
1666.336	12.957
1667.030	12.970
1667.756	12.982
1668.528	12.992
1669.357	13.001
1670.253	13.009
1671.228	13.014
1672.291	13.017
1673.448	13.017
1674.706	13.014
1676.066	13.009
1677.523	13.001
1679.072	12.990
1680.699	12.977
1682.389	12.962
1684.120	12.946
1685.873	12.929
1687.624	12.911
1689.353	12.895
1691.041	12.879
1692.675	12.865
1694.245	12.853
1695.746	12.842
1697.176	12.833
1698.537	12.827
1699.835	12.822
1701.075	12.818
1702.264	12.816
1703.409	12.816
1704.516	12.816
1705.592	12.817
1706.640	12.819
1707.665	12.822
1708.670	12.826
1709.655	12.829
