<j>	<Fwlc>
1056.148	12.945
1056.245	12.990
1056.342	13.035
1056.442	13.080
1056.543	13.126
1056.647	13.172
1056.755	13.218
1056.867	13.264
1056.986	13.310
1057.112	13.356
1057.247	13.402
1057.394	13.447
1057.555	13.493
1057.734	13.537
1057.934	13.581
1058.161	13.624
1058.422	13.666
1058.725	13.706
1059.082	13.744
1059.505	13.779
1060.011	13.810
1060.621	13.837
1061.360	13.857
1062.257	13.871
1063.342	13.876
1064.648	13.870
1066.204	13.852
1068.030	13.822
1070.129	13.778
1072.482	13.722
1075.044	13.657
1077.745	13.584
1080.504	13.508
1083.234	13.433
1085.864	13.363
1088.339	13.300
1090.628	13.246
1092.720	13.201
1094.617	13.164
1096.328	13.136
1097.866	13.116
1099.247	13.103
1100.486	13.097
1101.597	13.096
1102.595	13.100
1103.494	13.108
1104.308	13.120
1105.051	13.136
1105.737	13.154
1106.380	13.174
1106.993	13.196
1107.591	13.218
1108.189	13.241
1108.803	13.264
1109.453	13.285
1110.159	13.305
1110.947	13.321
1111.843	13.333
1112.883	13.339
1114.099	13.338
1115.529	13.328
1117.202	13.308
1119.137	13.277
1121.331	13.235
1123.754	13.182
1126.341	13.123
1129.001	13.060
1131.630	12.997
1134.127	12.939
1136.411	12.889
1138.434	12.850
1140.181	12.822
1141.660	12.804
1142.900	12.797
1143.936	12.798
1144.805	12.807
1145.541	12.821
1146.174	12.839
1146.729	12.861
1147.225	12.886
1147.678	12.912
1148.099	12.940
1148.498	12.970
1148.880	12.999
1149.252	13.030
1149.616	13.061
1149.976	13.092
1150.334	13.124
1150.693	13.156
1151.054	13.187
1151.421	13.219
1151.794	13.251
1152.179	13.282
1152.579	13.313
1153.000	13.343
1153.449	13.372
1153.934	13.399
1154.469	13.425
1155.068	13.449
1155.751	13.469
1156.539	13.485
1157.460	13.496
1158.545	13.500
1159.825	13.496
1161.330	13.483
1163.082	13.460
1165.087	13.426
1167.327	13.382
1169.759	13.330
1172.309	13.272
1174.889	13.212
1177.401	13.154
1179.762	13.102
1181.913	13.058
1183.822	13.024
1185.484	13.000
1186.915	12.985
1188.143	12.979
1189.200	12.980
1190.118	12.986
1190.926	12.997
1191.649	13.012
1192.307	13.030
1192.915	13.050
1193.485	13.071
1194.025	13.094
1194.542	13.118
1195.039	13.143
1195.518	13.168
1195.982	13.195
1196.430	13.222
1196.863	13.249
1197.281	13.278
1197.683	13.307
1198.070	13.336
1198.442	13.367
1198.798	13.398
1199.141	13.430
1199.470	13.463
1199.788	13.496
1200.096	13.530
1200.397	13.564
1200.696	13.599
1200.997	13.633
1201.306	13.668
1201.632	13.702
1201.986	13.735
1202.386	13.767
1202.851	13.796
1203.412	13.822
1204.107	13.843
1204.987	13.856
1206.117	13.859
1207.573	13.850
1209.437	13.823
1211.782	13.778
1214.643	13.710
1217.989	13.623
1221.701	13.519
1225.575	13.408
1229.362	13.299
1232.839	13.202
1235.853	13.122
1238.347	13.063
1240.341	13.024
1241.901	13.003
1243.112	12.996
1244.054	13.000
1244.799	13.012
1245.400	13.030
1245.900	13.053
1246.329	13.079
1246.711	13.106
1247.059	13.136
1247.386	13.166
1247.700	13.197
1248.006	13.229
1248.308	13.260
1248.609	13.292
1248.910	13.325
1249.214	13.357
1249.521	13.389
1249.832	13.421
1250.147	13.453
1250.465	13.485
1250.788	13.517
1251.115	13.549
1251.445	13.581
1251.779	13.613
1252.116	13.645
1252.455	13.677
1252.797	13.709
1253.142	13.741
