<j>	<Fwlc>
1048.331	13.296
1048.546	13.338
1048.757	13.380
1048.970	13.423
1049.187	13.465
1049.414	13.508
1049.655	13.550
1049.915	13.591
1050.198	13.632
1050.512	13.671
1050.864	13.709
1051.262	13.745
1051.718	13.779
1052.244	13.809
1052.855	13.835
1053.569	13.857
1054.405	13.873
1055.385	13.882
1056.532	13.883
1057.870	13.875
1059.419	13.857
1061.196	13.828
1063.206	13.788
1065.445	13.737
1067.890	13.676
1070.501	13.608
1073.224	13.534
1075.992	13.458
1078.738	13.383
1081.398	13.312
1083.921	13.248
1086.274	13.191
1088.439	13.143
1090.414	13.104
1092.209	13.072
1093.841	13.049
1095.331	13.031
1096.701	13.020
1097.972	13.012
1099.161	13.009
1100.284	13.008
1101.351	13.010
1102.372	13.014
1103.352	13.020
1104.293	13.027
1105.198	13.036
1106.067	13.047
1106.899	13.059
1107.693	13.072
1108.448	13.088
1109.165	13.104
1109.842	13.123
1110.480	13.143
1111.080	13.165
1111.643	13.189
1112.170	13.214
1112.665	13.241
1113.128	13.269
1113.563	13.298
1113.973	13.329
1114.360	13.361
1114.726	13.394
1115.076	13.428
1115.410	13.463
1115.734	13.498
1116.048	13.534
1116.355	13.571
1116.659	13.607
1116.961	13.644
1117.264	13.682
1117.570	13.719
1117.881	13.756
1118.200	13.793
1118.527	13.830
1118.866	13.867
1119.217	13.903
1119.582	13.938
1119.962	13.973
1120.358	14.008
1120.770	14.041
1121.198	14.074
1121.644	14.107
1122.105	14.138
1122.583	14.169
1123.075	14.200
1123.583	14.229
1124.106	14.258
1124.645	14.287
1125.204	14.314
1125.789	14.340
1126.413	14.365
1127.100	14.387
1127.888	14.405
1128.849	14.416
1130.096	14.414
1131.817	14.393
1134.296	14.339
1137.916	14.237
1143.080	14.069
1149.975	13.827
1158.247	13.526
1166.899	13.208
1174.727	12.923
1180.964	12.705
1185.501	12.558
1188.644	12.470
1190.797	12.423
1192.300	12.404
1193.390	12.401
1194.217	12.410
1194.874	12.425
1195.417	12.445
1195.879	12.469
1196.284	12.495
1196.646	12.522
1196.974	12.551
1197.279	12.581
1197.564	12.612
1197.836	12.644
1198.098	12.676
1198.355	12.708
1198.609	12.741
1198.865	12.774
1199.123	12.807
1199.388	12.840
1199.662	12.873
1199.946	12.905
1200.244	12.937
1200.558	12.969
1200.889	13.000
1201.241	13.031
1201.615	13.060
1202.013	13.089
1202.438	13.117
1202.891	13.144
1203.374	13.170
1203.887	13.195
1204.433	13.219
1205.012	13.241
1205.624	13.262
1206.268	13.282
1206.944	13.300
1207.650	13.317
1208.384	13.333
1209.144	13.349
1209.926	13.363
1210.728	13.376
1211.545	13.389
1212.373	13.401
1213.209	13.412
1214.050	13.424
1214.891	13.435
1215.731	13.447
1216.566	13.458
1217.395	13.470
1218.215	13.482
1219.026	13.495
1219.826	13.508
1220.615	13.521
1221.393	13.535
1222.158	13.550
1222.910	13.565
1223.650	13.580
1224.377	13.596
1225.090	13.613
1225.791	13.630
1226.477	13.648
1227.150	13.666
1227.810	13.685
1228.456	13.705
1229.091	13.725
1229.714	13.745
1230.327	13.766
1230.931	13.788
1231.530	13.810
1232.124	13.832
1232.718	13.854
1233.315	13.876
1233.919	13.898
1234.535	13.920
1235.169	13.940
1235.829	13.960
1236.524	13.979
1237.267	13.996
1238.074	14.010
1238.966	14.021
1239.971	14.027
1241.125	14.028
1242.474	14.020
1244.073	14.003
1245.984	13.973
1248.269	13.929
1250.977	13.867
1254.124	13.788
1257.672	13.693
1261.520	13.585
1265.512	13.472
1269.465	13.360
1273.211	13.256
1276.631	13.165
1279.672	13.089
1282.335	13.028
1284.659	12.981
1286.697	12.945
1288.505	12.918
1290.132	12.898
1291.616	12.884
1292.984	12.875
1294.257	12.869
1295.447	12.866
1296.562	12.866
1297.609	12.868
1298.592	12.872
1299.516	12.879
1300.384	12.888
1301.201	12.898
1301.973	12.910
1302.704	12.924
1303.400	12.939
1304.066	12.955
1304.708	12.972
1305.330	12.990
1305.936	13.009
1306.530	13.028
1307.117	13.047
1307.698	13.067
1308.277	13.087
1308.854	13.107
1309.433	13.127
1310.014	13.147
1310.597	13.167
1311.184	13.186
1311.776	13.206
1312.373	13.226
1312.975	13.245
1313.583	13.264
1314.199	13.283
1314.823	13.302
1315.457	13.320
1316.102	13.338
1316.760	13.356
1317.434	13.373
1318.126	13.389
1318.838	13.405
1319.574	13.419
1320.338	13.433
1321.133	13.446
1321.965	13.458
1322.840	13.467
1323.769	13.475
1324.763	13.481
1325.843	13.484
1327.036	13.483
1328.385	13.477
1329.948	13.463
1331.810	13.440
1334.081	13.403
1336.893	13.349
1340.385	13.272
1344.660	13.169
1349.724	13.041
1355.427	12.891
1361.442	12.730
1367.338	12.573
1372.705	12.432
1377.270	12.317
1380.942	12.231
1383.773	12.172
1385.894	12.136
1387.459	12.119
1388.608	12.115
1389.453	12.121
1390.081	12.134
1390.556	12.153
1390.921	12.175
1391.209	12.199
1391.442	12.226
1391.635	12.254
1391.799	12.283
1391.941	12.313
1392.067	12.344
1392.181	12.375
1392.286	12.407
1392.383	12.439
1392.476	12.471
1392.564	12.504
1392.650	12.537
1392.733	12.570
1392.815	12.603
1392.896	12.637
1392.977	12.670
1393.058	12.704
1393.141	12.738
1393.224	12.772
1393.309	12.806
1393.397	12.840
1393.488	12.875
1393.583	12.909
1393.681	12.943
1393.786	12.978
1393.896	13.012
1394.013	13.046
1394.139	13.080
1394.274	13.114
1394.420	13.148
1394.579	13.181
1394.753	13.214
1394.943	13.247
1395.153	13.279
1395.384	13.311
1395.640	13.342
1395.924	13.372
1396.239	13.401
1396.590	13.429
1396.979	13.455
1397.411	13.481
1397.889	13.504
1398.417	13.526
1398.997	13.547
1399.631	13.565
1400.321	13.581
1401.064	13.595
1401.860	13.608
1402.703	13.618
1403.588	13.627
1404.507	13.635
1405.450	13.641
1406.408	13.647
1407.370	13.653
1408.326	13.659
1409.268	13.665
1410.189	13.672
1411.086	13.680
1411.958	13.688
1412.805	13.698
1413.635	13.708
1414.456	13.719
1415.281	13.730
1416.126	13.740
1417.011	13.749
1417.961	13.756
1419.002	13.760
1420.164	13.760
1421.479	13.755
1422.977	13.743
1424.682	13.724
1426.611	13.697
1428.760	13.663
1431.111	13.621
1433.620	13.572
1436.225	13.521
1438.851	13.468
1441.422	13.417
1443.877	13.369
1446.169	13.327
1448.278	13.292
1450.206	13.263
1451.975	13.239
1453.618	13.221
1455.179	13.206
1456.706	13.192
1458.248	13.179
1459.854	13.165
1461.572	13.147
1463.447	13.124
1465.517	13.096
1467.810	13.061
1470.340	13.019
1473.102	12.970
1476.069	12.915
1479.192	12.854
1482.404	12.791
1485.625	12.728
1488.780	12.666
1491.798	12.609
1494.629	12.557
1497.242	12.512
1499.623	12.473
1501.775	12.442
1503.709	12.418
1505.444	12.399
1507.000	12.385
1508.397	12.377
1509.655	12.372
1510.791	12.371
1511.819	12.374
1512.753	12.379
1513.604	12.386
1514.380	12.396
1515.091	12.407
1515.743	12.421
1516.344	12.435
1516.899	12.452
1517.413	12.469
1517.891	12.488
1518.338	12.507
1518.756	12.528
1519.150	12.549
1519.523	12.571
1519.877	12.593
1520.216	12.616
1520.541	12.640
1520.855	12.664
1521.159	12.688
1521.456	12.713
1521.747	12.738
1522.033	12.763
1522.316	12.789
1522.596	12.814
1522.875	12.840
1523.153	12.865
1523.433	12.891
1523.713	12.917
1523.996	12.943
1524.281	12.969
1524.569	12.995
1524.861	13.021
1525.157	13.047
1525.458	13.072
1525.764	13.098
1526.075	13.124
1526.392	13.149
1526.716	13.175
1527.045	13.200
1527.381	13.225
1527.724	13.250
1528.073	13.275
1528.431	13.299
1528.796	13.324
1529.169	13.348
1529.550	13.372
1529.941	13.396
1530.342	13.420
1530.753	13.443
1531.175	13.466
1531.610	13.489
1532.059	13.511
1532.524	13.533
1533.005	13.555
1533.505	13.575
1534.027	13.596
1534.571	13.615
