<j>	<Fwlc>
1053.452	13.078
1054.482	13.081
1055.425	13.088
1056.283	13.099
1057.058	13.113
1057.754	13.131
1058.377	13.153
1058.936	13.177
1059.438	13.204
1059.889	13.234
1060.298	13.266
1060.670	13.299
1061.011	13.335
1061.327	13.371
1061.622	13.409
1061.899	13.448
1062.163	13.488
1062.416	13.528
1062.661	13.570
1062.900	13.611
1063.134	13.653
1063.366	13.696
1063.597	13.739
1063.828	13.782
1064.061	13.825
1064.297	13.868
1064.536	13.911
1064.781	13.954
1065.034	13.997
1065.296	14.040
1065.571	14.083
1065.862	14.125
1066.175	14.166
1066.520	14.205
1066.907	14.243
1067.355	14.279
1067.891	14.310
1068.558	14.336
1069.420	14.352
1070.573	14.355
1072.161	14.339
1074.378	14.293
1077.462	14.208
1081.629	14.072
1086.948	13.884
1093.184	13.652
1099.754	13.405
1105.925	13.174
1111.135	12.986
1115.174	12.850
1118.131	12.762
1120.231	12.714
1121.713	12.693
1122.771	12.691
1123.547	12.702
1124.137	12.721
1124.607	12.746
1124.999	12.775
1125.342	12.806
1125.655	12.839
1125.953	12.872
1126.245	12.906
1126.540	12.940
1126.845	12.974
1127.167	13.008
1127.512	13.041
1127.889	13.072
1128.309	13.103
1128.785	13.131
1129.335	13.156
1129.983	13.178
1130.759	13.195
1131.704	13.206
1132.868	13.208
1134.308	13.199
1136.087	13.177
1138.260	13.140
1140.858	13.085
1143.866	13.014
1147.208	12.930
1150.741	12.836
1154.279	12.742
1157.630	12.653
1160.641	12.578
1163.223	12.518
1165.355	12.476
1167.067	12.449
1168.417	12.438
1169.471	12.437
1170.296	12.446
1170.947	12.462
1171.468	12.483
1171.896	12.508
1172.257	12.536
1172.570	12.566
1172.851	12.598
1173.109	12.630
1173.355	12.664
1173.593	12.698
1173.828	12.732
1174.064	12.766
1174.306	12.800
1174.555	12.834
1174.816	12.868
1175.092	12.902
1175.386	12.935
1175.703	12.967
1176.046	12.999
1176.422	13.029
1176.837	13.058
1177.296	13.085
1177.809	13.111
1178.383	13.134
1179.026	13.155
1179.748	13.172
1180.556	13.186
1181.458	13.197
1182.457	13.203
1183.555	13.206
1184.748	13.204
1186.028	13.199
1187.380	13.191
1188.785	13.181
1190.222	13.168
1191.665	13.156
1193.090	13.144
1194.478	13.133
1195.812	13.124
1197.081	13.117
1198.280	13.113
1199.411	13.112
1200.480	13.114
1201.493	13.118
1202.464	13.123
1203.403	13.130
1204.322	13.139
1205.232	13.147
1206.143	13.156
1207.064	13.164
1207.999	13.172
1208.954	13.179
1209.931	13.185
1210.929	13.191
1211.947	13.195
1212.981	13.199
1214.027	13.202
1215.079	13.205
1216.132	13.208
1217.180	13.211
1218.217	13.214
1219.240	13.218
1220.242	13.223
1221.223	13.228
1222.179	13.235
1223.109	13.242
1224.013	13.250
1224.889	13.260
1225.738	13.270
1226.561	13.282
1227.357	13.294
1228.127	13.308
1228.872	13.323
1229.593	13.339
1230.291	13.355
1230.967	13.373
1231.623	13.391
1232.262	13.410
1232.886	13.430
1233.499	13.450
1234.105	13.471
1234.709	13.492
1235.319	13.513
1235.942	13.533
1236.587	13.553
1237.267	13.572
1237.995	13.588
1238.789	13.603
1239.669	13.614
1240.657	13.621
1241.781	13.623
1243.070	13.618
1244.552	13.606
1246.255	13.585
1248.198	13.555
1250.388	13.516
1252.814	13.466
1255.439	13.409
1258.207	13.346
1261.041	13.281
1263.856	13.215
1266.572	13.154
1269.121	13.098
1271.459	13.050
1273.563	13.011
1275.429	12.982
1277.068	12.960
1278.500	12.947
1279.747	12.941
1280.834	12.940
1281.782	12.945
1282.612	12.955
1283.343	12.968
1283.990	12.985
1284.566	13.004
1285.085	13.025
1285.558	13.049
1285.994	13.074
1286.403	13.100
1286.796	13.127
1287.181	13.154
1287.569	13.182
1287.971	13.209
1288.400	13.236
1288.870	13.261
1289.397	13.284
1289.999	13.305
1290.695	13.323
1291.507	13.336
1292.458	13.345
1293.568	13.348
1294.854	13.344
