<j>	<Fwlc>
1073.169	12.252
1073.294	12.291
1073.411	12.331
1073.525	12.371
1073.635	12.412
1073.743	12.452
1073.850	12.493
1073.957	12.535
1074.063	12.576
1074.171	12.618
1074.279	12.660
1074.389	12.702
1074.500	12.744
1074.615	12.787
1074.732	12.829
1074.853	12.872
1074.979	12.915
1075.109	12.958
1075.245	13.000
1075.388	13.043
1075.538	13.086
1075.696	13.128
1075.863	13.171
1076.042	13.213
1076.232	13.255
1076.435	13.296
1076.654	13.337
1076.890	13.378
1077.146	13.417
1077.424	13.456
1077.728	13.494
1078.061	13.531
1078.428	13.567
1078.835	13.601
1079.287	13.633
1079.795	13.663
1080.367	13.689
1081.016	13.713
1081.758	13.732
1082.612	13.747
1083.599	13.755
1084.744	13.756
1086.076	13.749
1087.620	13.732
1089.401	13.705
1091.431	13.666
1093.707	13.616
1096.208	13.555
1098.888	13.487
1101.686	13.413
1104.531	13.337
1107.357	13.262
1110.116	13.190
1112.780	13.123
1115.344	13.062
1117.818	13.005
1120.221	12.951
1122.570	12.901
1124.877	12.853
1127.139	12.808
1129.345	12.764
1131.476	12.724
1133.505	12.688
1135.409	12.656
1137.171	12.630
1138.778	12.610
1140.229	12.596
1141.529	12.588
1142.690	12.585
1143.726	12.587
1144.654	12.594
1145.491	12.604
1146.254	12.618
1146.956	12.634
1147.610	12.652
1148.228	12.671
1148.816	12.692
1149.384	12.714
1149.936	12.736
1150.477	12.759
1151.011	12.782
1151.541	12.806
1152.069	12.830
1152.598	12.854
1153.129	12.877
1153.663	12.901
1154.203	12.925
1154.749	12.948
1155.303	12.971
1155.867	12.994
1156.441	13.017
1157.028	13.039
1157.627	13.060
1158.240	13.082
1158.867	13.102
1159.510	13.122
1160.168	13.142
1160.841	13.160
1161.529	13.179
1162.232	13.196
1162.947	13.213
1163.674	13.230
1164.413	13.246
1165.161	13.262
1165.920	13.277
1166.689	13.292
1167.470	13.306
1168.266	13.320
1169.085	13.333
1169.935	13.345
1170.832	13.356
1171.797	13.363
1172.860	13.368
1174.062	13.367
1175.455	13.359
1177.107	13.341
1179.092	13.311
1181.488	13.265
1184.354	13.201
1187.706	13.119
1191.492	13.020
1195.571	12.909
1199.733	12.794
1203.743	12.685
1207.398	12.588
1210.569	12.508
1213.215	12.448
1215.363	12.407
1217.081	12.382
1218.450	12.371
1219.550	12.369
1220.450	12.375
1221.204	12.387
1221.855	12.403
1222.436	12.422
1222.970	12.443
1223.474	12.465
1223.964	12.488
1224.448	12.511
1224.934	12.534
1225.429	12.557
1225.939	12.580
1226.467	12.602
