<j>	<Fwlc>
1063.029	12.658
1063.361	12.690
1063.642	12.725
1063.885	12.762
1064.102	12.800
1064.300	12.840
1064.485	12.880
1064.660	12.921
1064.828	12.962
1064.993	13.004
1065.156	13.046
1065.318	13.088
1065.482	13.131
1065.648	13.174
1065.819	13.216
1065.995	13.259
1066.179	13.302
1066.372	13.344
1066.577	13.387
1066.795	13.428
1067.030	13.470
1067.286	13.510
1067.568	13.550
1067.881	13.589
1068.235	13.626
1068.639	13.660
1069.108	13.693
1069.662	13.721
1070.329	13.745
1071.146	13.762
1072.166	13.770
1073.458	13.767
1075.118	13.747
1077.260	13.707
1080.011	13.640
1083.484	13.543
1087.720	13.412
1092.634	13.253
1097.979	13.075
1103.381	12.895
1108.452	12.729
1112.905	12.588
1116.617	12.479
1119.603	12.399
1121.962	12.346
1123.818	12.314
1125.292	12.297
1126.483	12.292
1127.471	12.296
1128.313	12.305
1129.054	12.319
1129.725	12.336
1130.353	12.354
1130.956	12.374
1131.551	12.395
1132.151	12.415
1132.768	12.435
1133.414	12.455
1134.099	12.472
1134.836	12.489
1135.636	12.503
1136.511	12.514
1137.474	12.522
1138.538	12.526
1139.716	12.527
1141.021	12.523
1142.460	12.513
1144.042	12.499
1145.766	12.479
1147.627	12.455
1149.610	12.425
1151.693	12.392
1153.846	12.356
1156.033	12.319
1158.217	12.282
1160.360	12.246
1162.430	12.212
1164.403	12.182
1166.264	12.156
1168.005	12.134
1169.628	12.116
1171.140	12.102
1172.553	12.092
1173.880	12.085
1175.137	12.081
1176.337	12.078
1177.492	12.078
1178.614	12.079
1179.709	12.080
1180.785	12.083
1181.843	12.086
1182.884	12.089
1183.906	12.094
1184.907	12.099
1185.882	12.104
1186.827	12.111
1187.737	12.119
1188.606	12.128
1189.432	12.138
1190.213	12.150
1190.945	12.164
1191.629	12.179
1192.265	12.196
1192.855	12.215
1193.401	12.235
1193.906	12.257
1194.372	12.280
1194.804	12.304
1195.205	12.330
1195.579	12.357
1195.928	12.385
1196.256	12.413
1196.567	12.443
1196.862	12.473
1197.145	12.503
1197.417	12.534
1197.682	12.566
1197.940	12.598
1198.194	12.630
1198.446	12.663
1198.696	12.696
1198.948	12.729
1199.201	12.761
1199.457	12.794
1199.719	12.827
1199.987	12.860
1200.264	12.893
1200.550	12.925
1200.848	12.958
1201.160	12.989
1201.487	13.021
1201.833	13.051
1202.201	13.081
1202.592	13.111
1203.009	13.139
1203.457	13.166
1203.938	13.193
1204.456	13.217
1205.014	13.241
1205.614	13.262
1206.260	13.282
1206.955	13.300
1207.700	13.316
1208.495	13.330
1209.342	13.342
1210.241	13.352
1211.190	13.359
1212.190	13.365
1213.239	13.369
1214.338	13.371
