<j>	<Fwlc>
1064.090	12.615
1064.514	12.645
1064.946	12.674
1065.394	12.703
1065.863	12.731
1066.358	12.758
1066.883	12.784
1067.443	12.809
1068.037	12.832
1068.669	12.854
1069.338	12.874
1070.043	12.893
1070.781	12.910
1071.548	12.926
1072.340	12.941
1073.149	12.955
1073.968	12.969
1074.790	12.982
1075.607	12.995
1076.411	13.009
1077.197	13.023
1077.957	13.039
1078.688	13.056
1079.386	13.074
1080.049	13.094
1080.676	13.115
1081.267	13.138
1081.824	13.162
1082.346	13.188
1082.837	13.216
1083.299	13.245
1083.734	13.275
1084.143	13.306
1084.530	13.339
1084.896	13.373
1085.243	13.407
1085.574	13.443
1085.889	13.480
1086.190	13.517
1086.478	13.555
1086.754	13.594
1087.019	13.634
1087.275	13.674
1087.522	13.715
1087.760	13.756
1087.990	13.798
1088.214	13.841
1088.432	13.884
1088.644	13.927
1088.851	13.971
1089.055	14.016
1089.256	14.061
1089.456	14.106
1089.656	14.151
1089.859	14.197
1090.070	14.242
1090.293	14.288
1090.538	14.332
1090.818	14.375
1091.157	14.416
1091.591	14.453
1092.176	14.483
1093.006	14.502
1094.218	14.504
1096.013	14.479
1098.649	14.415
1102.389	14.300
1107.368	14.127
1113.406	13.903
1119.915	13.655
1126.094	13.419
1131.301	13.227
1135.299	13.090
1138.197	13.004
1140.260	12.956
1141.761	12.935
1142.915	12.930
1143.874	12.935
1144.737	12.945
1145.570	12.957
1146.414	12.969
1147.297	12.980
1148.237	12.988
1149.245	12.994
1150.329	12.997
1151.489	12.997
1152.725	12.994
1154.030	12.988
1155.395	12.980
1156.810	12.969
1158.263	12.957
1159.742	12.943
1161.239	12.929
1162.750	12.914
1164.276	12.899
1165.821	12.883
1167.395	12.867
1169.013	12.849
1170.688	12.829
1172.434	12.806
1174.262	12.781
1176.174	12.753
1178.165	12.722
1180.223	12.688
1182.324	12.653
1184.441	12.616
1186.545	12.581
1188.607	12.546
1190.606	12.515
1192.529	12.485
1194.371	12.459
1196.135	12.436
1197.831	12.416
1199.472	12.398
1201.070	12.382
1202.636	12.367
1204.177	12.353
1205.697	12.339
1207.192	12.327
1208.655	12.316
1210.077	12.306
1211.446	12.297
1212.748	12.291
1213.972	12.287
1215.111	12.287
1216.158	12.289
1217.111	12.294
1217.971	12.303
1218.743	12.315
1219.431	12.329
1220.046	12.347
1220.593	12.367
1221.085	12.388
1221.528	12.412
1221.934	12.437
1222.311	12.464
1222.667	12.491
1223.013	12.519
1223.356	12.547
1223.706	12.576
1224.071	12.604
1224.463	12.631
1224.890	12.657
1225.365	12.682
1225.899	12.704
1226.506	12.725
1227.200	12.742
1227.994	12.756
1228.901	12.766
1229.935	12.771
1231.103	12.772
1232.411	12.768
1233.856	12.758
1235.430	12.744
1237.115	12.726
1238.888	12.704
1240.718	12.680
1242.575	12.654
1244.425	12.629
1246.243	12.605
1248.007	12.582
1249.704	12.562
1251.329	12.544
1252.883	12.529
1254.373	12.516
1255.807	12.506
1257.196	12.497
1258.548	12.489
1259.871	12.483
1261.172	12.477
1262.453	12.472
1263.714	12.468
1264.953	12.465
1266.168	12.462
1267.354	12.460
1268.505	12.459
1269.616	12.460
1270.683	12.462
1271.703	12.466
1272.672	12.471
1273.589	12.478
1274.454	12.487
1275.266	12.497
1276.028	12.509
1276.741	12.523
1277.408	12.539
1278.031	12.556
1278.613	12.574
1279.157	12.594
1279.667	12.615
1280.144	12.638
1280.592	12.661
1281.013	12.686
1281.410	12.711
1281.784	12.737
1282.138	12.765
1282.474	12.792
1282.793	12.821
1283.097	12.850
1283.389	12.880
1283.668	12.910
1283.938	12.941
1284.199	12.973
1284.452	13.004
1284.700	13.036
1284.943	13.069
1285.182	13.101
1285.419	13.134
1285.656	13.167
1285.892	13.200
1286.130	13.234
1286.371	13.267
1286.616	13.300
1286.866	13.334
1287.122	13.367
1287.386	13.400
1287.659	13.433
1287.941	13.465
1288.234	13.498
1288.539	13.530
1288.857	13.561
1289.188	13.592
1289.535	13.623
1289.897	13.653
1290.274	13.683
1290.669	13.712
1291.081	13.741
1291.510	13.769
1291.959	13.796
1292.427	13.822
1292.916	13.848
1293.429	13.873
1293.969	13.897
1294.542	13.919
1295.155	13.941
1295.820	13.960
1296.554	13.977
1297.379	13.990
1298.325	13.999
1299.431	14.001
1300.746	13.996
1302.324	13.980
1304.222	13.953
1306.485	13.911
1309.135	13.853
1312.144	13.782
1315.431	13.699
1318.855	13.610
1322.242	13.521
1325.423	13.440
1328.264	13.371
1330.694	13.317
1332.699	13.280
1334.310	13.257
1335.581	13.248
1336.576	13.250
1337.353	13.260
1337.967	13.277
1338.458	13.298
1338.862	13.324
1339.204	13.352
1339.503	13.382
1339.775	13.413
1340.032	13.445
1340.282	13.477
1340.533	13.510
1340.793	13.543
1341.068	13.575
1341.363	13.606
1341.687	13.637
1342.044	13.667
1342.445	13.695
1342.897	13.721
1343.410	13.745
1343.995	13.767
1344.663	13.785
1345.425	13.800
1346.294	13.811
1347.280	13.818
1348.390	13.820
1349.630	13.817
1351.001	13.808
1352.497	13.795
1354.108	13.777
1355.818	13.755
1357.606	13.730
1359.450	13.703
1361.328	13.674
1363.219	13.645
1365.106	13.616
1366.976	13.588
1368.822	13.560
1370.637	13.534
1372.416	13.509
1374.153	13.486
1375.843	13.465
1377.475	13.446
1379.041	13.429
1380.531	13.414
1381.933	13.403
1383.240	13.395
1384.445	13.391
1385.547	13.391
1386.543	13.394
1387.439	13.401
1388.238	13.411
1388.948	13.425
1389.578	13.442
1390.135	13.461
1390.628	13.483
1391.067	13.507
1391.459	13.533
1391.811	13.560
1392.131	13.589
1392.425	13.619
1392.697	13.650
1392.953	13.682
1393.197	13.714
1393.432	13.747
1393.663	13.780
1393.892	13.814
1394.123	13.847
1394.358	13.881
1394.600	13.914
1394.852	13.947
1395.118	13.980
1395.399	14.012
1395.700	14.044
1396.025	14.075
1396.378	14.105
1396.764	14.134
1397.190	14.161
1397.662	14.187
1398.189	14.211
1398.780	14.232
1399.448	14.251
1400.205	14.266
1401.067	14.277
1402.047	14.284
1403.161	14.285
1404.424	14.281
1405.844	14.270
1407.424	14.253
1409.158	14.230
1411.025	14.202
1412.996	14.169
1415.025	14.133
1417.064	14.097
1419.059	14.062
1420.961	14.030
1422.731	14.003
1424.344	13.982
1425.786	13.967
1427.055	13.959
1428.161	13.957
1429.117	13.961
1429.941	13.971
1430.652	13.984
1431.269	14.002
1431.807	14.023
1432.282	14.046
1432.708	14.072
1433.097	14.099
1433.457	14.127
1433.797	14.157
1434.126	14.187
1434.448	14.217
1434.769	14.248
1435.094	14.278
1435.429	14.309
1435.775	14.339
1436.138	14.368
1436.519	14.397
1436.923	14.425
1437.350	14.453
1437.804	14.479
1438.286	14.504
1438.796	14.529
1439.337	14.552
1439.906	14.574
1440.506	14.594
1441.134	14.614
1441.791	14.632
1442.477	14.650
1443.192	14.666
1443.940	14.680
1444.725	14.694
1445.557	14.705
1446.452	14.715
1447.433	14.721
1448.537	14.722
1449.814	14.717
1451.336	14.704
1453.196	14.677
1455.507	14.634
1458.390	14.570
1461.948	14.481
1466.226	14.365
1471.163	14.226
1476.574	14.069
1482.183	13.905
1487.711	13.746
1492.964	13.599
1497.882	13.467
1502.524	13.348
1507.009	13.238
1511.457	13.133
1515.940	13.029
1520.459	12.925
1524.945	12.823
1529.282	12.726
1533.343	12.638
1537.024	12.561
1540.266	12.497
1543.056	12.446
1545.421	12.408
1547.409	12.381
1549.078	12.364
1550.486	12.354
1551.685	12.351
1552.715	12.353
1553.612	12.358
1554.401	12.367
1555.103	12.378
1555.732	12.392
1556.300	12.407
1556.816	12.424
1557.285	12.442
1557.715	12.461
1558.108	12.482
1558.470	12.503
1558.802	12.525
1559.109	12.548
1559.393	12.572
1559.658	12.597
1559.907	12.622
1560.144	12.647
1560.374	12.673
1560.605	12.699
1560.847	12.725
1561.113	12.751
1561.427	12.775
1561.822	12.798
1562.348	12.817
1563.082	12.832
1564.139	12.839
1565.682	12.833
1567.938	12.809
1571.189	12.761
1575.730	12.679
1581.770	12.558
1589.266	12.399
1597.787	12.213
