<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.017
314.829	10.045
315.349	9.009
315.820	8.050
316.249	7.275
316.644	6.755
317.021	6.541
317.397	6.686
317.794	7.279
318.240	8.490
318.779	10.642
319.474	14.290
320.426	20.245
321.782	29.246
323.696	40.866
326.226	52.126
329.197	58.884
332.273	61.020
335.252	63.458
338.214	70.299
341.353	80.673
344.741	89.712
348.236	92.569
351.579	88.104
354.559	78.541
357.082	66.697
359.146	54.579
360.793	43.492
362.086	34.238
363.099	27.145
363.905	22.139
364.569	18.905
365.145	17.055
365.673	16.234
366.186	16.169
366.705	16.670
367.248	17.619
367.831	18.956
368.464	20.658
369.162	22.713
369.935	25.091
370.793	27.713
371.743	30.409
372.784	32.914
373.907	34.889
375.088	36.002
376.295	36.049
377.493	35.045
378.647	33.234
379.734	31.016
380.746	28.805
381.685	26.937
382.567	25.607
383.410	24.890
384.236	24.770
385.063	25.176
385.911	26.017
386.791	27.198
387.714	28.634
388.688	30.258
389.718	32.045
390.807	34.046
391.962	36.419
393.194	39.477
394.525	43.687
395.989	49.578
397.639	57.483
399.524	67.051
401.675	76.734
404.060	83.755
406.562	85.238
409.003	80.110
411.208	70.055
413.078	58.378
414.606	48.071
415.854	40.786
416.915	36.991
417.887	36.545
418.859	39.136
419.909	44.452
421.108	52.105
422.509	61.446
424.146	71.292
426.014	79.888
428.060	85.212
430.185	85.750
432.263	81.242
434.182	72.826
435.865	62.417
437.286	51.836
438.455	42.304
439.406	34.349
440.180	28.038
440.816	23.177
441.346	19.505
441.797	16.760
442.189	14.723
442.539	13.227
442.858	12.147
443.156	11.403
443.439	10.941
443.716	10.744
443.993	10.819
444.276	11.205
444.574	11.972
444.899	13.229
445.264	15.126
445.689	17.857
446.199	21.639
446.824	26.687
447.602	33.103
448.570	40.743
449.758	49.019
451.173	56.783
452.787	62.506
454.525	64.826
456.285	63.278
457.965	58.614
459.491	52.430
460.839	46.371
462.025	41.548
463.088	38.405
464.076	36.867
465.030	36.571
465.981	37.043
466.947	37.790
467.933	38.376
468.933	38.468
469.934	37.877
470.916	36.573
471.862	34.671
472.757	32.393
473.594	30.002
474.371	27.763
475.093	25.916
475.772	24.675
476.425	24.266
477.075	24.979
477.754	27.247
478.505	31.763
479.394	39.583
480.513	52.173
481.992	71.144
483.991	97.187
486.654	127.821
490.008	155.228
493.848	168.100
497.736	159.771
501.203	134.632
503.981	103.796
506.053	76.221
507.548	55.348
508.628	40.863
509.428	31.175
510.044	24.721
510.538	20.354
510.950	17.317
511.305	15.134
511.620	13.513
511.905	12.275
512.167	11.309
512.412	10.541
512.643	9.927
512.865	9.437
513.078	9.051
513.285	8.757
513.489	8.546
513.690	8.416
513.892	8.366
514.095	8.397
514.302	8.518
514.515	8.741
514.737	9.080
514.972	9.562
515.223	10.224
515.495	11.120
515.796	12.324
516.134	13.950
516.524	16.154
516.981	19.152
517.530	23.230
518.204	28.726
519.043	35.963
520.097	45.087
521.414	55.759
523.023	66.798
524.911	76.043
527.000	80.896
529.151	79.591
531.197	72.341
533.002	61.269
534.496	49.132
535.677	38.049
536.587	29.054
537.283	22.310
537.822	17.537
538.251	14.323
538.607	12.286
538.920	11.127
539.209	10.642
539.491	10.701
539.780	11.232
540.090	12.215
540.433	13.667
540.823	15.656
541.276	18.331
541.813	21.994
542.465	27.262
543.284	35.368
544.358	48.639
545.847	70.953
548.010	107.107
551.195	158.411
555.646	212.689
561.109	240.337
566.653	219.172
571.229	163.554
574.407	105.679
576.378	63.259
577.540	37.225
578.224	22.603
578.645	14.718
578.925	10.534
579.131	8.337
579.298	7.216
579.446	6.702
579.587	6.563
579.727	6.691
579.873	7.040
580.029	7.604
580.201	8.397
580.393	9.447
580.612	10.787
580.867	12.458
581.165	14.494
581.515	16.915
581.928	19.718
582.414	22.852
582.980	26.201
583.632	29.573
584.369	32.703
585.184	35.276
586.060	36.989
586.975	37.633
587.902	37.161
588.814	35.726
589.687	33.656
590.509	31.391
591.277	29.405
592.001	28.150
592.701	28.034
593.407	29.430
594.160	32.679
595.007	38.061
596.002	45.678
597.200	55.234
598.639	65.749
600.329	75.393
602.226	81.780
604.229	82.876
606.201	78.114
608.010	68.772
609.567	57.250
610.843	45.870
611.857	36.131
612.656	28.619
613.293	23.314
613.819	19.936
614.277	18.172
614.703	17.791
615.129	18.687
615.586	20.873
616.106	24.468
616.724	29.647
617.480	36.547
618.416	45.122
619.570	54.926
620.962	64.899
622.584	73.373
624.380	78.445
626.254	78.780
628.089	74.328
629.782	66.400
631.266	57.008
632.526	47.988
633.582	40.527
634.477	35.122
635.259	31.830
635.977	30.514
636.675	31.013
637.396	33.225
638.177	37.105
639.057	42.610
640.073	49.587
641.255	57.626
642.620	65.918
644.166	73.223
645.856	78.073
647.623	79.241
649.381	76.267
651.038	69.696
652.526	60.843
653.808	51.237
654.878	42.127
655.755	34.258
656.469	27.910
657.054	23.050
657.542	19.496
657.960	17.018
658.330	15.405
658.670	14.488
658.996	14.148
659.318	14.309
659.650	14.938
660.001	16.037
660.384	17.641
660.810	19.812
661.295	22.641
661.854	26.237
662.507	30.726
663.276	36.228
664.186	42.843
665.262	50.617
666.530	59.522
668.011	69.434
669.720	80.158
671.665	91.460
673.845	103.103
676.254	114.814
678.873	126.175
681.676	136.496
684.622	144.772
687.652	149.908
690.691	151.092
693.660	148.088
696.485	141.294
699.110	131.520
701.497	119.720
703.628	106.808
705.500	93.626
707.121	80.914
708.510	69.305
709.693	59.290
710.705	51.209
711.581	45.282
712.361	41.631
713.085	40.342
713.795	41.504
714.535	45.228
715.350	51.613
716.288	60.687
717.394	72.252
718.709	85.685
720.259	99.769
722.043	112.672
724.026	122.240
726.137	126.654
728.279	125.155
730.353	118.430
732.280	108.291
734.018	96.946
735.558	86.266
736.921	77.413
738.142	70.837
739.261	66.466
740.314	63.931
741.329	62.736
742.328	62.378
743.322	62.385
744.317	62.378
745.312	62.075
746.301	61.306
747.277	60.017
748.231	58.261
749.156	56.174
750.049	53.941
750.907	51.771
751.732	49.858
752.529	48.365
753.305	47.399
754.068	47.011
754.829	47.194
755.596	47.877
756.378	48.940
757.179	50.213
758.003	51.486
758.849	52.541
759.713	53.171
760.588	53.207
761.463	52.541
762.326	51.144
763.166	49.074
763.971	46.463
764.734	43.497
765.449	40.376
766.114	37.310
766.731	34.478
767.304	32.023
767.839	30.060
768.345	28.680
768.832	27.951
769.311	27.940
769.795	28.727
770.298	30.424
770.837	33.200
771.430	37.305
772.103	43.089
772.886	51.047
773.820	61.813
774.954	76.117
776.349	94.605
778.075	117.481
780.193	143.884
782.740	171.190
785.693	194.881
788.951	209.592
792.331	211.412
795.620	200.104
798.631	179.252
801.256	154.185
803.469	129.603
805.304	108.330
806.826	91.370
808.108	78.558
809.211	69.211
810.185	62.521
811.068	57.780
811.889	54.424
812.665	52.029
813.410	50.281
814.133	48.975
814.840	47.970
815.535	47.173
816.221	46.520
816.900	45.966
817.573	45.483
818.242	45.056
818.907	44.668
819.568	44.294
820.227	43.922
820.882	43.541
821.533	43.149
822.181	42.751
822.826	42.379
823.467	42.113
824.108	42.098
824.750	42.584
825.405	43.988
826.086	46.997
826.820	52.706
827.651	62.821
828.654	79.863
829.939	107.268
831.668	148.909
834.051	207.271
837.305	279.347
841.543	351.482
846.624	399.371
852.070	400.646
857.214	353.199
861.514	277.520
864.757	199.627
867.029	135.525
868.549	89.377
869.546	58.752
870.203	39.383
870.646	27.468
870.959	20.241
871.193	15.895
871.379	13.287
871.537	11.733
871.679	10.819
871.811	10.298
871.938	10.021
872.063	9.905
872.188	9.895
872.314	9.961
872.443	10.083
872.573	10.249
872.708	10.450
872.846	10.685
872.988	10.949
873.135	11.240
873.288	11.559
873.446	11.907
873.610	12.283
873.781	12.692
873.959	13.134
874.145	13.617
874.339	14.145
874.543	14.728
874.756	15.376
874.981	16.107
875.219	16.940
