<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.778
314.264	11.017
314.829	10.047
315.349	9.018
315.821	8.077
316.251	7.358
316.653	7.015
317.048	7.354
317.483	9.241
318.069	15.300
319.117	33.086
321.446	79.429
326.592	161.447
334.798	199.192
342.180	130.398
346.098	59.143
347.763	28.030
348.574	18.559
349.143	16.960
349.687	18.103
350.281	20.295
350.956	22.878
351.721	25.435
352.574	27.572
353.499	28.910
354.464	29.180
355.435	28.321
356.372	26.524
357.247	24.186
358.045	21.789
358.767	19.805
359.430	18.644
360.063	18.687
360.711	20.362
361.431	24.223
362.305	30.948
363.431	41.107
364.924	54.487
366.868	68.993
369.242	80.042
371.862	82.481
374.416	74.744
376.618	60.549
378.338	45.611
379.609	33.698
380.546	25.827
381.271	21.462
381.886	19.663
382.462	19.605
383.047	20.682
383.674	22.460
384.361	24.588
385.120	26.760
385.948	28.694
386.837	30.166
387.770	31.053
388.730	31.390
389.698	31.370
390.665	31.321
391.632	31.626
392.611	32.655
393.626	34.692
394.707	37.865
395.890	42.086
397.200	46.972
398.650	51.817
400.228	55.676
401.895	57.630
403.585	57.169
405.228	54.433
406.764	50.168
408.160	45.388
409.412	40.988
410.539	37.550
411.572	35.301
412.547	34.213
413.496	34.103
414.447	34.708
415.418	35.737
416.419	36.910
417.453	37.991
418.515	38.801
419.597	39.253
420.689	39.328
421.779	39.078
422.859	38.564
423.922	37.858
424.964	36.979
425.981	35.930
426.967	34.674
427.919	33.184
428.830	31.446
429.693	29.493
430.504	27.392
431.260	25.251
431.959	23.197
432.605	21.363
433.204	19.880
433.768	18.874
434.311	18.470
434.849	18.809
435.406	20.059
436.009	22.424
436.694	26.148
437.502	31.458
438.480	38.465
439.677	46.955
441.127	56.122
442.833	64.458
444.746	69.985
446.764	71.134
448.752	67.616
450.590	60.660
452.202	52.257
453.570	44.183
454.719	37.468
455.694	32.437
456.542	28.985
457.307	26.822
458.021	25.630
458.711	25.131
459.394	25.089
460.080	25.324
460.779	25.707
461.492	26.158
462.222	26.670
462.970	27.325
463.740	28.317
464.544	30.004
465.402	32.950
466.352	38.009
467.458	46.377
468.814	59.491
470.548	78.512
472.803	102.956
475.668	128.647
479.077	147.086
482.747	149.644
486.250	134.742
489.233	109.478
491.559	83.251
493.286	61.794
494.555	46.536
495.512	36.589
496.271	30.503
496.911	27.019
497.486	25.252
498.030	24.629
498.568	24.793
499.116	25.537
499.685	26.726
500.286	28.277
500.928	30.119
501.615	32.179
502.354	34.364
503.146	36.554
503.990	38.599
504.883	40.324
505.816	41.553
506.777	42.135
507.749	41.970
508.716	41.037
509.659	39.405
510.563	37.216
511.417	34.662
512.213	31.943
512.948	29.251
513.624	26.741
514.245	24.532
514.820	22.712
515.356	21.357
515.866	20.552
516.362	20.420
516.863	21.158
517.389	23.087
517.973	26.724
518.659	32.843
519.514	42.522
520.630	57.038
522.128	77.381
524.135	103.074
526.741	130.455
529.908	152.031
533.413	159.527
536.889	149.987
539.992	128.442
542.545	103.586
544.551	81.912
546.117	65.872
547.373	55.189
548.429	48.595
549.364	44.795
550.232	42.790
551.066	41.889
551.886	41.630
552.706	41.696
553.529	41.866
554.358	41.973
555.191	41.898
556.024	41.567
556.853	40.948
557.670	40.051
558.471	38.926
559.251	37.657
560.007	36.344
560.741	35.089
561.452	33.992
562.144	33.130
562.822	32.550
563.493	32.268
564.162	32.269
564.835	32.509
565.517	32.920
566.212	33.420
566.920	33.925
567.643	34.364
568.377	34.696
569.121	34.930
569.872	35.134
570.631	35.461
571.400	36.142
572.188	37.513
573.011	40.011
573.895	44.180
574.877	50.646
576.009	60.034
577.353	72.762
578.974	88.662
580.927	106.473
583.226	123.499
585.821	136.010
588.588	140.713
591.353	136.596
593.949	125.613
596.272	111.492
598.293	97.826
600.043	86.861
601.587	79.411
602.995	75.339
604.330	74.074
605.643	74.939
606.969	77.279
608.333	80.492
609.748	83.995
611.215	87.209
612.728	89.562
614.270	90.544
615.814	89.776
617.331	87.092
618.789	82.586
620.161	76.588
621.425	69.594
622.567	62.150
623.584	54.762
624.479	47.820
625.262	41.580
625.944	36.165
626.540	31.601
627.065	27.843
627.530	24.804
627.948	22.387
628.329	20.487
628.682	19.008
629.012	17.866
629.325	16.992
629.627	16.324
629.920	15.817
630.206	15.432
630.489	15.140
630.769	14.919
631.048	14.754
631.326	14.634
631.606	14.557
631.886	14.525
632.169	14.554
632.456	14.672
632.747	14.931
633.048	15.424
633.362	16.312
633.699	17.872
634.074	20.575
634.513	25.226
635.061	33.153
635.794	46.465
636.832	68.205
638.360	101.916
640.620	149.533
643.844	206.490
648.084	256.502
653.013	275.966
657.932	253.073
662.142	200.701
665.309	143.145
667.495	96.526
668.946	64.683
669.917	44.982
670.598	33.481
671.113	27.011
671.535	23.494
671.908	21.681
672.257	20.863
672.597	20.644
672.937	20.807
673.284	21.232
673.641	21.852
674.012	22.629
674.399	23.540
674.805	24.569
675.232	25.704
675.683	26.930
676.158	28.231
676.660	29.589
677.189	30.974
677.746	32.349
678.331	33.669
678.942	34.877
679.578	35.913
680.235	36.712
680.909	37.209
681.594	37.352
682.283	37.101
682.969	36.442
683.645	35.383
684.302	33.962
684.935	32.235
685.537	30.279
686.104	28.176
686.635	26.009
687.127	23.857
687.580	21.782
687.997	19.838
688.380	18.060
688.730	16.475
689.053	15.098
689.352	13.937
689.631	13.001
689.894	12.298
690.146	11.843
690.392	11.667
690.638	11.820
690.891	12.391
691.160	13.535
691.460	15.517
691.811	18.785
692.243	24.108
692.807	32.797
693.588	47.010
694.718	70.045
696.403	106.108
698.921	158.249
702.552	222.677
707.377	281.753
713.024	307.987
718.684	287.186
723.564	233.963
727.315	175.030
730.024	126.987
731.956	93.276
733.370	71.146
734.451	56.875
735.322	47.610
736.057	41.527
736.703	37.526
737.293	34.975
737.847	33.491
738.383	32.846
738.912	32.916
739.448	33.630
739.999	34.970
740.576	36.956
741.191	39.653
741.855	43.160
742.582	47.606
743.387	53.145
744.289	59.927
745.309	68.060
746.467	77.541
747.783	88.168
749.273	99.461
750.939	110.594
752.772	120.455
754.740	127.828
756.798	131.704
758.883	131.602
760.932	127.738
762.890	120.956
764.721	112.461
766.404	103.483
767.941	95.028
769.345	87.772
770.638	82.098
771.846	78.147
772.998	75.913
774.117	75.301
775.229	76.135
776.355	78.187
777.511	81.156
778.711	84.648
779.959	88.191
781.256	91.259
782.593	93.309
783.951	93.893
785.310	92.727
786.643	89.748
787.927	85.144
789.137	79.281
790.259	72.643
791.284	65.741
792.211	59.011
793.043	52.809
793.789	47.346
794.460	42.733
795.069	38.996
795.628	36.108
796.149	34.005
796.643	32.599
797.121	31.798
797.590	31.518
798.060	31.674
798.535	32.191
799.021	32.992
799.523	34.011
800.043	35.187
800.584	36.469
801.148	37.814
801.735	39.196
802.347	40.611
802.983	42.082
803.645	43.670
804.334	45.472
805.054	47.624
805.812	50.298
806.615	53.698
807.476	58.035
808.409	63.484
809.432	70.131
810.563	77.918
811.818	86.546
813.206	95.413
814.727	103.623
816.364	110.080
818.083	113.726
819.837	113.836
821.570	110.279
823.228	103.588
824.768	94.828
826.166	85.313
827.416	76.319
828.533	68.875
829.541	63.788
830.481	61.685
831.396	63.138
832.342	68.815
833.383	79.641
834.596	96.855
836.076	121.998
837.935	156.584
840.299	201.354
843.287	254.888
846.972	311.902
851.325	362.608
856.174	394.999
861.212	400.442
866.088	378.531
870.505	336.875
874.299	286.351
877.437	236.074
879.975	191.338
882.005	154.152
883.627	124.511
884.932	101.498
885.995	83.941
886.876	70.729
887.620	60.898
888.265	53.676
888.836	48.439
889.354	44.697
889.836	42.088
890.293	40.315
890.733	39.152
891.163	38.421
891.588	37.989
892.011	37.746
892.433	37.603
892.856	37.490
893.280	37.354
893.705	37.153
894.130	36.850
894.553	36.430
894.974	35.876
895.390	35.184
895.800	34.361
896.203	33.415
896.596	32.363
896.979	31.228
