<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.016
314.829	10.044
315.349	9.009
315.820	8.050
316.249	7.275
316.644	6.758
317.021	6.559
317.398	6.751
317.800	7.490
318.263	9.138
318.851	12.543
319.692	19.582
321.040	33.803
323.344	59.015
327.066	89.987
331.933	103.115
336.581	85.700
339.954	59.256
342.150	41.668
343.688	33.455
344.940	30.355
346.087	29.216
347.193	28.323
348.260	26.892
349.266	24.743
350.188	22.082
351.008	19.281
351.726	16.702
352.352	14.591
352.907	13.064
353.411	12.143
353.890	11.811
354.366	12.068
354.863	12.985
355.410	14.770
356.045	17.852
356.828	22.983
357.851	31.248
359.248	43.690
361.173	60.004
363.716	76.346
366.749	85.072
369.870	80.443
372.605	65.181
374.698	47.403
376.173	32.912
377.187	23.101
377.904	17.070
378.444	13.542
378.882	11.551
379.265	10.502
379.621	10.058
379.970	10.038
380.326	10.345
380.700	10.920
381.102	11.726
381.540	12.720
382.023	13.848
382.555	15.029
383.137	16.156
383.768	17.102
384.438	17.738
385.136	17.972
385.844	17.775
386.545	17.215
387.227	16.453
387.883	15.733
388.516	15.364
389.143	15.727
389.800	17.309
390.540	20.745
391.446	26.810
392.632	36.131
394.221	48.383
396.292	60.962
398.777	68.762
401.406	67.294
403.817	57.167
405.761	43.555
407.195	31.352
408.216	22.529
408.954	16.895
409.518	13.554
409.981	11.671
410.390	10.674
410.772	10.231
411.147	10.186
411.527	10.518
411.928	11.340
412.371	12.932
412.888	15.839
413.538	20.985
414.418	29.760
415.679	43.692
417.512	62.978
420.059	83.477
423.220	95.368
426.537	90.114
429.420	70.602
431.539	47.892
432.924	29.925
433.779	18.317
434.306	11.615
434.648	7.989
434.890	6.138
435.083	5.295
435.256	5.057
435.427	5.241
435.610	5.797
435.818	6.776
436.067	8.326
436.381	10.729
436.796	14.457
437.366	20.250
438.177	29.142
439.349	42.203
441.028	59.605
443.330	78.789
446.217	93.314
449.408	96.107
452.464	86.220
455.045	70.054
457.062	54.987
458.621	44.587
459.888	39.038
461.009	37.110
462.086	37.348
463.175	38.453
464.296	39.336
465.436	39.196
466.562	37.619
467.633	34.625
468.610	30.607
469.469	26.132
470.201	21.742
470.810	17.828
471.314	14.589
471.730	12.073
472.079	10.238
472.381	9.007
472.652	8.302
472.907	8.069
473.162	8.290
473.430	8.987
473.728	10.229
474.075	12.131
474.494	14.847
475.015	18.543
475.674	23.339
476.507	29.195
477.548	35.766
478.812	42.329
480.284	47.947
481.917	52.047
483.652	55.227
485.463	59.819
487.410	69.778
489.675	89.728
492.552	122.302
496.324	162.593
500.993	193.766
506.060	196.692
510.737	170.653
514.497	133.476
517.300	101.095
519.373	78.327
520.965	63.463
522.255	53.593
523.344	46.615
524.295	41.369
525.141	37.294
525.908	34.132
526.614	31.738
527.275	29.998
527.904	28.803
528.513	28.044
529.112	27.616
529.705	27.421
530.299	27.372
530.896	27.394
531.497	27.435
532.103	27.462
532.714	27.461
533.328	27.446
533.945	27.455
534.567	27.552
535.195	27.824
535.834	28.372
536.490	29.306
537.173	30.730
537.895	32.727
538.668	35.329
539.507	38.490
540.424	42.050
541.427	45.723
542.515	49.123
543.679	51.828
544.900	53.513
546.151	54.094
547.407	53.840
548.648	53.391
549.876	53.659
551.109	55.670
552.390	60.377
553.783	68.379
555.358	79.571
557.177	92.699
559.262	105.113
561.570	113.193
563.984	113.804
566.336	106.062
568.463	91.936
570.261	75.044
571.705	58.770
572.824	45.153
573.683	34.845
574.349	27.634
574.883	22.962
575.333	20.244
575.736	19.005
576.122	18.914
576.512	19.765
576.926	21.445
577.381	23.902
577.894	27.104
578.481	31.004
579.157	35.500
579.934	40.383
580.820	45.318
581.813	49.838
582.900	53.388
584.058	55.443
585.252	55.648
586.440	53.935
587.582	50.554
588.645	46.005
589.608	40.884
590.461	35.746
591.208	31.004
591.858	26.902
592.425	23.539
592.925	20.913
593.375	18.967
593.787	17.624
594.176	16.808
594.551	16.464
594.923	16.559
595.303	17.088
595.701	18.079
596.127	19.595
596.594	21.743
597.119	24.687
597.722	28.658
598.428	33.963
599.271	40.977
600.292	50.092
601.539	61.570
603.065	75.264
604.907	90.248
607.073	104.559
609.516	115.450
612.128	120.472
614.762	118.900
617.281	112.383
619.599	104.210
621.709	97.863
623.671	95.948
625.584	99.819
627.567	109.584
629.727	123.993
632.136	140.231
634.799	154.080
637.643	161.030
640.521	158.223
643.258	146.003
645.711	127.634
647.807	107.439
649.543	88.929
650.967	73.981
652.149	63.056
653.159	55.792
654.057	51.490
654.892	49.425
655.699	48.969
656.502	49.621
657.321	50.994
658.165	52.795
659.042	54.793
659.953	56.812
660.898	58.702
661.875	60.342
662.879	61.621
663.903	62.447
664.940	62.733
665.980	62.410
667.013	61.431
668.028	59.775
669.014	57.462
669.961	54.551
670.859	51.140
671.701	47.364
672.482	43.376
673.197	39.337
673.848	35.401
674.436	31.707
674.965	28.378
675.441	25.521
675.873	23.241
676.269	21.659
676.643	20.942
677.010	21.343
677.390	23.274
677.811	27.404
678.316	34.803
678.968	47.128
679.860	66.760
681.131	96.657
682.963	139.374
685.565	194.382
689.084	253.792
693.473	300.223
698.371	313.950
703.182	288.174
707.352	235.592
710.613	177.004
712.991	127.020
714.671	90.380
715.861	65.788
716.729	50.042
717.395	40.163
717.935	33.970
718.396	30.031
718.809	27.452
719.190	25.688
719.549	24.411
719.894	23.420
720.228	22.595
720.552	21.864
720.868	21.185
721.177	20.533
721.480	19.901
721.775	19.286
722.063	18.694
722.344	18.133
722.620	17.616
722.890	17.157
723.155	16.770
723.417	16.471
723.677	16.278
723.935	16.206
724.196	16.272
724.460	16.491
724.730	16.880
725.009	17.454
725.301	18.223
725.609	19.202
725.936	20.396
726.287	21.804
726.665	23.419
727.075	25.218
727.519	27.169
728.001	29.220
728.522	31.298
729.083	33.313
729.682	35.162
730.317	36.732
730.981	37.914
731.668	38.617
732.370	38.783
733.075	38.394
733.773	37.481
734.456	36.117
735.115	34.419
735.744	32.523
736.341	30.583
736.905	28.754
737.438	27.182
737.945	26.008
738.435	25.369
738.918	25.409
739.406	26.279
739.919	28.155
740.474	31.227
741.096	35.681
741.814	41.681
742.657	49.287
743.657	58.344
744.839	68.355
746.214	78.379
747.774	87.065
749.483	92.902
751.274	94.704
753.066	92.061
754.778	85.559
756.344	76.530
757.728	66.550
758.921	56.967
759.940	48.662
760.811	42.063
761.568	37.276
762.245	34.250
762.873	32.899
763.485	33.194
764.110	35.214
764.783	39.204
765.540	45.594
766.429	55.041
767.509	68.423
768.855	86.723
770.554	110.695
772.700	140.201
775.367	173.168
778.569	204.803
782.218	228.156
786.112	236.874
789.978	228.765
793.559	207.082
796.689	178.275
799.311	148.485
801.454	121.606
803.188	99.219
804.595	81.450
805.747	67.759
806.707	57.437
807.524	49.829
808.237	44.420
808.877	40.830
809.471	38.822
810.040	38.257
810.607	39.091
811.191	41.382
811.816	45.277
812.505	50.999
813.286	58.819
814.192	69.024
815.258	81.843
816.521	97.304
818.017	115.048
819.773	134.109
821.796	152.783
824.066	168.755
826.526	179.516
829.088	183.122
831.645	178.884
834.090	167.661
836.338	151.457
838.337	132.707
840.065	113.558
841.531	95.538
842.758	79.469
843.776	65.662
844.617	54.082
845.310	44.523
845.883	36.713
846.358	30.376
846.753	25.265
847.083	21.163
847.363	17.890
847.601	15.297
847.806	13.264
847.986	11.694
848.146	10.510
848.292	9.651
848.428	9.070
848.556	8.733
848.682	8.616
848.807	8.707
848.936	8.995
849.070	9.483
849.213	10.181
849.369	11.104
849.540	12.272
849.732	13.713
849.948	15.458
850.194	17.546
850.476	20.010
850.800	22.887
851.174	26.203
851.604	29.963
852.099	34.161
852.665	38.731
853.310	43.576
854.037	48.536
854.846	53.385
855.736	57.859
856.698	61.665
857.721	64.534
858.788	66.251
859.877	66.708
860.969	65.923
862.044	64.038
863.084	61.282
864.076	57.936
865.013	54.291
