<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.663	11.778
314.264	11.019
314.829	10.052
315.349	9.027
315.822	8.096
316.253	7.391
316.657	7.058
317.054	7.334
317.486	8.777
318.033	12.782
318.878	22.699
320.430	45.043
323.421	84.832
328.379	122.341
334.153	113.675
338.521	70.583
340.936	36.883
342.167	21.077
342.895	15.491
343.459	14.454
344.007	15.495
344.611	17.677
345.311	20.594
346.132	23.923
347.088	27.237
348.171	29.975
349.350	31.590
350.577	31.792
351.795	30.770
352.960	29.188
354.060	27.972
355.116	28.033
356.184	30.073
357.340	34.441
358.669	40.910
360.237	48.348
362.050	54.608
364.034	57.238
366.036	54.973
367.889	48.749
369.485	41.001
370.804	34.004
371.893	28.942
372.825	25.988
373.672	24.800
374.491	24.922
375.322	25.944
376.194	27.563
377.126	29.558
378.126	31.763
379.200	34.028
380.347	36.207
381.561	38.148
382.830	39.726
384.142	40.875
385.478	41.624
386.826	42.071
388.177	42.327
389.525	42.431
390.865	42.283
392.188	41.652
393.480	40.271
394.718	37.964
395.874	34.762
396.925	30.923
397.856	26.848
398.663	22.964
399.356	19.609
399.952	17.000
400.475	15.233
400.952	14.318
401.410	14.223
401.874	14.886
402.369	16.228
402.917	18.138
403.538	20.439
404.243	22.881
405.036	25.127
405.905	26.801
406.829	27.586
407.775	27.346
408.708	26.216
409.598	24.619
410.434	23.220
411.229	22.916
412.027	24.936
412.917	31.122
414.057	44.240
415.696	67.622
418.165	102.262
421.715	139.879
426.170	159.723
430.742	146.169
434.533	109.698
437.188	72.729
438.888	46.615
439.970	31.162
440.700	22.684
441.242	18.072
441.683	15.442
442.066	13.804
442.415	12.665
442.739	11.792
443.046	11.077
443.338	10.474
443.619	9.968
443.889	9.558
444.153	9.255
444.413	9.074
444.671	9.043
444.933	9.199
445.205	9.599
445.494	10.329
445.811	11.516
446.171	13.352
446.597	16.128
447.121	20.262
447.790	26.333
448.668	35.051
449.841	47.069
451.405	62.483
453.442	79.988
455.964	96.169
458.858	106.246
461.888	106.829
464.777	98.477
467.323	84.998
469.449	70.526
471.174	57.565
472.566	46.957
473.697	38.644
474.628	32.282
475.409	27.525
476.080	24.116
476.674	21.894
477.221	20.812
477.749	20.939
478.289	22.482
478.880	25.821
479.569	31.516
480.422	40.262
481.519	52.657
482.951	68.692
484.796	86.888
487.075	103.601
489.697	113.656
492.452	113.108
495.076	102.229
497.360	85.450
499.215	68.260
500.674	54.362
501.832	45.187
502.801	40.735
503.685	40.528
504.578	44.087
505.560	51.016
506.704	60.830
508.066	72.596
509.678	84.635
511.531	94.500
513.558	99.545
515.641	98.029
517.642	90.084
519.439	77.673
520.960	63.573
522.190	50.166
523.155	38.846
523.903	30.051
524.484	23.616
524.945	19.121
525.323	16.106
525.646	14.172
525.936	13.016
526.206	12.425
526.468	12.256
526.731	12.420
527.001	12.865
527.285	13.569
527.588	14.520
527.918	15.721
528.278	17.169
528.677	18.859
529.120	20.767
529.612	22.839
530.157	24.990
530.757	27.096
531.411	28.992
532.113	30.492
532.852	31.412
533.615	31.608
534.381	31.008
535.134	29.639
535.852	27.619
536.522	25.140
537.133	22.427
537.680	19.698
538.163	17.139
538.586	14.890
538.958	13.056
539.288	11.714
539.589	10.954
539.876	10.912
540.170	11.842
540.498	14.217
540.903	18.920
541.458	27.543
542.283	42.800
543.576	68.720
545.637	109.409
548.817	163.832
553.290	216.768
558.694	239.867
564.086	218.141
568.562	169.039
571.819	119.950
574.053	83.989
575.601	61.238
576.732	47.687
577.620	39.751
578.369	35.124
579.038	32.476
579.663	31.052
580.267	30.405
580.863	30.251
581.460	30.401
582.065	30.720
582.679	31.118
583.306	31.543
583.944	31.981
584.594	32.456
585.258	33.028
585.937	33.788
586.636	34.853
587.360	36.347
588.120	38.383
588.927	41.026
589.793	44.271
590.730	47.990
591.747	51.905
592.845	55.587
594.016	58.494
595.242	60.071
596.491	59.900
597.726	57.828
598.909	54.038
600.006	48.998
600.995	43.329
601.868	37.649
602.626	32.460
603.282	28.095
603.854	24.733
604.362	22.441
604.829	21.219
605.277	21.052
605.729	21.925
606.206	23.845
606.733	26.834
607.333	30.916
608.030	36.085
608.847	42.253
609.806	49.206
610.921	56.552
612.195	63.730
613.618	70.091
615.166	75.058
616.802	78.330
618.486	80.005
620.184	80.546
621.873	80.592
623.546	80.700
625.206	81.140
626.860	81.794
628.513	82.214
630.158	81.775
631.776	79.888
633.339	76.217
634.813	70.790
636.168	63.989
637.383	56.417
638.448	48.717
639.365	41.434
640.144	34.933
640.803	29.405
641.360	24.895
641.836	21.362
642.248	18.730
642.613	16.917
642.948	15.878
643.267	15.626
643.587	16.276
643.927	18.089
644.312	21.559
644.779	27.538
645.387	37.397
646.225	53.172
647.423	77.458
649.163	112.493
651.647	157.599
655.013	205.140
659.175	239.009
663.723	242.758
668.042	213.983
671.632	166.973
674.315	119.545
676.186	81.708
677.451	55.234
678.305	37.959
678.895	27.014
679.320	20.099
679.641	15.670
679.895	12.767
680.105	10.821
680.285	9.497
680.446	8.602
680.594	8.025
680.734	7.706
680.870	7.619
681.007	7.762
681.149	8.158
681.300	8.857
681.467	9.942
681.657	11.542
681.881	13.853
682.155	17.166
682.498	21.907
682.942	28.680
683.530	38.314
684.321	51.838
685.395	70.343
686.847	94.523
688.777	123.763
691.254	154.971
694.262	182.073
697.660	197.641
701.190	196.916
704.557	181.050
707.538	156.190
710.035	129.419
712.064	105.475
713.699	86.189
715.030	71.457
716.132	60.378
717.065	51.954
717.871	45.368
718.578	40.037
719.205	35.574
719.765	31.737
720.268	28.381
720.720	25.417
721.128	22.791
721.496	20.467
721.829	18.426
722.132	16.648
722.407	15.121
722.660	13.831
722.894	12.769
723.112	11.926
723.318	11.294
723.515	10.869
723.707	10.648
723.898	10.633
724.091	10.827
724.290	11.236
724.499	11.871
724.723	12.743
724.966	13.865
725.234	15.246
725.531	16.893
725.864	18.808
726.238	20.975
726.658	23.360
727.129	25.910
727.654	28.541
728.235	31.148
728.871	33.603
729.558	35.776
730.291	37.547
731.059	38.835
731.854	39.616
732.666	39.934
733.483	39.905
734.301	39.698
735.116	39.510
735.929	39.544
736.745	39.976
737.575	40.959
738.428	42.608
739.320	45.016
740.266	48.295
741.284	52.624
742.396	58.315
743.629	65.883
745.022	76.065
746.628	89.711
748.510	107.415
750.740	128.772
753.361	151.468
756.360	170.874
759.625	181.208
762.950	178.498
766.096	163.293
768.874	140.400
771.199	115.945
773.084	94.496
774.609	78.147
775.869	67.127
776.957	60.701
777.949	57.879
778.903	57.758
779.862	59.611
780.855	62.894
781.906	67.166
783.029	72.058
784.232	77.200
785.517	82.204
786.877	86.675
788.304	90.223
789.778	92.515
791.278	93.358
792.778	92.732
794.256	90.837
795.695	88.052
797.081	84.908
798.411	82.004
799.692	79.955
800.940	79.329
802.179	80.613
803.439	84.185
804.757	90.240
806.169	98.690
807.709	109.027
809.401	120.218
811.249	130.705
813.235	138.570
815.308	141.975
817.396	139.749
819.417	131.837
821.293	119.315
822.966	103.999
824.409	87.824
825.618	72.378
826.609	58.677
827.412	47.175
828.059	37.904
828.581	30.674
829.006	25.193
829.358	21.167
829.657	18.349
829.920	16.565
830.160	15.745
830.392	15.939
830.631	17.357
830.897	20.428
831.215	25.911
831.626	35.044
832.189	49.727
832.997	72.668
834.182	107.244
835.925	156.516
838.435	220.564
841.882	291.991
846.266	352.748
851.294	379.537
856.399	359.565
860.974	301.973
864.644	230.094
867.350	164.327
869.246	113.911
870.550	79.291
871.458	57.176
872.118	43.770
872.629	36.086
873.057	32.089
873.442	30.525
873.814	30.664
874.192	32.151
874.592	34.858
875.030	38.804
875.522	44.119
876.084	51.011
876.739	59.729
877.509	70.539
878.421	83.615
879.502	98.985
880.780	116.386
882.278	135.104
884.003	153.847
885.948	170.816
888.080	183.933
890.343	191.252
892.657	191.610
894.939	184.995
897.107	172.530
899.102	156.122
900.886	137.931
