<j>	<Fwlc>
1051.570	13.158
1052.407	13.172
1053.303	13.183
1054.257	13.192
1055.266	13.198
1056.322	13.202
1057.415	13.204
1058.531	13.205
1059.658	13.205
1060.779	13.205
1061.881	13.205
1062.954	13.207
1063.991	13.211
1064.987	13.216
1065.944	13.223
1066.867	13.231
1067.765	13.241
1068.647	13.252
1069.529	13.263
1070.426	13.274
1071.352	13.283
1072.323	13.291
1073.354	13.296
1074.456	13.298
1075.637	13.297
1076.901	13.292
1078.245	13.284
1079.663	13.272
1081.140	13.257
1082.660	13.240
1084.204	13.222
1085.754	13.203
1087.293	13.185
1088.812	13.167
1090.305	13.151
1091.774	13.136
1093.224	13.122
1094.663	13.108
1096.101	13.095
1097.546	13.082
1099.001	13.068
1100.467	13.054
1101.937	13.040
1103.401	13.025
1104.841	13.012
1106.240	13.000
1107.578	12.990
1108.839	12.984
1110.009	12.981
1111.078	12.982
1112.042	12.987
1112.903	12.997
1113.664	13.011
1114.334	13.029
1114.921	13.050
1115.437	13.075
1115.892	13.102
1116.297	13.132
1116.664	13.164
1117.002	13.197
1117.320	13.232
1117.630	13.267
1117.940	13.302
1118.260	13.337
1118.601	13.372
1118.974	13.405
1119.391	13.437
1119.867	13.467
1120.418	13.493
1121.061	13.516
1121.814	13.534
1122.695	13.547
1123.721	13.553
1124.906	13.553
1126.254	13.545
1127.760	13.530
1129.408	13.509
1131.165	13.482
1132.985	13.452
1134.816	13.421
1136.605	13.391
1138.301	13.364
1139.867	13.343
1141.281	13.328
1142.532	13.321
1143.624	13.320
1144.567	13.325
1145.378	13.337
1146.075	13.354
1146.677	13.375
1147.201	13.399
1147.664	13.427
1148.078	13.457
1148.456	13.488
1148.808	13.521
1149.142	13.556
1149.466	13.590
1149.786	13.626
1150.109	13.661
1150.440	13.696
1150.785	13.731
1151.147	13.765
1151.533	13.798
1151.947	13.831
1152.393	13.861
1152.876	13.891
1153.398	13.919
1153.963	13.944
1154.573	13.968
1155.227	13.990
1155.924	14.010
1156.661	14.028
1157.433	14.044
1158.233	14.059
1159.051	14.072
1159.879	14.086
1160.705	14.099
1161.520	14.112
1162.312	14.127
1163.074	14.142
1163.800	14.160
1164.485	14.179
1165.127	14.200
1165.725	14.224
1166.283	14.249
1166.802	14.277
1167.287	14.306
1167.745	14.336
1168.182	14.368
1168.604	14.401
1169.021	14.435
1169.441	14.468
1169.872	14.501
1170.326	14.533
1170.814	14.564
1171.349	14.593
1171.946	14.619
1172.623	14.641
1173.398	14.659
1174.291	14.671
1175.324	14.677
1176.515	14.675
1177.880	14.664
1179.426	14.645
1181.148	14.616
1183.024	14.580
1185.017	14.538
1187.075	14.492
