<j>	<Fwlc>
1068.919	12.429
1069.770	12.439
1070.517	12.453
1071.173	12.471
1071.752	12.492
1072.263	12.517
1072.717	12.543
1073.122	12.572
1073.487	12.603
1073.816	12.636
1074.116	12.669
1074.391	12.704
1074.644	12.741
1074.879	12.778
1075.098	12.816
1075.304	12.854
1075.499	12.894
1075.685	12.934
1075.863	12.974
1076.036	13.015
1076.204	13.057
1076.370	13.099
1076.536	13.141
1076.703	13.183
1076.874	13.226
1077.052	13.268
1077.242	13.310
1077.446	13.352
1077.672	13.393
1077.928	13.433
1078.223	13.472
1078.572	13.508
1078.992	13.542
1079.507	13.572
1080.145	13.596
1080.943	13.614
1081.943	13.623
1083.191	13.621
1084.732	13.607
1086.597	13.577
1088.796	13.532
1091.299	13.474
1094.032	13.404
1096.880	13.328
1099.708	13.251
1102.388	13.181
1104.826	13.121
1106.971	13.073
1108.818	13.039
1110.394	13.016
1111.741	13.004
1112.909	13.001
1113.942	13.003
1114.880	13.010
1115.753	13.020
1116.584	13.032
1117.388	13.045
1118.174	13.059
1118.949	13.074
1119.712	13.089
1120.464	13.105
1121.202	13.121
1121.924	13.138
1122.626	13.155
1123.307	13.174
1123.965	13.193
1124.600	13.214
1125.214	13.235
1125.810	13.258
1126.391	13.281
1126.965	13.305
1127.538	13.328
1128.119	13.352
1128.721	13.375
1129.353	13.397
1130.030	13.417
1130.766	13.435
1131.575	13.450
1132.471	13.461
1133.465	13.468
1134.565	13.471
1135.775	13.468
1137.090	13.461
1138.497	13.450
1139.974	13.436
1141.492	13.419
1143.016	13.401
1144.512	13.384
1145.945	13.370
1147.290	13.359
1148.529	13.353
1149.652	13.351
1150.658	13.354
1151.553	13.362
1152.347	13.375
1153.052	13.391
1153.684	13.411
1154.255	13.434
1154.780	13.459
1155.268	13.486
1155.732	13.514
1156.180	13.543
1156.620	13.573
1157.059	13.602
1157.504	13.632
1157.961	13.661
1158.436	13.690
1158.935	13.718
1159.468	13.744
1160.041	13.769
1160.666	13.792
1161.356	13.812
1162.125	13.829
1162.991	13.842
1163.973	13.850
1165.090	13.852
1166.363	13.847
1167.807	13.835
1169.432	13.814
1171.237	13.786
1173.206	13.750
1175.311	13.709
1177.508	13.663
1179.750	13.614
1181.987	13.566
1184.177	13.519
1186.293	13.476
1188.325	13.437
1190.277	13.402
1192.165	13.369
1194.013	13.339
1195.848	13.310
1197.691	13.281
1199.559	13.252
1201.459	13.221
1203.389	13.190
1205.336	13.157
1207.276	13.125
1209.184	13.094
1211.030	13.065
1212.787	13.040
1214.432	13.018
1215.951	13.002
1217.335	12.990
1218.584	12.984
1219.706	12.983
1220.711	12.986
1221.615	12.993
1222.433	13.004
1223.187	13.018
1223.896	13.033
1224.583	13.050
1225.273	13.067
1225.991	13.084
1226.767	13.098
1227.634	13.110
1228.627	13.117
1229.782	13.118
1231.136	13.113
1232.719	13.099
1234.549	13.075
1236.625	13.043
1238.921	13.001
1241.380	12.953
1243.921	12.902
1246.448	12.850
1248.866	12.802
1251.095	12.760
1253.081	12.726
1254.800	12.702
1256.253	12.687
1257.460	12.682
1258.451	12.685
1259.260	12.694
1259.920	12.709
1260.461	12.729
1260.908	12.752
1261.283	12.779
1261.602	12.807
1261.878	12.837
1262.121	12.869
1262.339	12.902
1262.538	12.936
1262.722	12.970
1262.895	13.006
1263.059	13.041
1263.217	13.077
1263.370	13.114
1263.520	13.151
1263.667	13.188
1263.813	13.225
1263.959	13.262
1264.106	13.300
1264.254	13.338
1264.406	13.375
1264.562	13.413
1264.724	13.451
1264.894	13.489
1265.074	13.526
1265.268	13.563
1265.478	13.600
1265.710	13.636
1265.972	13.671
1266.272	13.705
1266.624	13.737
1267.046	13.767
1267.566	13.793
1268.221	13.814
1269.067	13.828
1270.178	13.833
1271.658	13.823
1273.636	13.795
1276.261	13.744
1279.668	13.662
1283.923	13.549
1288.951	13.407
1294.486	13.245
1300.109	13.078
1305.369	12.924
1309.931	12.795
1313.648	12.696
1316.543	12.628
1318.739	12.585
1320.390	12.562
1321.640	12.555
1322.608	12.558
1323.386	12.568
1324.040	12.583
1324.619	12.601
1325.162	12.620
1325.697	12.640
1326.248	12.660
1326.840	12.679
1327.494	12.696
1328.233	12.711
1329.085	12.722
1330.077	12.729
1331.239	12.730
1332.603	12.725
1334.199	12.713
1336.049	12.693
1338.167	12.663
1340.547	12.626
1343.160	12.580
1345.953	12.529
1348.849	12.474
1351.758	12.417
1354.589	12.363
1357.262	12.314
1359.717	12.271
1361.920	12.236
1363.861	12.209
1365.551	12.190
1367.009	12.178
1368.265	12.173
1369.349	12.173
1370.291	12.178
1371.117	12.187
1371.850	12.198
1372.510	12.212
1373.114	12.228
1373.673	12.245
1374.200	12.264
1374.703	12.283
1375.189	12.303
1375.665	12.323
1376.137	12.344
1376.608	12.365
1377.082	12.385
1377.563	12.406
1378.055	12.426
1378.559	12.446
1379.078	12.466
1379.615	12.485
1380.171	12.504
1380.748	12.522
1381.347	12.539
1381.969	12.556
1382.615	12.572
1383.283	12.587
1383.973	12.601
1384.683	12.615
1385.412	12.629
1386.157	12.641
1386.913	12.654
1387.678	12.666
1388.446	12.677
1389.213	12.689
1389.975	12.701
1390.725	12.714
1391.461	12.726
1392.177	12.740
1392.869	12.754
1393.535	12.769
1394.172	12.784
1394.778	12.801
1395.352	12.819
1395.894	12.838
1396.404	12.858
1396.882	12.879
1397.330	12.901
1397.749	12.925
1398.142	12.949
1398.510	12.974
1398.856	13.000
1399.182	13.027
1399.491	13.054
1399.786	13.082
1400.071	13.111
1400.348	13.139
1400.621	13.169
1400.894	13.198
1401.172	13.227
1401.461	13.256
