<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.778
314.264	11.018
314.829	10.049
315.349	9.023
315.822	8.090
316.253	7.394
316.656	7.114
317.059	7.646
317.515	10.147
318.168	18.225
319.431	42.456
322.401	105.193
328.897	203.546
338.258	218.106
345.509	125.573
349.001	55.929
350.496	27.718
351.256	17.459
351.754	13.119
352.138	10.751
352.460	9.186
352.741	8.058
352.992	7.228
353.222	6.621
353.438	6.186
353.643	5.883
353.843	5.680
354.040	5.554
354.237	5.486
354.435	5.464
354.637	5.481
354.844	5.538
355.057	5.640
355.279	5.804
355.513	6.059
355.762	6.450
356.034	7.047
356.338	7.956
356.690	9.329
357.112	11.377
357.639	14.366
358.316	18.587
359.200	24.229
360.351	31.177
361.813	38.760
363.585	45.803
365.607	51.330
367.787	55.636
370.070	60.728
372.492	69.490
375.188	84.147
378.333	104.170
382.010	123.976
386.066	133.654
390.080	126.231
393.580	104.828
396.314	79.133
398.299	56.846
399.699	40.581
400.694	29.758
401.428	22.862
402.000	18.518
402.470	15.758
402.877	13.970
403.244	12.791
403.585	12.022
403.912	11.562
404.231	11.381
404.551	11.494
404.879	11.958
405.227	12.869
405.609	14.363
406.043	16.620
406.554	19.858
407.172	24.307
407.938	30.160
408.893	37.464
410.077	46.011
411.520	55.265
413.226	64.514
415.175	73.297
417.334	81.872
419.681	91.241
422.222	102.235
424.982	114.202
427.952	124.125
431.044	127.753
434.082	122.335
436.865	108.864
439.251	91.377
441.200	74.146
442.755	59.776
444.000	48.944
445.018	41.227
445.879	35.814
446.632	31.945
447.309	29.042
447.929	26.723
448.504	24.758
449.041	23.017
449.545	21.441
450.019	20.002
450.466	18.697
450.887	17.527
451.287	16.498
451.667	15.612
452.032	14.870
452.383	14.274
452.725	13.815
453.060	13.492
453.392	13.295
453.723	13.217
454.057	13.244
454.397	13.365
454.743	13.562
455.100	13.818
455.468	14.109
455.848	14.411
456.242	14.696
456.647	14.935
457.063	15.103
457.489	15.174
457.920	15.133
458.354	14.974
458.789	14.702
459.219	14.335
459.642	13.905
460.057	13.454
460.464	13.033
460.862	12.701
461.255	12.516
461.648	12.539
462.048	12.830
462.464	13.445
462.906	14.426
463.388	15.804
463.924	17.573
464.525	19.677
465.204	21.998
465.966	24.338
466.810	26.442
467.725	28.054
468.691	28.993
469.684	29.233
470.680	28.938
471.664	28.420
472.629	28.045
473.584	28.115
474.546	28.780
475.535	29.990
476.568	31.481
477.651	32.829
478.773	33.559
479.911	33.312
481.029	32.008
482.093	29.894
483.081	27.484
483.989	25.413
484.834	24.319
485.653	24.826
486.506	27.600
487.474	33.447
488.664	43.293
490.210	57.856
492.248	76.678
494.865	96.671
498.001	111.722
501.404	115.701
504.703	107.383
507.596	91.368
509.956	73.785
511.813	58.537
513.268	46.900
514.432	38.709
515.396	33.355
516.235	30.222
517.005	28.788
517.746	28.616
518.491	29.322
519.260	30.542
520.066	31.922
520.910	33.127
521.786	33.887
522.682	34.039
523.580	33.561
524.464	32.582
525.322	31.354
526.148	30.182
526.947	29.370
527.730	29.158
528.512	29.687
529.316	30.976
530.160	32.900
531.060	35.195
532.025	37.471
533.049	39.263
534.118	40.133
535.203	39.790
536.271	38.184
537.287	35.522
538.228	32.201
539.079	28.672
539.836	25.335
540.508	22.474
541.109	20.265
541.656	18.813
542.172	18.226
542.680	18.700
543.213	20.623
543.814	24.715
544.550	32.192
545.526	44.832
546.897	64.611
548.857	92.141
551.571	123.401
555.022	147.212
558.858	150.247
562.487	129.577
565.418	96.363
567.498	64.410
568.852	40.541
569.698	25.088
570.223	15.867
570.560	10.615
570.791	7.717
570.963	6.176
571.105	5.418
571.234	5.126
571.358	5.136
571.485	5.368
571.621	5.797
571.771	6.435
571.940	7.330
572.136	8.571
572.369	10.310
572.655	12.805
573.017	16.477
573.490	22.021
574.132	30.534
575.032	43.620
576.323	63.213
578.179	90.550
580.771	123.657
584.155	154.282
588.115	169.332
592.153	160.602
595.725	133.243
598.534	100.392
600.580	72.101
602.027	51.691
603.063	38.363
603.839	30.176
604.458	25.392
604.988	22.812
605.473	21.676
605.940	21.532
606.411	22.113
606.900	23.266
607.421	24.913
607.984	27.019
608.599	29.588
609.277	32.654
610.029	36.280
610.869	40.549
611.810	45.539
612.867	51.281
614.057	57.698
615.389	64.518
616.867	71.219
618.482	77.024
620.204	81.041
621.986	82.516
623.770	81.100
625.493	77.008
627.105	70.936
628.570	63.809
629.877	56.484
631.026	49.581
632.034	43.432
632.916	38.139
633.693	33.658
634.382	29.879
634.996	26.680
635.549	23.953
636.049	21.614
636.503	19.606
636.919	17.888
637.301	16.439
637.656	15.243
637.990	14.294
638.305	13.592
638.609	13.143
638.908	12.959
639.205	13.064
639.510	13.493
639.829	14.302
640.172	15.565
640.551	17.385
640.981	19.896
641.478	23.259
642.065	27.655
642.769	33.254
643.620	40.164
644.649	48.340
645.883	57.486
647.338	66.966
649.010	75.841
650.871	83.076
652.868	87.880
654.935	90.009
657.007	89.807
659.035	87.934
660.987	84.999
662.846	81.337
664.601	77.022
666.243	72.013
667.762	66.334
669.147	60.158
670.394	53.789
671.504	47.580
672.483	41.840
673.344	36.786
674.103	32.525
674.777	29.075
675.384	26.390
675.940	24.393
676.458	22.996
676.952	22.110
677.432	21.661
677.906	21.588
678.384	21.839
678.872	22.375
679.377	23.161
679.903	24.161
680.456	25.340
681.041	26.653
681.658	28.041
682.311	29.436
682.999	30.751
683.720	31.895
684.469	32.773
685.239	33.303
686.021	33.425
686.807	33.115
687.585	32.392
688.346	31.314
689.083	29.976
689.789	28.489
690.462	26.977
691.101	25.559
691.711	24.347
692.295	23.446
692.863	22.966
693.425	23.032
693.995	23.805
694.591	25.501
695.239	28.413
695.971	32.934
696.827	39.515
697.863	48.575
699.138	60.250
700.709	73.975
702.610	88.041
704.816	99.536
707.233	105.219
709.699	103.208
712.033	94.202
714.100	81.048
715.839	67.052
717.258	54.562
718.407	44.603
719.348	37.248
720.139	32.119
720.828	28.737
721.453	26.694
722.040	25.718
722.612	25.676
723.191	26.578
723.798	28.586
724.459	32.050
725.210	37.581
726.101	46.175
727.207	59.388
728.637	79.481
730.547	109.246
733.140	150.815
736.618	202.512
741.072	254.413
746.312	288.197
751.812	288.044
756.911	254.673
761.145	204.139
764.387	153.507
766.756	111.820
768.457	80.870
769.681	59.068
770.576	44.090
771.248	33.915
771.770	27.050
772.190	22.468
772.545	19.486
772.856	17.662
773.143	16.728
773.418	16.528
773.695	17.004
773.983	18.161
774.295	20.072
774.645	22.858
775.047	26.686
775.523	31.761
776.093	38.309
776.785	46.535
777.630	56.548
778.656	68.275
779.892	81.335
781.354	94.976
783.044	108.061
784.941	119.264
787.000	127.430
789.161	131.952
791.357	132.941
793.532	131.112
795.643	127.398
797.667	122.544
799.590	116.940
801.404	110.620
803.104	103.467
804.680	95.413
806.122	86.563
807.420	77.205
808.573	67.736
809.580	58.577
810.450	50.082
811.194	42.486
811.826	35.896
812.362	30.314
812.817	25.682
813.205	21.895
813.539	18.832
813.828	16.375
814.082	14.416
814.308	12.868
814.512	11.659
814.698	10.735
814.872	10.064
815.037	9.630
815.197	9.437
815.356	9.507
815.518	9.892
815.690	10.670
815.878	11.956
816.091	13.923
816.344	16.799
816.654	20.892
817.044	26.583
817.544	34.312
818.195	44.517
819.043	57.480
820.136	73.056
821.517	90.336
823.203	107.349
825.172	121.177
827.345	128.675
829.594	127.835
831.770	118.865
833.746	104.118
835.443	86.953
836.842	70.347
837.965	56.165
838.861	45.126
839.584	37.168
840.185	31.878
840.707	28.736
841.185	27.280
841.645	27.162
842.109	28.146
842.596	30.095
843.123	32.938
843.703	36.653
844.354	41.229
845.089	46.629
845.924	52.739
846.868	59.326
847.928	66.010
849.103	72.245
850.382	77.367
851.740	80.707
853.142	81.751
854.549	80.268
855.916	76.406
857.204	70.657
858.386	63.704
859.446	56.275
860.379	48.996
861.190	42.312
