<j>	<Fwlc>
1076.553	12.128
1076.912	12.157
1077.289	12.187
1077.686	12.216
1078.104	12.244
1078.546	12.271
1079.014	12.297
1079.511	12.323
1080.040	12.347
1080.604	12.370
1081.205	12.392
1081.847	12.412
1082.532	12.431
1083.264	12.448
1084.044	12.463
1084.873	12.476
1085.750	12.487
1086.674	12.496
1087.642	12.504
1088.648	12.510
1089.684	12.514
1090.743	12.518
1091.812	12.521
1092.881	12.524
1093.938	12.527
1094.970	12.531
1095.969	12.536
1096.925	12.542
1097.831	12.551
1098.683	12.561
1099.478	12.574
1100.217	12.589
1100.901	12.606
1101.534	12.626
1102.118	12.647
1102.661	12.670
1103.167	12.695
1103.642	12.721
1104.094	12.748
1104.530	12.776
1104.956	12.805
1105.382	12.834
1105.815	12.863
1106.267	12.891
1106.750	12.919
1107.278	12.945
1107.871	12.968
1108.551	12.988
1109.347	13.004
1110.295	13.015
1111.437	13.017
1112.822	13.011
1114.501	12.993
1116.519	12.961
1118.905	12.916
1121.655	12.855
1124.722	12.782
1128.003	12.700
1131.358	12.614
1134.626	12.531
1137.665	12.455
1140.372	12.392
1142.696	12.344
1144.635	12.310
1146.219	12.289
1147.495	12.281
1148.516	12.282
1149.332	12.292
1149.987	12.308
1150.517	12.329
1150.950	12.353
1151.309	12.381
1151.611	12.411
1151.870	12.443
1152.094	12.477
1152.293	12.512
1152.471	12.548
1152.634	12.584
1152.785	12.621
1152.927	12.659
1153.063	12.698
1153.194	12.736
1153.322	12.775
1153.448	12.815
1153.572	12.854
1153.697	12.894
1153.823	12.934
1153.950	12.974
1154.079	13.014
1154.211	13.055
1154.346	13.095
1154.484	13.136
1154.626	13.176
1154.772	13.217
1154.923	13.258
1155.079	13.298
1155.240	13.339
1155.406	13.380
1155.577	13.420
1155.755	13.461
1155.939	13.501
1156.129	13.542
1156.325	13.582
1156.529	13.622
1156.740	13.662
1156.957	13.702
1157.183	13.742
1157.416	13.782
1157.657	13.821
1157.907	13.861
1158.166	13.900
1158.434	13.938
1158.711	13.977
1158.999	14.015
1159.297	14.053
1159.607	14.091
1159.929	14.128
1160.264	14.164
1160.612	14.201
1160.975	14.236
1161.353	14.271
1161.748	14.306
1162.161	14.339
1162.595	14.372
1163.053	14.404
1163.539	14.435
1164.060	14.464
1164.625	14.491
1165.251	14.515
1165.960	14.536
1166.786	14.552
1167.777	14.560
1169.000	14.558
1170.544	14.542
1172.511	14.507
1175.007	14.447
1178.101	14.361
1181.783	14.247
1185.914	14.111
1190.229	13.966
1194.395	13.826
1198.123	13.705
1201.239	13.611
1203.708	13.545
1205.593	13.506
1207.005	13.488
1208.058	13.487
1208.856	13.497
1209.477	13.516
1209.980	13.540
1210.408	13.568
1210.790	13.598
1211.148	13.630
1211.495	13.662
1211.844	13.695
1212.205	13.728
1212.587	13.759
1213.000	13.790
1213.458	13.819
1213.976	13.846
1214.578	13.869
1215.295	13.888
1216.166	13.902
1217.244	13.906
1218.594	13.900
1220.288	13.881
1222.399	13.844
1224.979	13.788
1228.037	13.712
1231.509	13.619
1235.248	13.514
1239.043	13.406
1242.665	13.304
1245.927	13.215
1248.719	13.145
1251.012	13.094
1252.841	13.062
1254.276	13.046
1255.395	13.043
1256.271	13.050
1256.967	13.064
1257.532	13.083
1258.002	13.107
1258.404	13.134
1258.759	13.162
1259.081	13.193
1259.379	13.224
1259.661	13.256
1259.933	13.289
1260.199	13.322
1260.461	13.356
1260.723	13.389
1260.986	13.423
1261.253	13.457
1261.526	13.490
1261.806	13.524
1262.097	13.557
1262.401	13.590
1262.724	13.623
1263.069	13.654
1263.445	13.685
1263.861	13.714
1264.327	13.741
1264.861	13.766
1265.482	13.788
1266.215	13.806
1267.091	13.818
1268.145	13.823
1269.416	13.820
1270.941	13.806
1272.749	13.782
1274.854	13.745
1277.240	13.697
1279.856	13.640
1282.619	13.576
1285.419	13.509
1288.139	13.445
1290.681	13.388
1292.977	13.340
1294.997	13.302
1296.745	13.276
1298.252	13.259
1299.562	13.249
1300.723	13.247
1301.786	13.248
1302.797	13.252
1303.794	13.257
1304.815	13.261
1305.886	13.264
1307.033	13.264
1308.271	13.261
1309.609	13.255
1311.049	13.244
1312.585	13.230
1314.199	13.213
1315.870	13.194
1317.568	13.173
1319.261	13.153
1320.921	13.133
1322.519	13.115
1324.036	13.100
1325.459	13.088
1326.783	13.080
1328.009	13.075
1329.144	13.074
1330.198	13.076
1331.185	13.080
1332.118	13.087
1333.011	13.095
1333.877	13.104
1334.730	13.113
1335.580	13.123
1336.439	13.133
1337.316	13.142
1338.219	13.151
1339.157	13.158
1340.135	13.164
1341.161	13.168
1342.238	13.171
1343.371	13.171
1344.561	13.170
1345.810	13.166
1347.114	13.160
1348.472	13.153
1349.876	13.144
1351.320	13.133
1352.793	13.121
1354.285	13.108
1355.783	13.096
1357.275	13.083
1358.750	13.070
1360.198	13.059
1361.608	13.049
1362.974	13.040
1364.291	13.033
1365.556	13.028
1366.768	13.024
1367.927	13.023
1369.036	13.023
1370.095	13.025
1371.110	13.028
1372.085	13.033
1373.024	13.039
1373.931	13.047
1374.812	13.055
1375.671	13.064
1376.514	13.073
1377.346	13.084
1378.172	13.094
1378.997	13.104
1379.827	13.115
1380.668	13.125
1381.526	13.134
1382.408	13.143
1383.323	13.151
1384.282	13.158
1385.296	13.162
1386.380	13.165
1387.553	13.164
1388.839	13.160
1390.264	13.152
1391.860	13.138
1393.659	13.118
1395.693	13.090
1397.989	13.054
1400.558	13.009
1403.389	12.956
1406.444	12.895
1409.652	12.829
1412.917	12.761
1416.131	12.694
1419.190	12.632
1422.010	12.577
1424.536	12.531
