<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.016
314.829	10.044
315.348	9.007
315.820	8.046
316.248	7.267
316.643	6.743
317.019	6.531
317.395	6.713
317.794	7.500
318.260	9.529
318.884	14.801
319.917	29.478
322.057	69.619
326.836	153.457
335.267	221.559
343.961	169.674
349.140	86.994
351.561	45.056
352.820	29.462
353.671	23.735
354.373	21.334
355.016	20.174
355.631	19.682
356.238	19.805
356.858	20.685
357.514	22.566
358.240	25.735
359.077	30.457
360.074	36.826
361.282	44.523
362.731	52.537
364.413	59.078
366.258	62.073
368.141	60.252
369.916	54.023
371.467	45.271
372.743	36.219
373.755	28.432
374.550	22.558
375.186	18.588
375.718	16.212
376.191	15.069
376.639	14.842
377.090	15.283
377.562	16.197
378.069	17.419
378.622	18.786
379.224	20.130
379.874	21.279
380.565	22.076
381.284	22.414
382.016	22.278
382.746	21.775
383.463	21.157
384.163	20.837
384.860	21.418
385.587	23.777
386.411	29.191
387.442	39.391
388.845	56.202
390.830	79.920
393.561	106.028
396.976	123.364
400.651	120.854
403.976	99.515
406.544	71.604
408.319	47.951
409.489	32.020
410.272	22.668
410.836	17.695
411.286	15.338
411.685	14.482
412.071	14.489
412.464	15.003
412.878	15.825
413.320	16.830
413.796	17.928
414.309	19.049
414.858	20.129
415.444	21.114
416.063	21.963
416.711	22.653
417.384	23.176
418.075	23.544
418.782	23.766
419.498	23.858
420.221	23.814
420.946	23.618
421.669	23.234
422.382	22.631
423.080	21.791
423.755	20.735
424.400	19.541
425.012	18.358
425.591	17.432
426.148	17.147
426.706	18.131
427.310	21.422
428.045	28.763
429.056	42.831
430.577	66.825
432.915	101.644
436.309	139.532
440.608	160.932
445.094	150.143
448.900	115.743
451.642	79.552
453.462	53.999
454.691	39.841
455.610	33.632
456.402	32.167
457.174	33.363
457.983	35.969
458.862	39.189
459.821	42.396
460.857	45.058
461.955	46.739
463.089	47.149
464.224	46.237
465.332	44.186
466.385	41.369
467.369	38.237
468.277	35.209
469.115	32.609
469.895	30.638
470.632	29.385
471.345	28.859
472.051	29.018
472.767	29.787
473.507	31.069
474.284	32.742
475.108	34.668
475.982	36.684
476.909	38.615
477.885	40.293
478.902	41.576
479.949	42.376
481.013	42.680
482.082	42.550
483.144	42.103
484.194	41.496
485.227	40.880
486.244	40.381
487.250	40.079
488.248	39.999
489.245	40.111
490.245	40.328
491.252	40.536
492.262	40.585
493.273	40.332
494.277	39.664
495.261	38.521
496.216	36.914
497.130	34.924
497.995	32.689
498.805	30.374
499.559	28.143
500.262	26.138
500.918	24.471
501.537	23.220
502.130	22.443
502.709	22.197
503.288	22.558
503.884	23.652
504.516	25.693
505.211	29.021
506.005	34.141
506.948	41.717
508.107	52.460
509.562	66.786
511.395	84.112
513.656	102.024
516.310	116.122
519.205	121.681
522.102	116.719
524.764	103.616
527.046	87.332
528.924	72.253
530.460	60.616
531.743	52.756
532.864	48.037
533.889	45.547
534.866	44.436
535.822	44.018
536.772	43.787
537.717	43.387
538.654	42.608
539.574	41.356
540.466	39.643
541.321	37.560
542.133	35.246
542.895	32.860
543.609	30.555
544.275	28.457
544.899	26.662
545.488	25.233
546.050	24.210
546.595	23.615
547.131	23.453
547.669	23.719
548.218	24.403
548.789	25.478
549.390	26.913
550.030	28.646
550.716	30.597
551.452	32.650
552.240	34.658
553.078	36.456
553.960	37.876
554.876	38.773
555.812	39.052
556.753	38.695
557.683	37.765
558.590	36.397
559.463	34.773
560.299	33.099
561.096	31.572
561.859	30.377
562.598	29.676
563.325	29.624
564.057	30.392
564.815	32.190
565.625	35.299
566.521	40.091
567.545	47.016
568.751	56.517
570.198	68.791
571.945	83.374
574.027	98.628
576.429	111.580
579.059	118.702
581.755	117.649
584.330	108.785
586.635	94.990
588.597	79.924
590.221	66.367
591.559	55.649
592.681	47.953
593.651	42.860
594.524	39.769
595.340	38.106
596.127	37.399
596.905	37.301
597.685	37.565
598.473	38.040
599.275	38.648
600.091	39.375
600.926	40.252
601.782	41.351
602.663	42.755
603.577	44.533
604.530	46.716
605.532	49.260
606.589	52.020
607.703	54.739
608.872	57.058
610.085	58.570
611.323	58.904
612.559	57.830
613.763	55.331
614.907	51.622
615.968	47.093
616.933	42.219
617.797	37.461
618.564	33.201
619.246	29.712
619.862	27.183
620.430	25.742
620.976	25.510
621.524	26.636
622.105	29.314
622.754	33.798
623.511	40.358
624.421	49.179
625.533	60.164
626.888	72.655
628.509	85.186
630.377	95.506
632.427	101.149
634.542	100.495
636.589	93.666
638.453	82.513
640.063	69.682
641.406	57.498
642.508	47.392
643.418	39.906
644.189	34.999
644.872	32.373
645.513	31.683
646.149	32.635
646.813	35.012
647.531	38.665
648.330	43.483
649.233	49.355
650.260	56.126
651.426	63.593
652.741	71.518
654.211	79.697
655.834	88.062
657.608	96.802
659.536	106.384
661.626	117.397
663.899	130.218
666.377	144.495
669.070	158.725
671.955	170.256
674.960	176.043
677.973	174.014
680.861	164.159
683.509	148.568
685.850	130.349
687.868	112.339
689.586	96.345
691.048	83.095
692.305	72.558
693.402	64.334
694.376	57.921
695.255	52.866
696.060	48.814
696.807	45.514
697.506	42.794
698.166	40.544
698.794	38.693
699.398	37.190
699.981	35.999
700.548	35.089
701.105	34.433
701.655	34.006
702.202	33.787
702.748	33.756
703.297	33.896
703.852	34.191
704.415	34.627
704.989	35.190
705.575	35.861
706.175	36.625
706.792	37.452
707.425	38.311
708.076	39.161
708.743	39.956
709.427	40.645
710.125	41.175
710.834	41.501
711.551	41.587
712.271	41.412
712.990	40.976
713.703	40.298
714.405	39.424
715.095	38.414
715.769	37.345
716.427	36.297
717.069	35.359
717.697	34.613
718.316	34.142
718.930	34.018
719.546	34.311
720.171	35.083
720.814	36.398
721.486	38.311
722.198	40.873
722.961	44.129
723.789	48.098
724.694	52.768
725.688	58.070
726.783	63.859
727.983	69.893
729.291	75.843
730.702	81.303
732.203	85.851
733.773	89.136
735.387	90.966
737.017	91.375
738.638	90.640
740.231	89.244
741.787	87.806
743.309	87.004
744.810	87.508
746.315	89.941
747.858	94.858
749.481	102.689
751.231	113.634
753.154	127.458
755.289	143.231
757.653	159.141
760.230	172.556
762.961	180.580
765.748	181.067
768.472	173.472
771.018	159.147
773.305	140.710
775.292	121.019
776.981	102.329
778.397	85.967
779.582	72.426
780.580	61.637
781.432	53.258
782.170	46.846
782.824	41.979
783.413	38.297
783.954	35.521
784.459	33.438
784.939	31.900
785.399	30.806
785.847	30.091
786.288	29.711
786.727	29.651
787.168	29.914
787.617	30.518
788.077	31.500
788.557	32.912
789.061	34.827
789.599	37.353
790.180	40.624
790.815	44.812
791.520	50.131
792.313	56.827
793.215	65.170
794.252	75.420
795.452	87.764
796.845	102.208
798.458	118.445
800.312	135.739
802.410	152.840
804.736	168.073
807.246	179.658
809.874	186.139
812.539	186.879
815.158	182.220
817.661	173.271
820.000	161.522
822.147	148.424
824.096	135.101
825.853	122.267
827.432	110.298
828.847	99.329
830.118	89.366
831.258	80.335
832.283	72.163
833.203	64.770
834.029	58.088
834.772	52.055
835.440	46.623
836.040	41.752
836.579	37.405
837.064	33.546
837.502	30.142
837.898	27.160
838.257	24.569
838.584	22.337
838.883	20.431
839.160	18.823
839.416	17.484
839.656	16.385
839.884	15.505
840.101	14.817
840.310	14.303
840.514	13.942
840.715	13.721
840.914	13.630
841.114	13.657
841.317	13.799
841.523	14.062
841.735	14.457
841.956	15.012
842.187	15.770
842.432	16.805
842.696	18.229
842.986	20.216
843.311	23.018
843.685	27.013
844.129	32.732
844.673	40.906
845.359	52.485
846.245	68.581
847.406	90.227
848.929	117.831
850.898	150.294
853.366	183.988
856.311	212.526
859.604	228.506
863.017	227.238
866.289	209.734
869.214	182.173
871.690	152.327
873.727	126.077
875.399	106.233
876.806	93.164
878.045	85.907
879.193	83.058
880.308	83.192
881.429	85.047
882.575	87.545
883.754	89.813
884.960	91.182
