<j>	var(j)
1.246	0.387
3.002	0.921
4.179	0.875
5.196	0.705
6.054	0.711
7.215	1.332
8.585	0.975
9.532	1.532
11.137	2.247
12.467	1.536
13.346	1.420
14.237	1.855
15.522	2.821
17.083	2.218
18.031	1.476
18.729	1.284
19.440	1.445
20.367	1.813
21.486	1.844
22.550	1.870
23.598	1.727
24.543	1.681
25.496	1.971
26.692	3.106
28.339	3.566
29.759	2.826
30.782	2.091
31.548	1.697
32.242	1.605
32.951	1.500
33.668	1.754
34.659	3.159
36.382	4.929
38.246	3.751
39.354	2.254
40.058	1.820
40.693	1.646
41.311	1.533
41.954	1.802
42.828	3.072
44.396	6.558
47.021	9.179
49.278	5.271
50.306	2.556
50.847	2.083
51.368	2.686
52.136	4.268
53.392	6.135
54.975	5.628
56.180	3.194
56.831	1.790
57.242	1.473
57.644	1.710
58.184	2.470
59.043	3.985
60.413	5.858
62.128	5.995
63.566	4.223
64.501	2.795
65.151	2.202
65.716	2.118
66.315	2.367
67.037	2.875
67.946	3.613
69.090	4.820
70.581	6.850
72.480	8.304
74.343	6.766
75.630	4.489
76.493	4.392
77.473	7.979
79.355	17.198
82.678	24.597
85.950	17.998
87.839	10.212
88.864	6.416
89.525	4.486
90.007	3.402
90.395	2.836
90.742	2.622
91.088	2.673
91.469	2.953
91.919	3.441
92.476	4.087
93.164	4.760
93.977	5.266
94.877	5.497
95.812	5.583
96.766	5.832
97.775	6.550
98.919	7.879
100.275	9.604
101.845	11.156
103.539	12.081
105.236	12.203
106.832	11.306
108.221	9.409
109.327	7.104
110.148	5.143
110.755	3.951
111.248	3.634
111.742	4.248
112.371	5.998
113.303	9.142
114.711	13.166
116.582	15.679
118.546	14.469
120.167	10.951
121.324	7.573
122.117	5.169
122.670	3.688
123.085	2.935
123.439	2.768
123.804	3.159
124.257	4.260
124.911	6.416
125.927	9.863
127.442	13.573
129.326	14.666
131.114	12.250
132.486	9.408
133.537	8.627
134.555	10.840
135.900	17.228
138.002	28.217
141.060	37.490
144.396	34.457
146.953	23.237
148.521	14.266
149.469	9.732
150.136	8.081
150.717	7.982
151.315	8.719
151.990	9.871
152.768	11.069
153.647	11.917
154.591	12.093
155.543	11.562
156.447	10.673
157.284	10.002
158.082	10.102
158.909	11.369
159.864	13.943
161.045	17.444
162.496	20.577
164.133	21.423
165.741	19.087
167.100	14.794
168.120	10.531
168.843	7.366
169.359	5.379
169.750	4.279
170.076	3.778
170.380	3.684
170.692	3.897
171.039	4.380
171.447	5.161
171.947	6.384
172.587	8.468
173.465	12.482
174.788	20.594
176.933	34.913
180.220	50.538
184.168	52.486
187.537	39.391
189.773	25.677
191.169	17.207
192.106	12.507
192.798	9.741
193.351	8.003
193.817	6.912
194.232	6.273
194.621	5.951
195.003	5.836
195.390	5.836
195.788	5.881
196.201	5.938
196.628	6.026
197.074	6.252
197.552	6.857
198.096	8.303
198.783	11.380
199.758	17.173
201.234	26.217
203.389	36.000
206.070	39.969
208.703	35.040
210.798	26.918
212.340	21.471
213.572	19.643
214.717	20.068
215.892	21.205
217.124	21.825
218.371	21.192
219.557	19.253
220.618	16.586
221.525	14.006
222.295	12.192
222.978	11.607
223.648	12.662
224.406	15.911
225.384	22.063
226.751	31.382
228.651	42.075
231.055	49.016
233.631	47.046
235.903	37.360
237.598	26.156
238.750	17.743
239.533	12.749
240.109	10.239
240.586	9.250
241.033	9.185
241.490	9.748
241.989	10.823
242.555	12.375
243.215	14.383
243.992	16.775
244.904	19.371
245.955	21.859
247.132	23.845
248.398	25.021
249.704	25.338
251.005	25.064
252.275	24.637
253.513	24.455
254.734	24.736
255.964	25.502
257.225	26.615
258.530	27.808
259.878	28.681
261.247	28.765
262.596	27.669
263.871	25.293
265.018	21.929
266.001	18.141
266.810	14.515
267.460	11.452
267.979	9.119
268.400	7.513
268.757	6.547
269.077	6.118
269.388	6.152
269.711	6.611
270.070	7.514
270.491	8.955
271.005	11.126
271.660	14.369
272.519	19.172
273.673	25.988
275.219	34.587
277.210	42.989
279.545	47.438
281.943	45.299
284.081	38.278
285.806	30.784
287.167	25.958
288.324	24.535
289.435	25.845
290.618	28.699
291.926	31.761
293.353	33.838
294.840	34.305
296.313	33.363
297.720	31.786
299.043	30.306
300.296	29.180
301.495	28.167
302.647	26.806
303.734	24.762
304.731	22.019
305.613	18.871
306.368	15.740
307.000	12.989
307.527	10.824
307.974	9.302
308.367	8.377
308.731	7.965
309.086	7.972
309.451	8.309
309.841	8.899
310.268	9.657
310.739	10.489
311.258	11.280
311.822	11.905
312.422	12.241
313.042	12.205
313.662	11.777
314.264	11.017
314.829	10.045
315.349	9.010
315.820	8.051
316.249	7.276
316.644	6.759
317.021	6.553
317.398	6.722
317.798	7.384
318.252	8.802
318.815	11.575
319.582	17.049
320.746	28.081
322.677	49.475
325.930	83.736
330.799	116.336
336.409	117.756
341.142	89.450
344.340	59.035
346.346	38.770
347.650	27.251
348.576	21.097
349.306	18.103
349.948	17.078
350.568	17.401
351.212	18.739
351.916	20.891
352.710	23.680
353.615	26.869
354.642	30.105
355.787	32.913
357.027	34.784
358.320	35.338
359.616	34.475
360.862	32.408
362.020	29.561
363.069	26.390
364.002	23.247
364.825	20.340
365.548	17.757
366.183	15.523
366.744	13.637
367.242	12.095
367.691	10.915
368.102	10.134
368.493	9.829
368.881	10.150
369.293	11.363
369.768	13.937
370.369	18.629
371.191	26.535
372.373	38.786
374.085	55.420
376.448	73.222
379.386	84.876
382.536	83.915
385.419	71.925
387.750	56.805
389.533	44.848
390.931	37.854
392.118	35.118
393.233	35.476
394.369	38.092
395.593	42.479
396.955	48.285
398.492	55.029
400.219	61.861
402.121	67.556
404.147	70.788
406.210	70.704
408.212	67.384
410.071	61.776
411.740	55.186
413.210	48.696
414.495	42.904
415.623	37.979
416.620	33.834
417.510	30.307
418.310	27.252
419.033	24.579
419.689	22.247
420.288	20.247
420.837	18.578
421.347	17.239
421.825	16.214
422.281	15.484
422.722	15.016
423.156	14.780
423.589	14.743
424.026	14.882
424.474	15.181
424.936	15.639
425.419	16.274
425.927	17.132
426.468	18.305
427.054	19.949
427.699	22.343
428.431	25.955
429.291	31.571
430.347	40.405
431.705	54.080
433.513	74.012
435.938	99.635
439.070	125.537
442.777	141.150
446.644	137.686
450.147	117.036
452.953	89.775
455.024	65.351
456.504	47.370
457.572	35.401
458.375	27.729
459.011	22.770
459.540	19.433
459.998	17.053
460.405	15.264
460.774	13.873
461.114	12.788
461.431	11.977
461.734	11.429
462.026	11.154
462.317	11.167
462.613	11.490
462.922	12.148
463.255	13.167
463.622	14.572
464.034	16.376
464.503	18.579
465.042	21.151
465.659	24.027
466.366	27.116
467.165	30.325
468.061	33.632
469.054	37.204
470.152	41.535
471.378	47.614
472.782	56.978
474.460	71.490
476.546	92.424
479.185	118.460
482.437	143.272
486.152	156.264
489.944	149.627
493.346	125.813
496.060	95.194
498.041	67.241
499.414	46.018
500.348	31.480
500.990	22.034
501.444	16.026
501.779	12.223
502.039	9.813
502.252	8.299
502.436	7.386
502.603	6.908
502.762	6.792
502.922	7.032
503.092	7.690
503.281	8.924
503.506	11.020
503.789	14.480
504.170	20.145
504.709	29.361
505.506	44.109
506.709	66.819
508.518	99.163
511.139	138.997
514.653	176.501
518.840	195.688
523.149	186.519
526.976	155.579
529.999	119.052
532.236	88.764
533.878	68.034
535.135	55.322
536.163	47.938
537.059	43.641
537.881	40.932
538.657	38.900
539.398	37.031
540.105	35.070
540.778	32.921
541.412	30.591
542.004	28.145
542.552	25.680
543.054	23.293
543.514	21.075
543.932	19.102
544.316	17.428
544.669	16.088
544.999	15.098
545.313	14.470
545.617	14.205
545.921	14.303
546.231	14.760
546.555	15.571
546.902	16.726
547.280	18.212
547.696	19.996
548.157	22.031
548.670	24.241
549.237	26.519
549.862	28.736
550.542	30.738
551.271	32.377
552.040	33.535
552.837	34.153
553.649	34.266
554.464	34.008
555.274	33.615
556.077	33.420
556.880	33.849
557.698	35.447
558.563	38.923
559.522	45.242
560.648	55.683
562.040	71.758
563.829	94.711
566.157	124.144
569.124	155.947
572.691	181.250
576.613	189.801
580.481	177.388
583.901	149.604
586.662	116.980
588.759	87.774
590.307	65.392
591.456	49.833
592.334	39.755
593.041	33.688
593.649	30.471
594.205	29.298
594.748	29.636
595.304	31.131
595.893	33.526
596.534	36.603
597.238	40.130
598.012	43.841
598.861	47.428
599.779	50.554
600.756	52.915
601.777	54.300
602.820	54.669
603.868	54.216
604.905	53.392
605.925	52.904
606.936	53.697
607.967	56.943
609.067	64.048
610.311	76.571
611.803	95.952
613.666	122.760
616.019	155.318
618.927	188.247
622.331	212.589
626.013	219.531
629.645	206.202
632.914	178.029
635.640	144.790
637.803	114.754
639.494	91.988
640.844	77.068
641.977	68.818
642.995	65.599
643.972	65.903
644.957	68.487
645.985	72.340
647.071	76.609
648.221	80.550
649.426	83.525
650.672	85.042
651.934	84.817
653.186	82.799
654.403	79.177
655.562	74.329
656.647	68.729
657.647	62.867
658.562	57.172
659.395	51.961
660.154	47.437
660.849	43.702
661.493	40.778
662.097	38.632
662.674	37.202
663.232	36.417
663.783	36.206
664.335	36.508
664.895	37.281
665.471	38.501
666.070	40.177
666.698	42.348
667.365	45.096
668.078	48.553
668.849	52.914
669.693	58.436
670.628	65.435
671.677	74.265
672.868	85.247
674.234	98.560
675.805	114.044
677.609	130.985
679.657	147.951
681.934	162.792
684.394	173.050
686.954	176.688
689.509	172.864
691.955	162.310
694.208	147.022
696.214	129.484
697.959	111.903
699.453	95.775
700.726	81.838
701.811	70.248
702.743	60.820
703.552	53.213
704.262	47.062
704.893	42.036
705.459	37.868
705.972	34.354
706.441	31.344
706.872	28.732
707.269	26.444
707.637	24.428
707.981	22.647
708.301	21.078
708.602	19.699
708.885	18.499
709.154	17.470
709.410	16.613
709.656	15.934
709.894	15.454
710.127	15.214
710.359	15.284
710.595	15.788
710.842	16.927
711.110	19.027
711.416	22.612
711.785	28.505
712.257	37.973
712.894	52.873
713.788	75.716
715.071	109.368
716.916	155.823
719.506	213.495
722.957	273.423
727.201	318.230
731.894	329.381
736.491	300.833
740.481	244.701
743.598	181.333
745.845	125.998
747.381	84.518
748.404	56.225
749.086	38.004
749.549	26.664
749.878	19.736
750.125	15.540
750.322	13.007
750.490	11.483
750.640	10.575
750.780	10.054
750.914	9.788
751.047	9.700
751.180	9.752
751.315	9.923
751.454	10.208
751.599	10.611
751.750	11.146
751.912	11.830
752.085	12.697
752.272	13.788
752.478	15.166
752.707	16.916
752.965	19.154
753.260	22.048
753.603	25.826
754.009	30.800
754.498	37.391
755.096	46.134
755.838	57.666
756.769	72.662
757.944	91.621
759.420	114.544
761.250	140.383
763.462	166.559
766.036	188.917
768.881	202.644
771.849	204.187
774.753	193.042
777.424	172.076
779.750	146.093
781.690	119.713
783.261	96.068
784.513	76.565
785.509	61.375
786.309	49.999
786.964	41.713
787.514	35.813
787.991	31.718
788.417	28.977
788.810	27.268
789.184	26.371
789.549	26.144
789.914	26.500
790.288	27.401
790.678	28.828
791.092	30.798
791.537	33.341
792.024	36.500
792.560	40.312
793.155	44.807
793.820	49.997
794.565	55.847
795.399	62.274
796.330	69.097
797.363	76.037
798.497	82.731
799.728	88.733
801.041	93.580
802.417	96.857
803.832	98.263
805.257	97.710
806.665	95.322
808.028	91.423
809.329	86.437
810.552	80.847
811.693	75.108
812.751	69.605
813.731	64.623
814.641	60.355
815.493	56.937
816.300	54.466
817.075	53.016
817.833	52.652
818.590	53.449
819.362	55.475
820.168	58.797
821.027	63.442
821.956	69.334
822.974	76.288
824.094	83.937
825.324	91.714
826.662	98.816
828.095	104.328
829.596	107.398
831.128	107.401
832.645	104.112
834.101	97.795
835.457	89.137
836.684	79.051
837.766	68.479
838.700	58.198
839.493	48.761
840.158	40.478
840.711	33.452
841.170	27.642
841.552	22.931
841.871	19.170
842.139	16.197
842.368	13.868
842.567	12.050
842.741	10.643
842.896	9.563
843.037	8.745
843.168	8.144
843.291	7.728
843.409	7.479
843.525	7.391
843.641	7.473
843.760	7.744
843.885	8.244
844.019	9.030
844.169	10.190
844.340	11.852
844.542	14.191
844.788	17.461
845.093	21.993
845.482	28.243
845.987	36.779
846.648	48.258
847.519	63.311
848.661	82.328
850.139	105.006
852.001	129.826
854.264	153.731
856.879	172.469
859.729	182.078
862.646	180.828
865.458	170.252
868.037	154.345
870.330	137.493
872.346	123.055
874.137	112.817
875.776	107.322
