<j>	var(j)
1.245	0.289
2.599	0.744
4.134	0.982
5.246	0.767
6.201	0.867
7.255	0.792
8.200	0.746
9.186	0.899
10.325	1.074
11.535	1.272
12.743	1.317
13.846	1.600
15.175	2.258
16.640	2.446
17.932	2.490
19.130	2.416
20.217	2.089
21.132	1.522
21.812	0.963
22.302	0.742
22.805	0.936
23.636	1.592
24.972	1.903
26.147	1.574
27.163	1.757
28.250	1.789
29.337	2.653
31.032	4.682
33.026	3.943
34.298	3.435
35.447	4.048
36.753	4.323
38.010	3.647
39.000	2.886
39.805	2.693
40.617	3.056
41.591	3.746
42.770	4.277
44.028	4.366
45.234	4.212
46.351	3.918
47.368	3.676
48.331	3.618
49.288	3.452
50.192	2.994
50.980	2.676
51.737	3.104
52.704	4.497
54.088	5.841
55.634	5.300
56.857	4.158
57.819	3.993
58.789	4.499
59.892	5.239
61.142	5.936
62.483	6.358
63.833	6.499
65.143	6.508
66.399	6.377
67.587	6.149
68.707	6.057
69.803	6.206
70.916	6.434
72.052	6.498
73.171	6.268
74.229	5.899
75.220	5.741
76.196	5.953
77.218	6.313
78.293	6.490
79.377	6.523
80.457	6.869
81.598	7.934
82.906	9.697
84.444	11.471
86.132	12.012
87.745	10.767
89.090	8.773
90.154	7.395
91.063	7.263
91.987	8.586
93.109	11.450
94.592	15.274
96.452	17.924
98.425	17.128
100.130	13.676
101.412	10.033
102.337	7.298
103.018	5.406
103.539	4.105
103.951	3.223
104.292	2.652
104.590	2.314
104.869	2.162
105.149	2.183
105.453	2.416
105.818	2.970
106.302	4.065
107.006	5.992
108.066	8.704
109.540	10.861
111.194	10.345
112.599	7.621
113.574	5.058
114.229	3.579
114.721	2.931
115.155	2.812
115.607	3.178
116.162	4.233
116.952	6.275
118.134	9.028
119.719	10.746
121.391	10.135
122.839	9.085
124.130	9.453
125.485	10.850
126.988	11.872
128.530	11.901
129.999	12.101
131.473	14.089
133.170	17.894
135.202	20.922
137.337	20.154
139.190	16.641
140.634	13.685
141.812	12.564
142.907	12.777
144.025	13.441
145.192	13.886
146.378	13.998
147.557	14.334
148.758	15.771
150.081	18.796
151.636	22.703
153.441	25.232
155.322	24.045
156.997	19.422
158.283	13.946
159.189	9.616
159.819	6.826
160.279	5.197
160.644	4.296
160.960	3.853
161.258	3.745
161.562	3.962
161.901	4.578
162.313	5.759
162.856	7.738
163.610	10.684
164.659	14.299
166.031	17.296
167.602	17.817
169.115	15.426
170.358	11.847
171.293	8.931
172.008	7.278
172.614	6.674
173.193	6.756
173.801	7.230
174.469	7.876
175.208	8.523
176.015	9.077
176.877	9.563
177.790	10.078
178.754	10.639
179.771	11.032
180.813	10.881
181.822	9.969
182.730	8.534
183.503	7.197
184.170	6.793
184.843	8.670
185.790	15.829
187.605	33.354
191.103	57.646
195.834	59.304
199.539	36.092
201.495	19.079
202.524	12.717
203.247	11.049
203.902	10.883
204.563	11.172
205.254	11.648
205.984	12.301
206.766	13.210
207.614	14.484
208.553	16.178
209.604	18.186
210.781	20.126
212.065	21.342
213.396	21.172
214.681	19.404
215.832	16.492
216.794	13.277
217.567	10.501
218.185	8.586
218.704	7.735
219.192	8.147
219.733	10.248
220.446	14.830
221.507	22.852
223.129	34.145
225.431	44.794
228.183	47.636
230.809	40.650
232.869	30.296
234.342	22.544
235.436	18.449
236.346	16.803
237.190	16.381
238.024	16.454
238.868	16.659
239.727	16.828
240.599	16.872
241.475	16.737
242.347	16.398
243.203	15.887
244.035	15.326
244.843	14.949
245.639	15.113
246.455	16.302
247.352	19.110
248.420	24.121
249.773	31.493
251.511	40.082
253.636	46.754
255.969	47.730
258.196	42.085
260.049	32.837
261.443	23.784
262.436	16.827
263.142	12.102
263.657	9.073
264.052	7.183
264.375	6.033
264.654	5.373
264.911	5.053
265.160	4.990
265.415	5.142
265.686	5.496
265.985	6.064
266.324	6.881
266.719	8.008
267.191	9.540
267.765	11.614
268.476	14.417
269.368	18.159
270.495	22.957
271.904	28.561
273.614	33.992
275.566	37.543
277.613	37.729
279.564	34.606
281.277	29.829
282.715	25.338
283.925	22.312
284.996	21.124
286.023	21.743
287.094	24.029
288.285	27.792
289.658	32.656
291.248	37.836
293.044	42.046
294.969	43.837
296.898	42.396
298.691	38.147
300.255	32.502
301.560	27.013
302.637	22.748
303.547	20.229
304.369	19.667
305.184	21.211
306.082	25.054
307.156	31.330
308.501	39.732
310.183	48.907
312.192	56.169
314.402	58.511
316.595	54.795
318.557	46.791
320.178	37.621
321.457	29.583
322.457	23.474
323.254	19.117
323.910	16.027
324.468	13.753
324.953	11.988
325.383	10.556
325.768	9.369
326.115	8.401
326.432	7.661
326.728	7.189
327.012	7.066
327.300	7.444
327.613	8.595
327.987	11.017
328.483	15.570
329.204	23.625
330.313	36.913
332.033	56.272
334.558	78.411
337.834	93.452
341.387	91.576
344.557	75.045
346.981	55.192
348.699	39.753
349.925	29.900
350.853	24.037
351.608	20.499
352.260	18.222
352.849	16.629
353.392	15.428
353.903	14.468
354.389	13.667
354.854	12.987
355.302	12.423
355.737	12.005
356.164	11.806
356.591	11.970
357.032	12.741
357.513	14.546
358.076	18.103
358.794	24.570
359.787	35.581
361.230	52.749
363.335	75.700
366.223	98.646
369.724	110.106
373.305	102.287
376.370	80.567
378.645	56.985
380.203	38.836
381.256	27.098
381.997	20.133
382.556	16.184
